family_id	final_status	n
OG0000348	U	48
OG0000360	A	6
OG0000360	F	3
OG0000360	P	78
OG0000360	U	65
OG0000361	F	45
OG0000361	P	121
OG0000361	U	81
OG0000367	F	5
OG0000367	P	64
OG0000367	U	27
OG0000372	P	55
OG0000372	U	53
OG0000375	U	23
OG0000382	A	31
OG0000382	F	5
OG0000382	P	37
OG0000382	U	97
OG0000384	A	78
OG0000384	P	581
OG0000384	U	36
OG0000385	A	20
OG0000386	A	38
OG0000386	P	124
OG0000386	U	68
OG0000388	A	21
OG0000388	F	1
OG0000388	P	155
OG0000388	U	24
OG0000402	F	1
OG0000402	P	85
OG0000402	U	13
OG0000418	A	25
OG0000418	P	20
OG0000418	U	22
OG0000419	A	1
OG0000419	F	4
OG0000419	P	27
OG0000419	U	34
OG0000422	A	15
OG0000422	F	7
OG0000422	P	43
OG0000422	U	83
OG0000432	A	2
OG0000432	F	4
OG0000432	P	17
OG0000434	F	2
OG0000434	P	89
OG0000434	U	74
OG0000440	A	42
OG0000440	F	3
OG0000440	P	85
OG0000440	U	94
OG0000442	U	23
OG0000445	P	38
OG0000448	A	22
OG0000448	F	10
OG0000448	P	116
OG0000448	U	45
OG0000452	P	1
OG0000452	U	9
OG0000453	U	23
OG0000473	P	12
OG0000473	U	10
OG0000496	A	4
OG0000496	P	9
OG0000496	U	29
OG0000500	P	38
OG0000500	U	2
OG0000501	A	1
OG0000501	P	177
OG0000501	U	18
OG0000503	A	42
OG0000504	A	15
OG0000504	P	22
OG0000510	A	10
OG0000510	F	2
OG0000510	P	16
OG0000510	U	32
OG0000513	A	39
OG0000513	F	5
OG0000513	P	65
OG0000513	U	113
OG0000534	U	23
OG0000535	F	2
OG0000535	P	94
OG0000535	U	44
OG0000546	F	3
OG0000546	P	49
OG0000546	U	57
OG0000549	F	2
OG0000549	P	58
OG0000549	U	67
OG0000589	A	26
OG0000589	P	13
OG0000589	U	21
OG0000591	F	4
OG0000591	P	47
OG0000591	U	80
OG0000594	A	2
OG0000594	F	30
OG0000594	P	51
OG0000594	U	127
OG0000598	A	10
OG0000598	F	5
OG0000598	P	83
OG0000598	U	75
OG0000599	A	160
OG0000599	F	1
OG0000599	P	229
OG0000599	U	17
OG0000601	F	3
OG0000601	P	16
OG0000601	U	2
OG0000605	A	7
OG0000605	F	12
OG0000605	P	175
OG0000605	U	68
OG0000606	A	1
OG0000606	F	2
OG0000606	P	106
OG0000606	U	60
OG0000618	P	21
OG0000620	A	3
OG0000620	F	4
OG0000620	P	85
OG0000620	U	22
OG0000621	A	16
OG0000621	P	21
OG0000639	A	21
OG0000639	F	3
OG0000639	P	83
OG0000639	U	42
OG0000679	A	5
OG0000679	F	4
OG0000679	P	19
OG0000679	U	9
OG0000692	A	22
OG0000692	F	14
OG0000692	P	10
OG0000692	U	58
OG0000712	P	13
OG0000712	U	140
OG0000720	A	44
OG0000720	F	24
OG0000720	P	202
OG0000720	U	161
OG0000724	A	68
OG0000724	P	32
OG0000724	U	28
OG0000725	A	4
OG0000725	F	1
OG0000725	P	94
OG0000725	U	6
OG0000728	A	17
OG0000728	F	7
OG0000728	P	13
OG0000728	U	14
OG0000731	F	4
OG0000731	P	40
OG0000731	U	61
OG0000736	P	8
OG0000736	U	13
OG0000739	A	152
OG0000761	A	3
OG0000761	P	80
OG0000761	U	31
OG0000792	A	9
OG0000792	F	2
OG0000792	P	8
OG0000792	U	25
OG0000817	A	24
OG0000817	P	156
OG0000817	U	2
OG0000822	F	9
OG0000822	P	19
OG0000822	U	149
OG0000846	A	32
OG0000846	P	33
OG0000846	U	25
OG0000857	A	1
OG0000857	F	2
OG0000857	P	27
OG0000857	U	15
OG0000865	A	33
OG0000865	F	1
OG0000865	P	354
OG0000865	U	71
OG0000887	A	6
OG0000887	F	9
OG0000887	P	21
OG0000887	U	37
OG0000893	A	101
OG0000893	F	8
OG0000893	P	58
OG0000893	U	20
OG0000907	A	1
OG0000907	F	29
OG0000907	P	56
OG0000907	U	44
OG0000913	A	24
OG0000913	F	4
OG0000913	P	28
OG0000913	U	78
OG0000929	F	1
OG0000929	P	141
OG0000929	U	5
OG0000949	P	51
OG0000949	U	128
OG0000962	F	12
OG0000962	P	9
OG0000962	U	66
OG0001007	A	3
OG0001007	F	3
OG0001007	P	129
OG0001007	U	17
OG0001019	A	7
OG0001019	F	2
OG0001019	P	12
OG0001019	U	23
OG0001038	F	7
OG0001038	P	7
OG0001038	U	3
OG0001079	A	17
OG0001079	P	4
OG0001079	U	10
OG0001115	A	19
OG0001115	F	13
OG0001115	P	50
OG0001115	U	75
OG0001127	A	38
OG0001127	F	22
OG0001127	P	78
OG0001127	U	52
OG0001132	A	27
OG0001132	P	230
OG0001132	U	1
OG0001135	A	7
OG0001135	P	70
OG0001135	U	11
