family_id	final_status	total_n	proportion	family_size
OG0000220	A	1	0.00421940928270042	10
OG0000220	F	34	0.143459915611814	10
OG0000220	P	86	0.362869198312236	10
OG0000220	U	116	0.489451476793249	10
OG0000224	P	44	0.916666666666667	2
OG0000224	U	4	0.0833333333333333	2
OG0000228	A	3	0.0576923076923077	3
OG0000228	P	33	0.634615384615385	3
OG0000228	U	16	0.307692307692308	3
OG0000242	A	2	0.00862068965517241	10
OG0000242	F	11	0.0474137931034483	10
OG0000242	P	190	0.818965517241379	10
OG0000242	U	29	0.125	10
OG0000253	A	1	0.00571428571428571	8
OG0000253	F	8	0.0457142857142857	8
OG0000253	P	54	0.308571428571429	8
OG0000253	U	112	0.64	8
OG0000255	A	23	0.0217186024551464	14
OG0000255	F	8	0.00755429650613787	14
OG0000255	P	914	0.863078375826251	14
OG0000255	U	114	0.107648725212465	14
OG0000258	A	24	0.0845070422535211	13
OG0000258	F	13	0.0457746478873239	13
OG0000258	P	108	0.380281690140845	13
OG0000258	U	139	0.48943661971831	13
OG0000261	F	9	0.0731707317073171	5
OG0000261	P	70	0.56910569105691	5
OG0000261	U	44	0.357723577235772	5
OG0000264	F	5	0.0235849056603774	7
OG0000264	P	182	0.858490566037736	7
OG0000264	U	25	0.117924528301887	7
OG0000266	A	17	0.158878504672897	9
OG0000266	F	7	0.0654205607476635	9
OG0000266	P	65	0.607476635514019	9
OG0000266	U	18	0.168224299065421	9
OG0000269	A	13	0.40625	2
OG0000269	F	2	0.0625	2
OG0000269	P	5	0.15625	2
OG0000269	U	12	0.375	2
OG0000271	F	7	0.102941176470588	3
OG0000271	P	26	0.382352941176471	3
OG0000271	U	35	0.514705882352941	3
OG0000272	A	10	0.454545454545455	1
OG0000272	F	1	0.0454545454545455	1
OG0000272	P	8	0.363636363636364	1
OG0000272	U	3	0.136363636363636	1
OG0000276	A	47	0.283132530120482	7
OG0000276	F	2	0.0120481927710843	7
OG0000276	P	104	0.626506024096386	7
OG0000276	U	13	0.0783132530120482	7
OG0000297	A	1	0.0181818181818182	3
OG0000297	P	22	0.4	3
OG0000297	U	32	0.581818181818182	3
OG0000298	A	1	0.00909090909090909	5
OG0000298	P	34	0.309090909090909	5
OG0000298	U	75	0.681818181818182	5
OG0000299	A	28	0.0985915492957746	14
OG0000299	F	11	0.0387323943661972	14
OG0000299	P	76	0.267605633802817	14
OG0000299	U	169	0.595070422535211	14
OG0000319	A	8	0.242424242424242	2
OG0000319	F	1	0.0303030303030303	2
OG0000319	P	10	0.303030303030303	2
OG0000319	U	14	0.424242424242424	2
OG0000320	A	12	0.324324324324324	2
OG0000320	P	21	0.567567567567568	2
OG0000320	U	4	0.108108108108108	2
OG0000325	F	15	0.180722891566265	3
OG0000325	P	8	0.0963855421686747	3
OG0000325	U	60	0.72289156626506	3
OG0000329	P	2	0.181818181818182	1
OG0000329	U	9	0.818181818181818	1
OG0000338	A	1	0.00333333333333333	12
OG0000338	F	13	0.0433333333333333	12
OG0000338	P	173	0.576666666666667	12
OG0000338	U	113	0.376666666666667	12
OG0000339	A	38	0.178403755868545	11
OG0000339	F	12	0.0563380281690141	11
OG0000339	P	94	0.44131455399061	11
OG0000339	U	69	0.323943661971831	11
OG0000343	A	26	0.17687074829932	8
OG0000343	F	13	0.0884353741496599	8
OG0000343	P	102	0.693877551020408	8
OG0000343	U	6	0.0408163265306122	8
OG0000347	A	13	0.0181818181818182	14
OG0000347	F	38	0.0531468531468531	14
OG0000347	P	74	0.103496503496503	14
OG0000347	U	590	0.825174825174825	14
OG0000348	A	8	0.0816326530612245	5
OG0000348	F	11	0.112244897959184	5
OG0000348	P	31	0.316326530612245	5
OG0000348	U	48	0.489795918367347	5
OG0000360	A	6	0.0394736842105263	8
OG0000360	F	3	0.0197368421052632	8
OG0000360	P	78	0.513157894736842	8
OG0000360	U	65	0.427631578947368	8
OG0000361	F	45	0.182186234817814	10
OG0000361	P	121	0.489878542510121	10
OG0000361	U	81	0.327935222672065	10
OG0000367	F	5	0.0520833333333333	5
OG0000367	P	64	0.666666666666667	5
OG0000367	U	27	0.28125	5
OG0000372	P	55	0.509259259259259	5
OG0000372	U	53	0.490740740740741	5
OG0000375	U	23	1	1
OG0000382	A	31	0.182352941176471	8
OG0000382	F	5	0.0294117647058824	8
OG0000382	P	37	0.217647058823529	8
OG0000382	U	97	0.570588235294118	8
OG0000384	A	78	0.112230215827338	12
OG0000384	P	581	0.835971223021583	12
OG0000384	U	36	0.0517985611510791	12
OG0000385	A	20	1	1
OG0000386	A	38	0.165217391304348	10
OG0000386	P	124	0.539130434782609	10
OG0000386	U	68	0.295652173913043	10
OG0000388	A	21	0.104477611940299	7
OG0000388	F	1	0.00497512437810945	7
OG0000388	P	155	0.771144278606965	7
OG0000388	U	24	0.119402985074627	7
OG0000402	F	1	0.0101010101010101	7
OG0000402	P	85	0.858585858585859	7
OG0000402	U	13	0.131313131313131	7
OG0000418	A	25	0.373134328358209	3
OG0000418	P	20	0.298507462686567	3
OG0000418	U	22	0.328358208955224	3
OG0000419	A	1	0.0151515151515152	3
OG0000419	F	4	0.0606060606060606	3
OG0000419	P	27	0.409090909090909	3
OG0000419	U	34	0.515151515151515	3
OG0000422	A	15	0.101351351351351	8
OG0000422	F	7	0.0472972972972973	8
OG0000422	P	43	0.29054054054054	8
OG0000422	U	83	0.560810810810811	8
OG0000432	A	2	0.0869565217391304	1
OG0000432	F	4	0.173913043478261	1
OG0000432	P	17	0.739130434782609	1
OG0000434	F	2	0.0121212121212121	8
OG0000434	P	89	0.539393939393939	8
OG0000434	U	74	0.448484848484848	8
OG0000440	A	42	0.1875	12
OG0000440	F	3	0.0133928571428571	12
OG0000440	P	85	0.379464285714286	12
OG0000440	U	94	0.419642857142857	12
OG0000442	U	23	1	1
OG0000445	P	38	1	2
OG0000448	A	22	0.113989637305699	8
OG0000448	F	10	0.0518134715025907	8
OG0000448	P	116	0.601036269430052	8
OG0000448	U	45	0.233160621761658	8
OG0000452	P	1	0.1	1
OG0000452	U	9	0.9	1
OG0000453	U	23	1	1
OG0000473	P	12	0.545454545454545	1
OG0000473	U	10	0.454545454545455	1
OG0000496	A	4	0.0952380952380952	2
OG0000496	P	9	0.214285714285714	2
OG0000496	U	29	0.69047619047619	2
OG0000500	P	38	0.95	2
OG0000500	U	2	0.05	2
OG0000501	A	1	0.00510204081632653	9
OG0000501	P	177	0.903061224489796	9
OG0000501	U	18	0.0918367346938776	9
OG0000503	A	42	1	2
OG0000504	A	15	0.405405405405405	3
OG0000504	P	22	0.594594594594595	3
OG0000510	A	10	0.166666666666667	4
OG0000510	F	2	0.0333333333333333	4
OG0000510	P	16	0.266666666666667	4
OG0000510	U	32	0.533333333333333	4
OG0000513	A	39	0.175675675675676	11
OG0000513	F	5	0.0225225225225225	11
OG0000513	P	65	0.292792792792793	11
OG0000513	U	113	0.509009009009009	11
OG0000534	U	23	1	1
OG0000535	F	2	0.0142857142857143	7
OG0000535	P	94	0.671428571428571	7
OG0000535	U	44	0.314285714285714	7
OG0000546	F	3	0.0275229357798165	6
OG0000546	P	49	0.44954128440367	6
OG0000546	U	57	0.522935779816514	6
OG0000549	F	2	0.015748031496063	5
OG0000549	P	58	0.456692913385827	5
OG0000549	U	67	0.52755905511811	5
OG0000589	A	26	0.433333333333333	4
OG0000589	P	13	0.216666666666667	4
OG0000589	U	21	0.35	4
OG0000591	F	4	0.0305343511450382	6
OG0000591	P	47	0.358778625954198	6
OG0000591	U	80	0.610687022900763	6
OG0000594	A	2	0.00952380952380952	11
OG0000594	F	30	0.142857142857143	11
OG0000594	P	51	0.242857142857143	11
OG0000594	U	127	0.604761904761905	11
OG0000598	A	10	0.0578034682080925	7
OG0000598	F	5	0.0289017341040462	7
OG0000598	P	83	0.479768786127168	7
OG0000598	U	75	0.433526011560694	7
OG0000599	A	160	0.393120393120393	11
OG0000599	F	1	0.00245700245700246	11
OG0000599	P	229	0.562653562653563	11
OG0000599	U	17	0.0417690417690418	11
OG0000601	F	3	0.142857142857143	1
OG0000601	P	16	0.761904761904762	1
OG0000601	U	2	0.0952380952380952	1
OG0000605	A	7	0.0267175572519084	11
OG0000605	F	12	0.0458015267175573	11
OG0000605	P	175	0.66793893129771	11
OG0000605	U	68	0.259541984732824	11
OG0000606	A	1	0.00591715976331361	8
OG0000606	F	2	0.0118343195266272	8
OG0000606	P	106	0.627218934911243	8
OG0000606	U	60	0.355029585798817	8
OG0000618	P	21	1	1
OG0000620	A	3	0.0263157894736842	7
OG0000620	F	4	0.0350877192982456	7
OG0000620	P	85	0.745614035087719	7
OG0000620	U	22	0.192982456140351	7
OG0000621	A	16	0.432432432432432	2
OG0000621	P	21	0.567567567567568	2
OG0000639	A	21	0.140939597315436	5
OG0000639	F	3	0.0201342281879195	5
OG0000639	P	83	0.557046979865772	5
OG0000639	U	42	0.281879194630872	5
OG0000679	A	5	0.135135135135135	2
OG0000679	F	4	0.108108108108108	2
OG0000679	P	19	0.513513513513513	2
OG0000679	U	9	0.243243243243243	2
OG0000692	A	22	0.211538461538462	5
OG0000692	F	14	0.134615384615385	5
OG0000692	P	10	0.0961538461538462	5
OG0000692	U	58	0.557692307692308	5
OG0000712	P	13	0.0849673202614379	7
OG0000712	U	140	0.915032679738562	7
OG0000720	A	44	0.102088167053364	10
OG0000720	F	24	0.0556844547563805	10
OG0000720	P	202	0.468677494199536	10
OG0000720	U	161	0.373549883990719	10
OG0000724	A	68	0.53125	8
OG0000724	P	32	0.25	8
OG0000724	U	28	0.21875	8
OG0000725	A	4	0.0380952380952381	8
OG0000725	F	1	0.00952380952380952	8
OG0000725	P	94	0.895238095238095	8
OG0000725	U	6	0.0571428571428571	8
OG0000728	A	17	0.333333333333333	3
OG0000728	F	7	0.137254901960784	3
OG0000728	P	13	0.254901960784314	3
OG0000728	U	14	0.274509803921569	3
OG0000731	F	4	0.0380952380952381	5
OG0000731	P	40	0.380952380952381	5
OG0000731	U	61	0.580952380952381	5
OG0000736	P	8	0.380952380952381	1
OG0000736	U	13	0.619047619047619	1
OG0000739	A	152	1	4
OG0000761	A	3	0.0263157894736842	4
OG0000761	P	80	0.701754385964912	4
OG0000761	U	31	0.271929824561404	4
OG0000792	A	9	0.204545454545455	2
OG0000792	F	2	0.0454545454545455	2
OG0000792	P	8	0.181818181818182	2
OG0000792	U	25	0.568181818181818	2
OG0000817	A	24	0.131868131868132	7
OG0000817	P	156	0.857142857142857	7
OG0000817	U	2	0.010989010989011	7
OG0000822	F	9	0.0508474576271186	8
OG0000822	P	19	0.107344632768362	8
OG0000822	U	149	0.84180790960452	8
OG0000846	A	32	0.355555555555556	4
OG0000846	P	33	0.366666666666667	4
OG0000846	U	25	0.277777777777778	4
OG0000857	A	1	0.0222222222222222	2
OG0000857	F	2	0.0444444444444444	2
OG0000857	P	27	0.6	2
OG0000857	U	15	0.333333333333333	2
OG0000865	A	33	0.0718954248366013	10
OG0000865	F	1	0.00217864923747277	10
OG0000865	P	354	0.77124183006536	10
OG0000865	U	71	0.154684095860566	10
OG0000887	A	6	0.0821917808219178	5
OG0000887	F	9	0.123287671232877	5
OG0000887	P	21	0.287671232876712	5
OG0000887	U	37	0.506849315068493	5
OG0000893	A	101	0.540106951871658	5
OG0000893	F	8	0.0427807486631016	5
OG0000893	P	58	0.310160427807487	5
OG0000893	U	20	0.106951871657754	5
OG0000907	A	1	0.00769230769230769	6
OG0000907	F	29	0.223076923076923	6
OG0000907	P	56	0.430769230769231	6
OG0000907	U	44	0.338461538461538	6
OG0000913	A	24	0.17910447761194	8
OG0000913	F	4	0.0298507462686567	8
OG0000913	P	28	0.208955223880597	8
OG0000913	U	78	0.582089552238806	8
OG0000929	F	1	0.00680272108843537	5
OG0000929	P	141	0.959183673469388	5
OG0000929	U	5	0.0340136054421769	5
OG0000949	P	51	0.284916201117318	4
OG0000949	U	128	0.715083798882682	4
OG0000962	F	12	0.137931034482759	4
OG0000962	P	9	0.103448275862069	4
OG0000962	U	66	0.758620689655172	4
OG0001007	A	3	0.0197368421052632	7
OG0001007	F	3	0.0197368421052632	7
OG0001007	P	129	0.848684210526316	7
OG0001007	U	17	0.111842105263158	7
OG0001019	A	7	0.159090909090909	2
OG0001019	F	2	0.0454545454545455	2
OG0001019	P	12	0.272727272727273	2
OG0001019	U	23	0.522727272727273	2
OG0001038	F	7	0.411764705882353	1
OG0001038	P	7	0.411764705882353	1
OG0001038	U	3	0.176470588235294	1
OG0001079	A	17	0.548387096774194	3
OG0001079	P	4	0.129032258064516	3
OG0001079	U	10	0.32258064516129	3
OG0001115	A	19	0.121019108280255	7
OG0001115	F	13	0.0828025477707006	7
OG0001115	P	50	0.318471337579618	7
OG0001115	U	75	0.477707006369427	7
OG0001127	A	38	0.2	7
OG0001127	F	22	0.115789473684211	7
OG0001127	P	78	0.410526315789474	7
OG0001127	U	52	0.273684210526316	7
OG0001132	A	27	0.104651162790698	6
OG0001132	P	230	0.891472868217054	6
OG0001132	U	1	0.00387596899224806	6
OG0001135	A	7	0.0795454545454545	8
OG0001135	P	70	0.795454545454545	8
OG0001135	U	11	0.125	8
