family_id	gene	n_total_copies	n_P	n_F	n_U	n_A	prop_P	prop_F	prop_U	prop_A	assemblies_observed	assemblies_with_P	assemblies_with_F	assemblies_with_U	assemblies_with_A
OG0000012	AL5G40140	29	29	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000012	AL5G40170	20	20	0	0	0	1.0	0.0	0.0	0.0	19	19	0	0	0
OG0000015	AL1G53250	15	0	0	0	15	0.0	0.0	0.0	1.0	15	0	0	0	15
OG0000015	AL1G56200	18	0	0	0	18	0.0	0.0	0.0	1.0	18	0	0	0	18
OG0000015	AL1G56270	23	16	2	4	1	0.6956521739130435	0.08695652173913043	0.17391304347826086	0.043478260869565216	23	16	2	4	1
OG0000015	AL1G61030	11	5	0	6	0	0.45454545454545453	0.0	0.5454545454545454	0.0	11	5	0	6	0
OG0000015	AL2G10360	6	5	0	1	0	0.8333333333333334	0.0	0.16666666666666666	0.0	6	5	0	1	0
OG0000015	AL2G38250	22	1	0	0	21	0.045454545454545456	0.0	0.0	0.9545454545454546	22	1	0	0	21
OG0000015	AL364U10020	21	13	0	0	8	0.6190476190476191	0.0	0.0	0.38095238095238093	21	13	0	0	8
OG0000015	AL3G39750	22	20	0	0	2	0.9090909090909091	0.0	0.0	0.09090909090909091	22	20	0	0	2
OG0000015	AL3G40240	13	0	0	0	13	0.0	0.0	0.0	1.0	13	0	0	0	13
OG0000015	AL3G45200	21	0	0	0	21	0.0	0.0	0.0	1.0	20	0	0	0	20
OG0000015	AL3G53150	20	20	0	0	0	1.0	0.0	0.0	0.0	20	20	0	0	0
OG0000015	AL4G28120	14	7	0	7	0	0.5	0.0	0.5	0.0	14	7	0	7	0
OG0000015	AL4G41810	22	0	0	0	22	0.0	0.0	0.0	1.0	22	0	0	0	22
OG0000015	AL6G39210	14	0	5	9	0	0.0	0.35714285714285715	0.6428571428571429	0.0	14	0	5	9	0
OG0000015	AL7G30150	16	16	0	0	0	1.0	0.0	0.0	0.0	16	16	0	0	0
OG0000015	AL7G34100	8	0	0	0	8	0.0	0.0	0.0	1.0	8	0	0	0	8
OG0000015	AL8G11480	23	0	0	0	23	0.0	0.0	0.0	1.0	22	0	0	0	22
OG0000015	AL8G14770	14	11	2	1	0	0.7857142857142857	0.14285714285714285	0.07142857142857142	0.0	14	11	2	1	0
OG0000016	AL1G16610	22	0	0	22	0	0.0	0.0	1.0	0.0	22	0	0	22	0
OG0000016	AL1G23620	22	6	4	12	0	0.2727272727272727	0.18181818181818182	0.5454545454545454	0.0	22	6	4	12	0
OG0000016	AL1G23630	44	4	7	33	0	0.09090909090909091	0.1590909090909091	0.75	0.0	22	4	6	21	0
OG0000016	AL1G23970	29	2	6	21	0	0.06896551724137931	0.20689655172413793	0.7241379310344828	0.0	22	2	4	21	0
OG0000016	AL1G24070	29	28	1	0	0	0.9655172413793104	0.034482758620689655	0.0	0.0	19	19	1	0	0
OG0000016	AL1G24080	64	14	45	5	0	0.21875	0.703125	0.078125	0.0	22	12	22	5	0
OG0000016	AL1G24180	61	23	33	5	0	0.3770491803278688	0.5409836065573771	0.08196721311475409	0.0	22	17	21	5	0
OG0000016	AL1G24190	22	19	0	3	0	0.8636363636363636	0.0	0.13636363636363635	0.0	22	19	0	3	0
OG0000016	AL2G10190	22	2	0	20	0	0.09090909090909091	0.0	0.9090909090909091	0.0	22	2	0	20	0
OG0000016	AL2G11490	22	1	7	14	0	0.045454545454545456	0.3181818181818182	0.6363636363636364	0.0	22	1	7	14	0
OG0000016	AL2G11830	23	3	1	19	0	0.13043478260869565	0.043478260869565216	0.8260869565217391	0.0	22	2	1	19	0
OG0000016	AL2G12460	29	10	8	11	0	0.3448275862068966	0.27586206896551724	0.3793103448275862	0.0	22	9	8	11	0
OG0000016	AL2G12470	26	9	1	16	0	0.34615384615384615	0.038461538461538464	0.6153846153846154	0.0	22	9	1	16	0
OG0000016	AL2G12500	39	14	17	7	1	0.358974358974359	0.4358974358974359	0.1794871794871795	0.02564102564102564	21	13	14	7	1
OG0000016	AL2G12780	22	3	2	17	0	0.13636363636363635	0.09090909090909091	0.7727272727272727	0.0	22	3	2	17	0
OG0000016	AL2G12790	37	6	31	0	0	0.16216216216216217	0.8378378378378378	0.0	0.0	22	6	19	0	0
OG0000016	AL2G12810	37	8	18	11	0	0.21621621621621623	0.4864864864864865	0.2972972972972973	0.0	22	8	17	11	0
OG0000016	AL2G12820	59	38	7	14	0	0.6440677966101694	0.11864406779661017	0.23728813559322035	0.0	22	22	7	12	0
OG0000016	AL2G12830	49	8	29	12	0	0.16326530612244897	0.5918367346938775	0.24489795918367346	0.0	22	7	20	11	0
OG0000016	AL2G13070	22	0	0	22	0	0.0	0.0	1.0	0.0	22	0	0	22	0
OG0000016	AL2G13120	22	0	0	22	0	0.0	0.0	1.0	0.0	22	0	0	22	0
OG0000016	AL2G13130	83	46	22	15	0	0.5542168674698795	0.26506024096385544	0.18072289156626506	0.0	22	22	19	13	0
OG0000016	AL2G13140	42	26	7	4	5	0.6190476190476191	0.16666666666666666	0.09523809523809523	0.11904761904761904	19	18	6	3	5
OG0000016	AL2G13150	82	64	4	14	0	0.7804878048780488	0.04878048780487805	0.17073170731707318	0.0	22	22	4	14	0
OG0000016	AL2G13170	25	8	2	15	0	0.32	0.08	0.6	0.0	17	7	2	15	0
OG0000016	AL2G13280	51	30	12	9	0	0.5882352941176471	0.23529411764705882	0.17647058823529413	0.0	22	19	10	9	0
OG0000016	AL2G18840	36	33	0	3	0	0.9166666666666666	0.0	0.08333333333333333	0.0	21	20	0	3	0
OG0000016	AL3G29642	22	1	0	21	0	0.045454545454545456	0.0	0.9545454545454546	0.0	22	1	0	21	0
OG0000016	AL3G36780	22	7	1	14	0	0.3181818181818182	0.045454545454545456	0.6363636363636364	0.0	22	7	1	14	0
OG0000016	AL6G27650	22	0	0	22	0	0.0	0.0	1.0	0.0	22	0	0	22	0
OG0000016	AL7G48260	22	0	1	21	0	0.0	0.045454545454545456	0.9545454545454546	0.0	22	0	1	21	0
OG0000022	AL164U10020	16	16	0	0	0	1.0	0.0	0.0	0.0	16	16	0	0	0
OG0000022	AL2G18450	22	21	0	1	0	0.9545454545454546	0.0	0.045454545454545456	0.0	22	21	0	1	0
OG0000022	AL3G12540	22	0	0	22	0	0.0	0.0	1.0	0.0	22	0	0	22	0
OG0000022	AL3G12550	22	1	2	19	0	0.045454545454545456	0.09090909090909091	0.8636363636363636	0.0	22	1	2	19	0
OG0000022	AL5G16810	19	9	5	5	0	0.47368421052631576	0.2631578947368421	0.2631578947368421	0.0	14	9	5	4	0
OG0000022	AL5G40710	22	1	2	19	0	0.045454545454545456	0.09090909090909091	0.8636363636363636	0.0	22	1	2	19	0
OG0000022	AL5G41040	22	8	1	13	0	0.36363636363636365	0.045454545454545456	0.5909090909090909	0.0	22	8	1	13	0
OG0000022	AL5G41050	22	21	0	1	0	0.9545454545454546	0.0	0.045454545454545456	0.0	22	21	0	1	0
OG0000022	AL5G41060	22	5	1	16	0	0.22727272727272727	0.045454545454545456	0.7272727272727273	0.0	22	5	1	16	0
OG0000022	AL5G41070	22	2	0	20	0	0.09090909090909091	0.0	0.9090909090909091	0.0	22	2	0	20	0
OG0000022	AL5G41080	22	0	1	21	0	0.0	0.045454545454545456	0.9545454545454546	0.0	22	0	1	21	0
OG0000022	AL5G41090	22	4	0	18	0	0.18181818181818182	0.0	0.8181818181818182	0.0	22	4	0	18	0
OG0000022	AL5G41120	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000022	AL5G41130	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000022	AL7G42310	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000022	AL8G16450	22	20	0	2	0	0.9090909090909091	0.0	0.09090909090909091	0.0	22	20	0	2	0
OG0000024	AL1G21900	21	21	0	0	0	1.0	0.0	0.0	0.0	21	21	0	0	0
OG0000024	AL1G61840	23	5	2	16	0	0.21739130434782608	0.08695652173913043	0.6956521739130435	0.0	23	5	2	16	0
OG0000024	AL1G65650	16	15	0	1	0	0.9375	0.0	0.0625	0.0	16	15	0	1	0
OG0000024	AL1G65670	16	1	1	14	0	0.0625	0.0625	0.875	0.0	16	1	1	14	0
OG0000024	AL293U10010	21	18	0	0	3	0.8571428571428571	0.0	0.0	0.14285714285714285	21	18	0	0	3
OG0000024	AL2G16980	22	9	0	13	0	0.4090909090909091	0.0	0.5909090909090909	0.0	22	9	0	13	0
OG0000024	AL2G17070	24	0	0	0	24	0.0	0.0	0.0	1.0	22	0	0	0	22
OG0000024	AL2G17080	17	5	3	2	7	0.29411764705882354	0.17647058823529413	0.11764705882352941	0.4117647058823529	17	5	3	2	7
OG0000024	AL2G17090	24	20	0	4	0	0.8333333333333334	0.0	0.16666666666666666	0.0	20	17	0	4	0
OG0000024	AL2G17100	26	17	5	3	1	0.6538461538461539	0.19230769230769232	0.11538461538461539	0.038461538461538464	22	15	5	3	1
OG0000024	AL2G17250	20	20	0	0	0	1.0	0.0	0.0	0.0	20	20	0	0	0
OG0000024	AL2G17390	19	19	0	0	0	1.0	0.0	0.0	0.0	19	19	0	0	0
OG0000024	AL2G17410	14	2	1	11	0	0.14285714285714285	0.07142857142857142	0.7857142857142857	0.0	14	2	1	11	0
OG0000024	AL2G17420	15	15	0	0	0	1.0	0.0	0.0	0.0	15	15	0	0	0
OG0000024	AL2G17430	15	15	0	0	0	1.0	0.0	0.0	0.0	15	15	0	0	0
OG0000024	AL2G17650	12	12	0	0	0	1.0	0.0	0.0	0.0	12	12	0	0	0
OG0000024	AL2G17810	19	9	1	9	0	0.47368421052631576	0.05263157894736842	0.47368421052631576	0.0	19	9	1	9	0
OG0000024	AL2G17820	18	14	0	3	1	0.7777777777777778	0.0	0.16666666666666666	0.05555555555555555	18	14	0	3	1
OG0000024	AL2G17830	18	11	2	4	1	0.6111111111111112	0.1111111111111111	0.2222222222222222	0.05555555555555555	18	11	2	4	1
OG0000024	AL625U10020	43	0	0	0	43	0.0	0.0	0.0	1.0	21	0	0	0	21
OG0000024	AL6G33840	22	4	0	18	0	0.18181818181818182	0.0	0.8181818181818182	0.0	22	4	0	18	0
OG0000024	AL7G39090	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000024	AL7G46780	15	9	0	3	3	0.6	0.0	0.2	0.2	13	8	0	3	3
OG0000024	AL8G21620	30	16	12	2	0	0.5333333333333333	0.4	0.06666666666666667	0.0	21	12	9	2	0
OG0000024	AL8G21640	61	28	8	17	8	0.45901639344262296	0.13114754098360656	0.2786885245901639	0.13114754098360656	21	16	7	13	6
OG0000027	AL3G33760	21	7	2	12	0	0.3333333333333333	0.09523809523809523	0.5714285714285714	0.0	21	7	2	12	0
OG0000027	AL3G33770	22	5	2	11	4	0.22727272727272727	0.09090909090909091	0.5	0.18181818181818182	22	5	2	11	4
OG0000027	AL3G33780	22	1	0	21	0	0.045454545454545456	0.0	0.9545454545454546	0.0	22	1	0	21	0
OG0000027	AL3G33790	21	1	0	18	2	0.047619047619047616	0.0	0.8571428571428571	0.09523809523809523	21	1	0	18	2
OG0000027	AL3G33800	21	3	0	18	0	0.14285714285714285	0.0	0.8571428571428571	0.0	21	3	0	18	0
OG0000027	AL3G33810	22	15	0	7	0	0.6818181818181818	0.0	0.3181818181818182	0.0	22	15	0	7	0
OG0000027	AL3G33830	20	11	2	7	0	0.55	0.1	0.35	0.0	20	11	2	7	0
OG0000027	AL3G34900	22	1	0	21	0	0.045454545454545456	0.0	0.9545454545454546	0.0	22	1	0	21	0
OG0000027	AL3G42780	22	12	1	9	0	0.5454545454545454	0.045454545454545456	0.4090909090909091	0.0	22	12	1	9	0
OG0000027	AL4G20490	22	2	2	18	0	0.09090909090909091	0.09090909090909091	0.8181818181818182	0.0	22	2	2	18	0
OG0000027	AL7G40280	18	18	0	0	0	1.0	0.0	0.0	0.0	18	18	0	0	0
OG0000027	AL7G40290	18	18	0	0	0	1.0	0.0	0.0	0.0	18	18	0	0	0
OG0000027	AL8G20150	7	1	0	6	0	0.14285714285714285	0.0	0.8571428571428571	0.0	7	1	0	6	0
OG0000029	AL1G45230	20	6	1	13	0	0.3	0.05	0.65	0.0	20	6	1	13	0
OG0000029	AL1G45270	18	14	1	3	0	0.7777777777777778	0.05555555555555555	0.16666666666666666	0.0	18	14	1	3	0
OG0000029	AL1G45280	17	13	4	0	0	0.7647058823529411	0.23529411764705882	0.0	0.0	17	13	4	0	0
OG0000029	AL1G45290	11	6	0	5	0	0.5454545454545454	0.0	0.45454545454545453	0.0	11	6	0	5	0
OG0000029	AL1G45300	23	8	1	14	0	0.34782608695652173	0.043478260869565216	0.6086956521739131	0.0	21	7	1	14	0
OG0000029	AL1G45350	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000029	AL1G45470	17	3	1	13	0	0.17647058823529413	0.058823529411764705	0.7647058823529411	0.0	17	3	1	13	0
OG0000029	AL1G45480	21	2	0	19	0	0.09523809523809523	0.0	0.9047619047619048	0.0	21	2	0	19	0
OG0000029	AL1G45490	21	3	1	17	0	0.14285714285714285	0.047619047619047616	0.8095238095238095	0.0	21	3	1	17	0
OG0000029	AL1G45510	20	3	1	16	0	0.15	0.05	0.8	0.0	20	3	1	16	0
OG0000029	AL1G45520	12	7	0	5	0	0.5833333333333334	0.0	0.4166666666666667	0.0	12	7	0	5	0
OG0000029	AL1G45530	20	0	0	0	20	0.0	0.0	0.0	1.0	20	0	0	0	20
OG0000029	AL1G45540	18	3	4	11	0	0.16666666666666666	0.2222222222222222	0.6111111111111112	0.0	18	3	4	11	0
OG0000029	AL1G45550	10	3	0	7	0	0.3	0.0	0.7	0.0	10	3	0	7	0
OG0000029	AL1G45560	10	2	5	3	0	0.2	0.5	0.3	0.0	10	2	5	3	0
OG0000029	AL1G45570	23	11	8	4	0	0.4782608695652174	0.34782608695652173	0.17391304347826086	0.0	22	11	8	4	0
OG0000029	AL1G45580	21	11	6	4	0	0.5238095238095238	0.2857142857142857	0.19047619047619047	0.0	21	11	6	4	0
OG0000029	AL1G45590	12	2	8	2	0	0.16666666666666666	0.6666666666666666	0.16666666666666666	0.0	10	2	8	2	0
OG0000029	AL1G45600	4	0	0	4	0	0.0	0.0	1.0	0.0	3	0	0	3	0
OG0000029	AL1G45610	22	14	1	7	0	0.6363636363636364	0.045454545454545456	0.3181818181818182	0.0	21	14	1	6	0
OG0000029	AL1G46260	21	6	0	15	0	0.2857142857142857	0.0	0.7142857142857143	0.0	21	6	0	15	0
OG0000029	AL1G46270	22	6	0	14	2	0.2727272727272727	0.0	0.6363636363636364	0.09090909090909091	22	6	0	14	2
OG0000029	AL1G46280	22	13	0	9	0	0.5909090909090909	0.0	0.4090909090909091	0.0	22	13	0	9	0
OG0000029	AL2G25510	14	7	1	6	0	0.5	0.07142857142857142	0.42857142857142855	0.0	14	7	1	6	0
OG0000029	AL3G45420	21	9	0	12	0	0.42857142857142855	0.0	0.5714285714285714	0.0	21	9	0	12	0
OG0000029	AL4G14910	15	4	6	3	2	0.26666666666666666	0.4	0.2	0.13333333333333333	15	4	6	3	2
OG0000029	AL4G14930	21	20	0	0	1	0.9523809523809523	0.0	0.0	0.047619047619047616	21	20	0	0	1
OG0000029	AL4G35160	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000029	AL5G23680	22	1	0	21	0	0.045454545454545456	0.0	0.9545454545454546	0.0	22	1	0	21	0
OG0000029	AL5G38280	21	0	0	21	0	0.0	0.0	1.0	0.0	21	0	0	21	0
OG0000029	AL5G39160	24	4	0	20	0	0.16666666666666666	0.0	0.8333333333333334	0.0	22	3	0	20	0
OG0000029	AL5G39170	22	1	1	20	0	0.045454545454545456	0.045454545454545456	0.9090909090909091	0.0	22	1	1	20	0
OG0000029	AL6G43880	21	17	0	4	0	0.8095238095238095	0.0	0.19047619047619047	0.0	21	17	0	4	0
OG0000029	AL756U10010	21	4	0	6	11	0.19047619047619047	0.0	0.2857142857142857	0.5238095238095238	14	4	0	5	11
OG0000030	AL2G33070	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000030	AL3G21810	22	2	0	20	0	0.09090909090909091	0.0	0.9090909090909091	0.0	22	2	0	20	0
OG0000030	AL3G23890	20	20	0	0	0	1.0	0.0	0.0	0.0	20	20	0	0	0
OG0000030	AL3G23900	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000030	AL4G12560	22	13	3	6	0	0.5909090909090909	0.13636363636363635	0.2727272727272727	0.0	22	13	3	6	0
OG0000030	AL4G12610	22	21	0	1	0	0.9545454545454546	0.0	0.045454545454545456	0.0	22	21	0	1	0
OG0000030	AL4G12620	25	4	1	18	2	0.16	0.04	0.72	0.08	22	4	1	18	2
OG0000030	AL4G12630	22	11	1	10	0	0.5	0.045454545454545456	0.45454545454545453	0.0	22	11	1	10	0
OG0000030	AL4G12640	21	8	3	10	0	0.38095238095238093	0.14285714285714285	0.47619047619047616	0.0	21	8	3	10	0
OG0000030	AL4G12650	22	4	0	17	1	0.18181818181818182	0.0	0.7727272727272727	0.045454545454545456	21	4	0	17	1
OG0000030	AL4G12670	24	10	2	12	0	0.4166666666666667	0.08333333333333333	0.5	0.0	22	9	1	12	0
OG0000038	AL7G45050	18	18	0	0	0	1.0	0.0	0.0	0.0	18	18	0	0	0
OG0000038	AL7G46370	19	18	0	1	0	0.9473684210526315	0.0	0.05263157894736842	0.0	19	18	0	1	0
OG0000039	AL5G25540	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000039	AL5G25550	21	21	0	0	0	1.0	0.0	0.0	0.0	21	21	0	0	0
OG0000039	AL5G25590	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000039	AL5G25610	21	21	0	0	0	1.0	0.0	0.0	0.0	21	21	0	0	0
OG0000039	AL5G25630	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000039	AL5G25640	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000039	AL5G25650	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000039	AL5G25660	22	22	0	0	0	1.0	0.0	0.0	0.0	21	21	0	0	0
OG0000039	AL5G25670	29	29	0	0	0	1.0	0.0	0.0	0.0	21	21	0	0	0
OG0000039	AL5G25690	23	23	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000039	AL7G52904	21	21	0	0	0	1.0	0.0	0.0	0.0	21	21	0	0	0
OG0000039	AL7G52952	21	21	0	0	0	1.0	0.0	0.0	0.0	21	21	0	0	0
OG0000039	AL7G52980	23	23	0	0	0	1.0	0.0	0.0	0.0	18	18	0	0	0
OG0000039	AL8G36070	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000039	AL8G36080	35	35	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000039	AL8G36090	14	14	0	0	0	1.0	0.0	0.0	0.0	14	14	0	0	0
OG0000040	AL236U10020	21	3	0	18	0	0.14285714285714285	0.0	0.8571428571428571	0.0	21	3	0	18	0
OG0000040	AL2G24370	1	0	0	1	0	0.0	0.0	1.0	0.0	1	0	0	1	0
OG0000040	AL3G40910	21	4	0	17	0	0.19047619047619047	0.0	0.8095238095238095	0.0	21	4	0	17	0
OG0000040	AL628U10010	30	5	0	25	0	0.16666666666666666	0.0	0.8333333333333334	0.0	21	5	0	18	0
OG0000040	AL6G19150	20	5	0	15	0	0.25	0.0	0.75	0.0	20	5	0	15	0
OG0000040	AL8G27430	22	2	1	18	1	0.09090909090909091	0.045454545454545456	0.8181818181818182	0.045454545454545456	22	2	1	18	1
OG0000040	AL8G27440	22	4	1	17	0	0.18181818181818182	0.045454545454545456	0.7727272727272727	0.0	22	4	1	17	0
OG0000040	AL8G28780	18	0	0	18	0	0.0	0.0	1.0	0.0	18	0	0	18	0
OG0000040	AL8G29750	18	2	1	15	0	0.1111111111111111	0.05555555555555555	0.8333333333333334	0.0	18	2	1	15	0
OG0000040	AL8G29760	18	2	0	16	0	0.1111111111111111	0.0	0.8888888888888888	0.0	18	2	0	16	0
OG0000040	AL8G29780	20	2	9	9	0	0.1	0.45	0.45	0.0	20	2	9	9	0
OG0000040	AL8G29920	4	1	0	3	0	0.25	0.0	0.75	0.0	4	1	0	3	0
OG0000040	AL8G29950	22	0	5	17	0	0.0	0.22727272727272727	0.7727272727272727	0.0	22	0	5	17	0
OG0000040	AL8G30820	21	11	1	8	1	0.5238095238095238	0.047619047619047616	0.38095238095238093	0.047619047619047616	21	11	1	8	1
OG0000042	AL2G24580	4	4	0	0	0	1.0	0.0	0.0	0.0	4	4	0	0	0
OG0000042	AL2G24590	22	0	22	0	0	0.0	1.0	0.0	0.0	22	0	22	0	0
OG0000042	AL2G24600	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
OG0000042	AL7G46770	22	16	2	4	0	0.7272727272727273	0.09090909090909091	0.18181818181818182	0.0	22	16	2	4	0
OG0000042	AL7G46830	5	5	0	0	0	1.0	0.0	0.0	0.0	5	5	0	0	0
OG0000042	AL7G46840	4	4	0	0	0	1.0	0.0	0.0	0.0	4	4	0	0	0
OG0000042	AL7G46850	19	4	2	13	0	0.21052631578947367	0.10526315789473684	0.6842105263157895	0.0	19	4	2	13	0
OG0000042	AL7G46860	31	4	27	0	0	0.12903225806451613	0.8709677419354839	0.0	0.0	21	4	21	0	0
OG0000042	AL7G46870	19	3	4	0	12	0.15789473684210525	0.21052631578947367	0.0	0.631578947368421	19	3	4	0	12
OG0000042	AL7G46880	16	12	1	3	0	0.75	0.0625	0.1875	0.0	12	12	1	3	0
OG0000042	AL7G47450	20	19	0	0	1	0.95	0.0	0.0	0.05	20	19	0	0	1
OG0000042	AL7G49470	34	17	1	1	15	0.5	0.029411764705882353	0.029411764705882353	0.4411764705882353	22	17	1	1	14
OG0000042	AL7G52890	12	12	0	0	0	1.0	0.0	0.0	0.0	12	12	0	0	0
OG0000042	AL7G53030	22	22	0	0	0	1.0	0.0	0.0	0.0	22	22	0	0	0
