family_id	final_status	n	total_n	prop
OG0000054	A	137	1815	0.07548209366391184
OG0000054	F	3	1815	0.001652892561983471
OG0000054	P	925	1815	0.509641873278237
OG0000054	U	750	1815	0.4132231404958678
OG0000060	A	812	1828	0.4442013129102845
OG0000060	F	3	1828	0.0016411378555798686
OG0000060	P	854	1828	0.4671772428884026
OG0000060	U	159	1828	0.08698030634573305
OG0000065	F	26	1432	0.018156424581005588
OG0000065	P	838	1432	0.585195530726257
OG0000065	U	568	1432	0.39664804469273746
OG0000074	A	11	11563	0.0009513102136123843
OG0000074	F	1806	11563	0.1561878405258151
OG0000074	P	1718	11563	0.14857735881691603
OG0000074	U	8028	11563	0.6942834904436564
OG0000075	P	129	132	0.9772727272727273
OG0000075	U	3	132	0.022727272727272728
OG0000077	A	50	1776	0.028153153153153154
OG0000077	F	21	1776	0.011824324324324325
OG0000077	P	1181	1776	0.6649774774774775
OG0000077	U	524	1776	0.29504504504504503
OG0000083	A	135	2331	0.05791505791505792
OG0000083	F	100	2331	0.0429000429000429
OG0000083	P	1181	2331	0.5066495066495067
OG0000083	U	915	2331	0.39253539253539255
OG0000086	F	4	136	0.029411764705882353
OG0000086	P	11	136	0.08088235294117647
OG0000086	U	121	136	0.8897058823529411
OG0000087	A	146	484	0.30165289256198347
OG0000087	F	10	484	0.02066115702479339
OG0000087	P	324	484	0.6694214876033058
OG0000087	U	4	484	0.008264462809917356
OG0000090	A	75	2009	0.03733200597312095
OG0000090	F	8	2009	0.003982080637132902
OG0000090	P	1503	2009	0.748133399701344
OG0000090	U	423	2009	0.2105525136884022
OG0000093	F	243	3074	0.07905009759271307
OG0000093	P	1071	3074	0.3484059856864021
OG0000093	U	1760	3074	0.5725439167208849
OG0000095	A	2	219	0.0091324200913242
OG0000095	F	51	219	0.2328767123287671
OG0000095	P	19	219	0.0867579908675799
OG0000095	U	147	219	0.6712328767123288
OG0000096	A	136	3027	0.044928972580112324
OG0000096	F	69	3027	0.022794846382556987
OG0000096	P	1415	3027	0.46745953088866865
OG0000096	U	1407	3027	0.464816650148662
OG0000100	F	1	268	0.0037313432835820895
OG0000100	P	51	268	0.19029850746268656
OG0000100	U	216	268	0.8059701492537313
OG0000103	A	84	1459	0.05757368060315284
OG0000103	F	3	1459	0.00205620287868403
OG0000103	P	975	1459	0.6682659355723098
OG0000103	U	397	1459	0.2721041809458533
OG0000106	A	13	1043	0.012464046021093002
OG0000106	F	103	1043	0.0987535953978907
OG0000106	P	79	1043	0.07574304889741132
OG0000106	U	848	1043	0.8130393096836049
OG0000107	F	87	1162	0.07487091222030981
OG0000107	P	416	1162	0.35800344234079173
OG0000107	U	659	1162	0.5671256454388984
OG0000118	A	130	1818	0.07150715071507151
OG0000118	F	77	1818	0.04235423542354235
OG0000118	P	531	1818	0.29207920792079206
OG0000118	U	1080	1818	0.594059405940594
OG0000126	F	18	1087	0.01655933762649494
OG0000126	P	418	1087	0.3845446182152714
OG0000126	U	651	1087	0.5988960441582337
OG0000141	F	43	525	0.08190476190476191
OG0000141	P	344	525	0.6552380952380953
OG0000141	U	138	525	0.26285714285714284
OG0000142	F	160	1520	0.10526315789473684
OG0000142	P	142	1520	0.09342105263157895
OG0000142	U	1218	1520	0.8013157894736842
OG0000147	A	136	1061	0.1281809613572102
OG0000147	F	25	1061	0.0235626767200754
OG0000147	P	410	1061	0.38642789820923656
OG0000147	U	490	1061	0.46182846371347785
OG0000150	F	66	1010	0.06534653465346535
OG0000150	P	267	1010	0.26435643564356437
OG0000150	U	677	1010	0.6702970297029703
OG0000158	P	136	136	1.0
OG0000159	P	269	269	1.0
OG0000164	P	814	948	0.8586497890295358
OG0000164	U	134	948	0.14135021097046413
OG0000166	F	8	272	0.029411764705882353
OG0000166	P	5	272	0.01838235294117647
OG0000166	U	259	272	0.9522058823529411
OG0000167	P	142	680	0.2088235294117647
OG0000167	U	538	680	0.7911764705882353
OG0000170	A	38	348	0.10919540229885058
OG0000170	F	2	348	0.005747126436781609
OG0000170	P	94	348	0.27011494252873564
OG0000170	U	214	348	0.6149425287356322
OG0000182	F	29	662	0.04380664652567976
OG0000182	P	191	662	0.28851963746223563
OG0000182	U	442	662	0.6676737160120846
OG0000184	F	347	1599	0.217010631644778
OG0000184	P	772	1599	0.482801751094434
OG0000184	U	480	1599	0.300187617260788
OG0000185	F	30	566	0.053003533568904596
OG0000185	P	303	566	0.5353356890459364
OG0000185	U	233	566	0.411660777385159
OG0000186	A	94	366	0.2568306010928962
OG0000186	P	272	366	0.7431693989071039
OG0000188	F	22	544	0.04044117647058824
OG0000188	P	186	544	0.34191176470588236
OG0000188	U	336	544	0.6176470588235294
OG0000192	F	2	401	0.004987531172069825
OG0000192	P	304	401	0.7581047381546134
OG0000192	U	95	401	0.23690773067331672
OG0000196	F	3	957	0.003134796238244514
OG0000196	P	91	957	0.09508881922675026
OG0000196	U	863	957	0.9017763845350052
OG0000199	F	258	2006	0.12861415752741776
OG0000199	P	266	2006	0.13260219341974078
OG0000199	U	1482	2006	0.7387836490528414
OG0000200	P	96	136	0.7058823529411765
OG0000200	U	40	136	0.29411764705882354
OG0000202	F	32	680	0.047058823529411764
OG0000202	P	289	680	0.425
OG0000202	U	359	680	0.5279411764705882
OG0000205	A	114	144	0.7916666666666666
OG0000205	P	30	144	0.20833333333333334
OG0000206	A	271	1373	0.19737800436999273
OG0000206	F	4	1373	0.0029133284777858705
OG0000206	P	410	1373	0.2986161689730517
OG0000206	U	688	1373	0.5010924981791697
OG0000207	F	21	408	0.051470588235294115
OG0000207	P	179	408	0.4387254901960784
OG0000207	U	208	408	0.5098039215686274
OG0000210	F	7	949	0.007376185458377239
OG0000210	P	664	949	0.6996838777660696
OG0000210	U	278	949	0.2929399367755532
OG0000213	F	1	952	0.0010504201680672268
OG0000213	P	234	952	0.24579831932773108
OG0000213	U	717	952	0.7531512605042017
OG0000217	P	412	540	0.762962962962963
OG0000217	U	128	540	0.23703703703703705
OG0000220	F	123	1220	0.10081967213114754
OG0000220	P	534	1220	0.4377049180327869
OG0000220	U	563	1220	0.46147540983606555
OG0000224	A	76	76	1.0
OG0000228	P	284	420	0.6761904761904762
OG0000228	U	136	420	0.3238095238095238
OG0000242	P	269	269	1.0
OG0000248	F	1	136	0.007352941176470588
OG0000248	P	15	136	0.11029411764705882
OG0000248	U	120	136	0.8823529411764706
OG0000253	P	13	272	0.04779411764705882
OG0000253	U	259	272	0.9522058823529411
OG0000255	P	91	91	1.0
OG0000258	F	21	272	0.07720588235294118
OG0000258	P	71	272	0.2610294117647059
OG0000258	U	180	272	0.6617647058823529
OG0000261	F	64	2018	0.031714568880079286
OG0000261	P	1292	2018	0.6402378592666006
OG0000261	U	662	2018	0.3280475718533201
OG0000264	F	130	864	0.15046296296296297
OG0000264	P	256	864	0.2962962962962963
OG0000264	U	478	864	0.5532407407407407
OG0000266	F	1	416	0.002403846153846154
OG0000266	P	227	416	0.5456730769230769
OG0000266	U	188	416	0.4519230769230769
OG0000269	A	100	1913	0.052273915316257184
OG0000269	F	190	1913	0.09932043910088866
OG0000269	P	487	1913	0.2545739675901725
OG0000269	U	1136	1913	0.5938316779926817
OG0000271	A	1	1210	0.0008264462809917355
OG0000271	F	16	1210	0.013223140495867768
OG0000271	P	894	1210	0.7388429752066116
OG0000271	U	299	1210	0.24710743801652893
OG0000272	F	13	136	0.09558823529411764
OG0000272	P	12	136	0.08823529411764706
OG0000272	U	111	136	0.8161764705882353
OG0000276	A	7	932	0.0075107296137339056
OG0000276	P	925	932	0.9924892703862661
OG0000297	P	1103	1235	0.8931174089068826
OG0000297	U	132	1235	0.10688259109311742
OG0000298	F	122	1349	0.0904373610081542
OG0000298	P	180	1349	0.1334321719792439
OG0000298	U	1047	1349	0.7761304670126019
OG0000299	F	7	665	0.010526315789473684
OG0000299	P	214	665	0.3218045112781955
OG0000299	U	444	665	0.6676691729323309
OG0000319	F	1	269	0.0037174721189591076
OG0000319	P	154	269	0.5724907063197026
OG0000319	U	114	269	0.42379182156133827
OG0000320	P	136	136	1.0
OG0000325	F	63	1272	0.049528301886792456
OG0000325	P	401	1272	0.31525157232704404
OG0000325	U	808	1272	0.6352201257861635
OG0000329	A	135	1908	0.07075471698113207
OG0000329	F	126	1908	0.0660377358490566
OG0000329	P	633	1908	0.33176100628930816
OG0000329	U	1014	1908	0.5314465408805031
OG0000338	A	133	137	0.9708029197080292
OG0000338	U	4	137	0.029197080291970802
OG0000339	F	34	408	0.08333333333333333
OG0000339	P	176	408	0.43137254901960786
OG0000339	U	198	408	0.4852941176470588
OG0000343	F	1	677	0.0014771048744460858
OG0000343	P	397	677	0.5864106351550961
OG0000343	U	279	677	0.4121122599704579
OG0000347	A	136	408	0.3333333333333333
OG0000347	F	4	408	0.00980392156862745
OG0000347	P	12	408	0.029411764705882353
OG0000347	U	256	408	0.6274509803921569
OG0000348	A	1	1453	0.0006882312456985547
OG0000348	F	194	1453	0.13351686166551963
OG0000348	P	584	1453	0.40192704748795594
OG0000348	U	674	1453	0.4638678596008259
OG0000360	F	57	680	0.0838235294117647
OG0000360	P	33	680	0.04852941176470588
OG0000360	U	590	680	0.8676470588235294
OG0000361	F	27	540	0.05
OG0000361	P	232	540	0.42962962962962964
OG0000361	U	281	540	0.5203703703703704
OG0000367	P	135	135	1.0
OG0000372	F	75	1062	0.07062146892655367
OG0000372	P	328	1062	0.3088512241054614
OG0000372	U	659	1062	0.620527306967985
OG0000375	P	121	121	1.0
OG0000382	A	3	1086	0.0027624309392265192
OG0000382	F	119	1086	0.10957642725598526
OG0000382	P	488	1086	0.44935543278084716
OG0000382	U	476	1086	0.43830570902394106
OG0000384	A	126	388	0.3247422680412371
OG0000384	F	44	388	0.1134020618556701
OG0000384	P	80	388	0.20618556701030927
OG0000384	U	138	388	0.3556701030927835
OG0000385	F	1	135	0.007407407407407408
OG0000385	P	20	135	0.14814814814814814
OG0000385	U	114	135	0.8444444444444444
OG0000386	F	4	543	0.007366482504604052
OG0000386	P	70	543	0.1289134438305709
OG0000386	U	469	543	0.8637200736648251
OG0000388	P	17	127	0.13385826771653545
OG0000388	U	110	127	0.8661417322834646
OG0000402	F	10	1082	0.009242144177449169
OG0000402	P	549	1082	0.5073937153419593
OG0000402	U	523	1082	0.4833641404805915
OG0000418	P	91	136	0.6691176470588235
OG0000418	U	45	136	0.33088235294117646
OG0000419	P	136	136	1.0
OG0000422	F	1	544	0.001838235294117647
OG0000422	P	5	544	0.009191176470588236
OG0000422	U	538	544	0.9889705882352942
OG0000432	A	11	136	0.08088235294117647
OG0000432	P	116	136	0.8529411764705882
OG0000432	U	9	136	0.0661764705882353
OG0000434	F	22	505	0.04356435643564356
OG0000434	P	309	505	0.6118811881188119
OG0000434	U	174	505	0.3445544554455445
OG0000440	F	13	266	0.04887218045112782
OG0000440	P	77	266	0.2894736842105263
OG0000440	U	176	266	0.6616541353383458
OG0000442	A	130	2117	0.061407652338214457
OG0000442	F	250	2117	0.11809163911195088
OG0000442	P	234	2117	0.11053377420878602
OG0000442	U	1503	2117	0.7099669343410486
OG0000445	A	90	364	0.24725274725274726
OG0000445	P	274	364	0.7527472527472527
OG0000448	P	156	264	0.5909090909090909
OG0000448	U	108	264	0.4090909090909091
OG0000452	A	134	134	1.0
OG0000453	P	12	136	0.08823529411764706
OG0000453	U	124	136	0.9117647058823529
OG0000473	F	66	1324	0.04984894259818731
OG0000473	P	653	1324	0.493202416918429
OG0000473	U	605	1324	0.4569486404833837
OG0000496	P	93	136	0.6838235294117647
OG0000496	U	43	136	0.3161764705882353
OG0000500	A	145	1970	0.07360406091370558
OG0000500	F	43	1970	0.02182741116751269
OG0000500	P	1439	1970	0.7304568527918782
OG0000500	U	343	1970	0.17411167512690356
OG0000501	F	2	271	0.007380073800738007
OG0000501	P	159	271	0.5867158671586716
OG0000501	U	110	271	0.4059040590405904
OG0000503	A	200	244	0.819672131147541
OG0000503	P	21	244	0.0860655737704918
OG0000503	U	23	244	0.0942622950819672
OG0000504	A	270	1204	0.22425249169435216
OG0000504	F	4	1204	0.0033222591362126247
OG0000504	P	634	1204	0.526578073089701
OG0000504	U	296	1204	0.24584717607973422
OG0000510	A	3	974	0.003080082135523614
OG0000510	F	25	974	0.02566735112936345
OG0000510	P	230	974	0.23613963039014374
OG0000510	U	716	974	0.7351129363449692
OG0000513	A	264	534	0.4943820224719101
OG0000513	F	9	534	0.016853932584269662
OG0000513	P	4	534	0.00749063670411985
OG0000513	U	257	534	0.4812734082397004
OG0000534	P	268	662	0.40483383685800606
OG0000534	U	394	662	0.595166163141994
OG0000535	F	2	227	0.00881057268722467
OG0000535	P	58	227	0.2555066079295154
OG0000535	U	167	227	0.73568281938326
OG0000546	F	36	951	0.03785488958990536
OG0000546	P	447	951	0.47003154574132494
OG0000546	U	468	951	0.4921135646687697
OG0000549	P	23	544	0.042279411764705885
OG0000549	U	521	544	0.9577205882352942
OG0000589	F	8	93	0.08602150537634409
OG0000589	P	32	93	0.34408602150537637
OG0000589	U	53	93	0.5698924731182796
OG0000591	F	23	136	0.16911764705882354
OG0000591	U	113	136	0.8308823529411765
OG0000594	P	6	238	0.025210084033613446
OG0000594	U	232	238	0.9747899159663865
OG0000598	F	7	406	0.017241379310344827
OG0000598	P	271	406	0.6674876847290641
OG0000598	U	128	406	0.31527093596059114
OG0000599	P	136	272	0.5
OG0000599	U	136	272	0.5
OG0000601	A	84	2362	0.03556308213378493
OG0000601	F	38	2362	0.016088060965283656
OG0000601	P	2186	2362	0.9254868755292125
OG0000601	U	54	2362	0.02286198137171888
OG0000605	F	3	408	0.007352941176470588
OG0000605	P	272	408	0.6666666666666666
OG0000605	U	133	408	0.32598039215686275
OG0000606	P	408	408	1.0
OG0000618	F	5	406	0.012315270935960592
OG0000618	P	173	406	0.42610837438423643
OG0000618	U	228	406	0.5615763546798029
OG0000620	F	1	348	0.0028735632183908046
OG0000620	P	183	348	0.5258620689655172
OG0000620	U	164	348	0.47126436781609193
OG0000621	P	5	136	0.03676470588235294
OG0000621	U	131	136	0.9632352941176471
OG0000639	F	10	264	0.03787878787878788
OG0000639	P	4	264	0.015151515151515152
OG0000639	U	250	264	0.946969696969697
OG0000679	A	3	1280	0.00234375
OG0000679	F	105	1280	0.08203125
OG0000679	P	606	1280	0.4734375
OG0000679	U	566	1280	0.4421875
OG0000692	A	136	1033	0.13165537270087124
OG0000692	F	12	1033	0.011616650532429816
OG0000692	P	224	1033	0.21684414327202323
OG0000692	U	661	1033	0.6398838334946757
OG0000712	A	136	544	0.25
OG0000712	P	24	544	0.04411764705882353
OG0000712	U	384	544	0.7058823529411765
OG0000720	P	136	136	1.0
OG0000724	F	2	272	0.007352941176470588
OG0000724	P	174	272	0.6397058823529411
OG0000724	U	96	272	0.35294117647058826
OG0000725	P	135	135	1.0
OG0000728	A	262	610	0.42950819672131146
OG0000728	F	1	610	0.001639344262295082
OG0000728	P	75	610	0.12295081967213115
OG0000728	U	272	610	0.4459016393442623
OG0000731	F	39	914	0.04266958424507659
OG0000731	P	367	914	0.40153172866520787
OG0000731	U	508	914	0.5557986870897156
OG0000736	F	41	1105	0.037104072398190045
OG0000736	P	298	1105	0.269683257918552
OG0000736	U	766	1105	0.6932126696832579
OG0000739	A	1171	1507	0.7770404777704047
OG0000739	F	17	1507	0.0112806901128069
OG0000739	P	119	1507	0.0789648307896483
OG0000739	U	200	1507	0.13271400132714
OG0000761	P	752	752	1.0
OG0000792	U	136	136	1.0
OG0000817	P	103	103	1.0
OG0000822	P	11	270	0.040740740740740744
OG0000822	U	259	270	0.9592592592592593
OG0000846	F	2	544	0.003676470588235294
OG0000846	P	277	544	0.5091911764705882
OG0000846	U	265	544	0.48713235294117646
OG0000857	F	57	272	0.20955882352941177
OG0000857	P	181	272	0.6654411764705882
OG0000857	U	34	272	0.125
OG0000862	P	113	113	1.0
OG0000865	P	136	136	1.0
OG0000887	U	135	135	1.0
OG0000893	P	19	123	0.15447154471544716
OG0000893	U	104	123	0.8455284552845529
OG0000907	P	438	672	0.6517857142857143
OG0000907	U	234	672	0.3482142857142857
OG0000913	A	69	543	0.1270718232044199
OG0000913	F	6	543	0.011049723756906077
OG0000913	P	87	543	0.16022099447513813
OG0000913	U	381	543	0.7016574585635359
OG0000929	F	54	136	0.39705882352941174
OG0000929	P	3	136	0.022058823529411766
OG0000929	U	79	136	0.5808823529411765
OG0000949	F	308	2764	0.11143270622286541
OG0000949	P	1324	2764	0.47901591895803186
OG0000949	U	1132	2764	0.40955137481910275
OG0000962	F	1	675	0.0014814814814814814
OG0000962	P	205	675	0.3037037037037037
OG0000962	U	469	675	0.6948148148148148
OG0001007	P	136	136	1.0
OG0001019	F	10	545	0.01834862385321101
OG0001019	P	148	545	0.27155963302752295
OG0001019	U	387	545	0.710091743119266
OG0001038	F	88	897	0.09810479375696766
OG0001038	P	226	897	0.25195094760312153
OG0001038	U	583	897	0.6499442586399108
OG0001079	F	1	89	0.011235955056179775
OG0001079	P	25	89	0.2808988764044944
OG0001079	U	63	89	0.7078651685393258
OG0001115	F	45	541	0.08317929759704251
OG0001115	P	259	541	0.4787430683918669
OG0001115	U	237	541	0.43807763401109057
OG0001127	A	119	291	0.40893470790378006
OG0001127	F	12	291	0.041237113402061855
OG0001127	P	143	291	0.49140893470790376
OG0001127	U	17	291	0.058419243986254296
OG0001132	F	33	136	0.2426470588235294
OG0001132	P	50	136	0.36764705882352944
OG0001132	U	53	136	0.3897058823529412
OG0001135	P	133	133	1.0
OG0001136	F	7	668	0.010479041916167664
OG0001136	P	179	668	0.2679640718562874
OG0001136	U	482	668	0.7215568862275449
OG0001139	A	112	402	0.27860696517412936
OG0001139	F	4	402	0.009950248756218905
OG0001139	P	24	402	0.05970149253731343
OG0001139	U	262	402	0.6517412935323383
OG0001188	F	2	408	0.004901960784313725
OG0001188	P	294	408	0.7205882352941176
OG0001188	U	112	408	0.27450980392156865
OG0001196	P	107	107	1.0
OG0001202	F	136	543	0.2504604051565378
OG0001202	P	2	543	0.003683241252302026
OG0001202	U	405	543	0.7458563535911602
OG0001262	F	11	408	0.02696078431372549
OG0001262	P	88	408	0.21568627450980393
OG0001262	U	309	408	0.7573529411764706
OG0001318	P	136	136	1.0
OG0001336	P	408	408	1.0
OG0001349	F	23	808	0.028465346534653466
OG0001349	P	339	808	0.41955445544554454
OG0001349	U	446	808	0.551980198019802
OG0001363	F	27	135	0.2
OG0001363	P	61	135	0.45185185185185184
OG0001363	U	47	135	0.34814814814814815
OG0001392	P	194	272	0.7132352941176471
OG0001392	U	78	272	0.2867647058823529
OG0001395	P	263	267	0.9850187265917603
OG0001395	U	4	267	0.0149812734082397
OG0001398	A	1	25	0.04
OG0001398	P	4	25	0.16
OG0001398	U	20	25	0.8
OG0001400	P	415	544	0.7628676470588235
OG0001400	U	129	544	0.23713235294117646
OG0001401	P	139	408	0.34068627450980393
OG0001401	U	269	408	0.6593137254901961
OG0001408	P	71	271	0.26199261992619927
OG0001408	U	200	271	0.7380073800738007
OG0001411	P	14	136	0.10294117647058823
OG0001411	U	122	136	0.8970588235294118
OG0001412	U	136	136	1.0
OG0001688	F	22	934	0.023554603854389723
OG0001688	P	519	934	0.5556745182012848
OG0001688	U	393	934	0.4207708779443255
OG0001769	P	407	407	1.0
OG0001813	P	136	272	0.5
OG0001813	U	136	272	0.5
OG0001820	F	140	930	0.15053763440860216
OG0001820	P	291	930	0.31290322580645163
OG0001820	U	499	930	0.5365591397849462
OG0001841	P	137	272	0.5036764705882353
OG0001841	U	135	272	0.4963235294117647
OG0001885	A	101	943	0.1071049840933192
OG0001885	F	39	943	0.041357370095440084
OG0001885	P	186	943	0.19724284199363734
OG0001885	U	617	943	0.6542948038176034
OG0001893	A	124	124	1.0
OG0001901	F	9	272	0.03308823529411765
OG0001901	P	136	272	0.5
OG0001901	U	127	272	0.46691176470588236
OG0001911	A	136	272	0.5
OG0001911	P	136	272	0.5
OG0001918	P	2	34	0.058823529411764705
OG0001918	U	32	34	0.9411764705882353
OG0001923	P	46	136	0.3382352941176471
OG0001923	U	90	136	0.6617647058823529
OG0001927	F	28	267	0.10486891385767791
OG0001927	P	177	267	0.6629213483146067
OG0001927	U	62	267	0.23220973782771537
OG0001928	F	5	544	0.009191176470588236
OG0001928	P	155	544	0.2849264705882353
OG0001928	U	384	544	0.7058823529411765
OG0001929	P	382	382	1.0
OG0002178	P	136	136	1.0
OG0002370	A	147	395	0.3721518987341772
OG0002370	F	1	395	0.002531645569620253
OG0002370	P	128	395	0.3240506329113924
OG0002370	U	119	395	0.3012658227848101
OG0002564	F	6	136	0.04411764705882353
OG0002564	P	6	136	0.04411764705882353
OG0002564	U	124	136	0.9117647058823529
OG0002742	F	43	591	0.0727580372250423
OG0002742	P	336	591	0.5685279187817259
OG0002742	U	212	591	0.3587140439932318
OG0002810	F	16	272	0.058823529411764705
OG0002810	P	16	272	0.058823529411764705
OG0002810	U	240	272	0.8823529411764706
OG0002829	A	128	255	0.5019607843137255
OG0002829	F	4	255	0.01568627450980392
OG0002829	P	68	255	0.26666666666666666
OG0002829	U	55	255	0.21568627450980393
OG0002867	P	136	136	1.0
OG0002883	A	94	653	0.1439509954058193
OG0002883	F	56	653	0.08575803981623277
OG0002883	P	37	653	0.05666156202143951
OG0002883	U	466	653	0.7136294027565084
OG0002891	A	73	387	0.18863049095607234
OG0002891	F	1	387	0.002583979328165375
OG0002891	P	61	387	0.15762273901808785
OG0002891	U	252	387	0.6511627906976745
OG0002892	F	87	648	0.13425925925925927
OG0002892	P	164	648	0.25308641975308643
OG0002892	U	397	648	0.6126543209876543
OG0002893	F	54	235	0.2297872340425532
OG0002893	P	69	235	0.2936170212765957
OG0002893	U	112	235	0.4765957446808511
OG0002919	A	270	270	1.0
OG0003409	P	136	136	1.0
OG0003680	P	136	136	1.0
OG0003687	F	5	262	0.019083969465648856
OG0003687	P	9	262	0.03435114503816794
OG0003687	U	248	262	0.9465648854961832
OG0003691	A	136	136	1.0
OG0003730	P	270	270	1.0
OG0003767	P	133	272	0.4889705882352941
OG0003767	U	139	272	0.5110294117647058
OG0003807	U	136	136	1.0
OG0003808	U	90	90	1.0
OG0003820	P	51	246	0.2073170731707317
OG0003820	U	195	246	0.7926829268292683
OG0004081	F	13	136	0.09558823529411764
OG0004081	P	15	136	0.11029411764705882
OG0004081	U	108	136	0.7941176470588235
OG0004132	P	136	136	1.0
OG0004303	F	3	272	0.011029411764705883
OG0004303	P	68	272	0.25
OG0004303	U	201	272	0.7389705882352942
OG0004694	F	1	136	0.007352941176470588
OG0004694	P	27	136	0.19852941176470587
OG0004694	U	108	136	0.7941176470588235
OG0004872	P	1	136	0.007352941176470588
OG0004872	U	135	136	0.9926470588235294
OG0005764	F	118	136	0.8676470588235294
OG0005764	P	18	136	0.1323529411764706
