family_id	n_total_copies	n_genes	n_assemblies	n_P	n_F	n_U	n_A	prop_P	prop_F	prop_U	prop_A	assemblies_with_P	assemblies_with_F	assemblies_with_U	assemblies_with_A
OG0000074	11563	35	136	1718	1806	8028	11	0.14857735881691603	0.1561878405258151	0.6942834904436564	0.0009513102136123843	136	135	136	8
OG0000075	132	1	132	129	0	3	0	0.9772727272727273	0.0	0.022727272727272728	0.0	129	0	3	0
OG0000077	1776	16	136	1181	21	524	50	0.6649774774774775	0.011824324324324325	0.29504504504504503	0.028153153153153154	136	21	136	50
OG0000083	2331	20	136	1181	100	915	135	0.5066495066495067	0.0429000429000429	0.39253539253539255	0.05791505791505792	136	70	135	135
OG0000086	136	1	136	11	4	121	0	0.08088235294117647	0.029411764705882353	0.8897058823529411	0.0	11	4	121	0
OG0000087	484	4	135	324	10	4	146	0.6694214876033058	0.02066115702479339	0.008264462809917356	0.30165289256198347	125	10	4	134
OG0000090	2009	15	136	1503	8	423	75	0.748133399701344	0.003982080637132902	0.2105525136884022	0.03733200597312095	136	8	136	74
OG0000093	3074	25	136	1071	243	1760	0	0.3484059856864021	0.07905009759271307	0.5725439167208849	0.0	136	116	135	0
OG0000095	219	2	136	19	51	147	2	0.0867579908675799	0.2328767123287671	0.6712328767123288	0.0091324200913242	18	51	128	2
OG0000096	3027	22	136	1415	69	1407	136	0.46745953088866865	0.022794846382556987	0.464816650148662	0.044928972580112324	136	55	136	136
OG0000100	268	2	136	51	1	216	0	0.19029850746268656	0.0037313432835820895	0.8059701492537313	0.0	48	1	132	0
OG0000103	1459	14	136	975	3	397	84	0.6682659355723098	0.00205620287868403	0.2721041809458533	0.05757368060315284	136	3	136	84
OG0000106	1043	8	136	79	103	848	13	0.07574304889741132	0.0987535953978907	0.8130393096836049	0.012464046021093002	70	78	136	13
OG0000107	1162	8	136	416	87	659	0	0.35800344234079173	0.07487091222030981	0.5671256454388984	0.0	136	61	136	0
OG0000118	1818	15	136	531	77	1080	130	0.29207920792079206	0.04235423542354235	0.594059405940594	0.07150715071507151	136	57	136	129
OG0000126	1087	8	136	418	18	651	0	0.3845446182152714	0.01655933762649494	0.5988960441582337	0.0	136	18	136	0
OG0000141	525	4	136	344	43	138	0	0.6552380952380953	0.08190476190476191	0.26285714285714284	0.0	136	42	97	0
OG0000142	1520	9	136	142	160	1218	0	0.09342105263157895	0.10526315789473684	0.8013157894736842	0.0	102	126	136	0
OG0000147	1061	8	136	410	25	490	136	0.38642789820923656	0.0235626767200754	0.46182846371347785	0.1281809613572102	136	25	136	136
OG0000150	1010	8	136	267	66	677	0	0.26435643564356437	0.06534653465346535	0.6702970297029703	0.0	136	56	136	0
OG0000158	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0000159	269	2	136	269	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0000164	948	7	136	814	0	134	0	0.8586497890295358	0.0	0.14135021097046413	0.0	136	0	134	0
OG0000166	272	2	136	5	8	259	0	0.01838235294117647	0.029411764705882353	0.9522058823529411	0.0	5	8	136	0
OG0000167	680	5	136	142	0	538	0	0.2088235294117647	0.0	0.7911764705882353	0.0	136	0	136	0
OG0000170	348	4	136	94	2	214	38	0.27011494252873564	0.005747126436781609	0.6149425287356322	0.10919540229885058	73	2	120	38
OG0000182	662	5	136	191	29	442	0	0.28851963746223563	0.04380664652567976	0.6676737160120846	0.0	136	27	136	0
OG0000184	1599	10	136	772	347	480	0	0.482801751094434	0.217010631644778	0.300187617260788	0.0	136	131	125	0
OG0000185	566	5	136	303	30	233	0	0.5353356890459364	0.053003533568904596	0.411660777385159	0.0	136	28	118	0
OG0000186	366	3	136	272	0	0	94	0.7431693989071039	0.0	0.0	0.2568306010928962	136	0	0	94
OG0000188	544	4	136	186	22	336	0	0.34191176470588236	0.04044117647058824	0.6176470588235294	0.0	116	22	135	0
OG0000192	401	3	136	304	2	95	0	0.7581047381546134	0.004987531172069825	0.23690773067331672	0.0	136	2	80	0
OG0000196	957	7	136	91	3	863	0	0.09508881922675026	0.003134796238244514	0.9017763845350052	0.0	73	2	135	0
OG0000199	2006	11	136	266	258	1482	0	0.13260219341974078	0.12861415752741776	0.7387836490528414	0.0	105	136	136	0
OG0000200	136	1	136	96	0	40	0	0.7058823529411765	0.0	0.29411764705882354	0.0	96	0	40	0
OG0000202	680	5	136	289	32	359	0	0.425	0.047058823529411764	0.5279411764705882	0.0	136	27	136	0
OG0000205	144	2	123	30	0	0	114	0.20833333333333334	0.0	0.0	0.7916666666666666	30	0	0	114
OG0000206	1373	9	136	410	4	688	271	0.2986161689730517	0.0029133284777858705	0.5010924981791697	0.19737800436999273	136	4	136	136
OG0000207	408	3	136	179	21	208	0	0.4387254901960784	0.051470588235294115	0.5098039215686274	0.0	136	21	131	0
OG0000210	949	7	136	664	7	278	0	0.6996838777660696	0.007376185458377239	0.2929399367755532	0.0	136	7	132	0
OG0000213	952	7	136	234	1	717	0	0.24579831932773108	0.0010504201680672268	0.7531512605042017	0.0	136	1	136	0
OG0000217	540	4	136	412	0	128	0	0.762962962962963	0.0	0.23703703703703705	0.0	136	0	128	0
OG0000220	1220	9	136	534	123	563	0	0.4377049180327869	0.10081967213114754	0.46147540983606555	0.0	136	89	136	0
OG0000224	76	1	76	0	0	0	76	0.0	0.0	0.0	1.0	0	0	0	76
OG0000228	420	4	136	284	0	136	0	0.6761904761904762	0.0	0.3238095238095238	0.0	136	0	136	0
OG0000242	269	2	136	269	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0000248	136	1	136	15	1	120	0	0.11029411764705882	0.007352941176470588	0.8823529411764706	0.0	15	1	120	0
OG0000253	272	2	136	13	0	259	0	0.04779411764705882	0.0	0.9522058823529411	0.0	12	0	135	0
OG0000255	91	1	91	91	0	0	0	1.0	0.0	0.0	0.0	91	0	0	0
OG0000258	272	2	136	71	21	180	0	0.2610294117647059	0.07720588235294118	0.6617647058823529	0.0	71	21	136	0
OG0000261	2018	10	136	1292	64	662	0	0.6402378592666006	0.031714568880079286	0.3280475718533201	0.0	136	37	136	0
OG0000264	864	5	136	256	130	478	0	0.2962962962962963	0.15046296296296297	0.5532407407407407	0.0	130	88	135	0
OG0000266	416	4	136	227	1	188	0	0.5456730769230769	0.002403846153846154	0.4519230769230769	0.0	136	1	127	0
OG0000269	1913	15	136	487	190	1136	100	0.2545739675901725	0.09932043910088866	0.5938316779926817	0.052273915316257184	134	114	136	100
OG0000271	1210	8	136	894	16	299	1	0.7388429752066116	0.013223140495867768	0.24710743801652893	0.0008264462809917355	136	16	136	1
OG0000272	136	1	136	12	13	111	0	0.08823529411764706	0.09558823529411764	0.8161764705882353	0.0	12	13	111	0
OG0000276	932	4	136	925	0	0	7	0.9924892703862661	0.0	0.0	0.0075107296137339056	136	0	0	4
OG0000297	1235	9	136	1103	0	132	0	0.8931174089068826	0.0	0.10688259109311742	0.0	136	0	132	0
OG0000298	1349	9	136	180	122	1047	0	0.1334321719792439	0.0904373610081542	0.7761304670126019	0.0	95	107	136	0
OG0000299	665	5	136	214	7	444	0	0.3218045112781955	0.010526315789473684	0.6676691729323309	0.0	136	7	136	0
OG0000319	269	2	136	154	1	114	0	0.5724907063197026	0.0037174721189591076	0.42379182156133827	0.0	134	1	114	0
OG0000320	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0000325	1272	10	136	401	63	808	0	0.31525157232704404	0.049528301886792456	0.6352201257861635	0.0	136	56	136	0
OG0000329	1908	15	136	633	126	1014	135	0.33176100628930816	0.0660377358490566	0.5314465408805031	0.07075471698113207	136	73	136	135
OG0000338	137	1	136	0	0	4	133	0.0	0.0	0.029197080291970802	0.9708029197080292	0	0	4	132
OG0000339	408	3	136	176	34	198	0	0.43137254901960786	0.08333333333333333	0.4852941176470588	0.0	135	34	130	0
OG0000343	677	6	136	397	1	279	0	0.5864106351550961	0.0014771048744460858	0.4121122599704579	0.0	136	1	130	0
OG0000347	408	3	136	12	4	256	136	0.029411764705882353	0.00980392156862745	0.6274509803921569	0.3333333333333333	12	4	136	136
OG0000348	1453	9	136	584	194	674	1	0.40192704748795594	0.13351686166551963	0.4638678596008259	0.0006882312456985547	136	119	136	1
OG0000360	680	5	136	33	57	590	0	0.04852941176470588	0.0838235294117647	0.8676470588235294	0.0	32	53	136	0
OG0000361	540	4	136	232	27	281	0	0.42962962962962964	0.05	0.5203703703703704	0.0	135	27	132	0
OG0000367	135	1	135	135	0	0	0	1.0	0.0	0.0	0.0	135	0	0	0
OG0000372	1062	8	136	328	75	659	0	0.3088512241054614	0.07062146892655367	0.620527306967985	0.0	136	60	136	0
OG0000375	121	1	121	121	0	0	0	1.0	0.0	0.0	0.0	121	0	0	0
OG0000382	1086	8	136	488	119	476	3	0.44935543278084716	0.10957642725598526	0.43830570902394106	0.0027624309392265192	136	103	136	3
OG0000384	388	3	136	80	44	138	126	0.20618556701030927	0.1134020618556701	0.3556701030927835	0.3247422680412371	67	40	104	126
OG0000385	135	1	135	20	1	114	0	0.14814814814814814	0.007407407407407408	0.8444444444444444	0.0	20	1	114	0
OG0000386	543	4	136	70	4	469	0	0.1289134438305709	0.007366482504604052	0.8637200736648251	0.0	59	3	136	0
OG0000388	127	1	127	17	0	110	0	0.13385826771653545	0.0	0.8661417322834646	0.0	17	0	110	0
OG0000402	1082	7	136	549	10	523	0	0.5073937153419593	0.009242144177449169	0.4833641404805915	0.0	136	9	136	0
OG0000418	136	1	136	91	0	45	0	0.6691176470588235	0.0	0.33088235294117646	0.0	91	0	45	0
OG0000419	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0000422	544	4	136	5	1	538	0	0.009191176470588236	0.001838235294117647	0.9889705882352942	0.0	5	1	136	0
OG0000432	136	1	136	116	0	9	11	0.8529411764705882	0.0	0.0661764705882353	0.08088235294117647	116	0	9	11
OG0000434	505	4	136	309	22	174	0	0.6118811881188119	0.04356435643564356	0.3445544554455445	0.0	136	22	106	0
OG0000440	266	2	136	77	13	176	0	0.2894736842105263	0.04887218045112782	0.6616541353383458	0.0	69	13	125	0
OG0000442	2117	15	136	234	250	1503	130	0.11053377420878602	0.11809163911195088	0.7099669343410486	0.061407652338214457	51	92	136	97
OG0000445	364	3	136	274	0	0	90	0.7527472527472527	0.0	0.0	0.24725274725274726	136	0	0	90
OG0000448	264	2	136	156	0	108	0	0.5909090909090909	0.0	0.4090909090909091	0.0	131	0	108	0
OG0000452	134	1	134	0	0	0	134	0.0	0.0	0.0	1.0	0	0	0	134
OG0000453	136	1	136	12	0	124	0	0.08823529411764706	0.0	0.9117647058823529	0.0	12	0	124	0
OG0000473	1324	11	136	653	66	605	0	0.493202416918429	0.04984894259818731	0.4569486404833837	0.0	136	62	136	0
OG0000496	136	1	136	93	0	43	0	0.6838235294117647	0.0	0.3161764705882353	0.0	93	0	43	0
OG0000500	1970	9	136	1439	43	343	145	0.7304568527918782	0.02182741116751269	0.17411167512690356	0.07360406091370558	136	38	126	115
OG0000501	271	2	136	159	2	110	0	0.5867158671586716	0.007380073800738007	0.4059040590405904	0.0	136	2	110	0
OG0000503	244	2	136	21	0	23	200	0.0860655737704918	0.0	0.0942622950819672	0.819672131147541	21	0	23	136
OG0000504	1204	9	136	634	4	296	270	0.526578073089701	0.0033222591362126247	0.24584717607973422	0.22425249169435216	136	4	126	136
OG0000510	974	8	136	230	25	716	3	0.23613963039014374	0.02566735112936345	0.7351129363449692	0.003080082135523614	114	25	133	3
OG0000513	534	4	136	4	9	257	264	0.00749063670411985	0.016853932584269662	0.4812734082397004	0.4943820224719101	4	9	133	136
OG0000534	662	5	136	268	0	394	0	0.40483383685800606	0.0	0.595166163141994	0.0	136	0	136	0
OG0000535	227	2	136	58	2	167	0	0.2555066079295154	0.00881057268722467	0.73568281938326	0.0	54	2	96	0
OG0000546	951	7	136	447	36	468	0	0.47003154574132494	0.03785488958990536	0.4921135646687697	0.0	136	32	136	0
OG0000549	544	4	136	23	0	521	0	0.042279411764705885	0.0	0.9577205882352942	0.0	21	0	136	0
OG0000589	93	1	93	32	8	53	0	0.34408602150537637	0.08602150537634409	0.5698924731182796	0.0	32	8	53	0
OG0000591	136	1	136	0	23	113	0	0.0	0.16911764705882354	0.8308823529411765	0.0	0	23	113	0
OG0000594	238	2	136	6	0	232	0	0.025210084033613446	0.0	0.9747899159663865	0.0	6	0	136	0
OG0000598	406	3	136	271	7	128	0	0.6674876847290641	0.017241379310344827	0.31527093596059114	0.0	136	7	128	0
OG0000599	272	2	136	136	0	136	0	0.5	0.0	0.5	0.0	136	0	136	0
OG0000601	2362	11	136	2186	38	54	84	0.9254868755292125	0.016088060965283656	0.02286198137171888	0.03556308213378493	136	35	54	65
OG0000605	408	3	136	272	3	133	0	0.6666666666666666	0.007352941176470588	0.32598039215686275	0.0	128	3	96	0
OG0000606	408	3	136	408	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0000618	406	3	136	173	5	228	0	0.42610837438423643	0.012315270935960592	0.5615763546798029	0.0	136	5	132	0
OG0000620	348	3	136	183	1	164	0	0.5258620689655172	0.0028735632183908046	0.47126436781609193	0.0	129	1	113	0
OG0000621	136	1	136	5	0	131	0	0.03676470588235294	0.0	0.9632352941176471	0.0	5	0	131	0
OG0000639	264	2	136	4	10	250	0	0.015151515151515152	0.03787878787878788	0.946969696969697	0.0	4	10	136	0
OG0000679	1280	9	136	606	105	566	3	0.4734375	0.08203125	0.4421875	0.00234375	136	75	135	3
OG0000692	1033	7	136	224	12	661	136	0.21684414327202323	0.011616650532429816	0.6398838334946757	0.13165537270087124	135	12	136	136
OG0000712	544	4	136	24	0	384	136	0.04411764705882353	0.0	0.7058823529411765	0.25	24	0	136	136
OG0000720	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0000724	272	2	136	174	2	96	0	0.6397058823529411	0.007352941176470588	0.35294117647058826	0.0	136	2	96	0
OG0000725	135	1	135	135	0	0	0	1.0	0.0	0.0	0.0	135	0	0	0
OG0000728	610	5	136	75	1	272	262	0.12295081967213115	0.001639344262295082	0.4459016393442623	0.42950819672131146	68	1	136	136
OG0000731	914	7	136	367	39	508	0	0.40153172866520787	0.04266958424507659	0.5557986870897156	0.0	136	35	136	0
OG0000736	1105	11	136	298	41	766	0	0.269683257918552	0.037104072398190045	0.6932126696832579	0.0	133	25	136	0
OG0000739	1507	9	136	119	17	200	1171	0.0789648307896483	0.0112806901128069	0.13271400132714	0.7770404777704047	73	17	120	136
OG0000761	752	6	136	752	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0000792	136	1	136	0	0	136	0	0.0	0.0	1.0	0.0	0	0	136	0
OG0000817	103	1	103	103	0	0	0	1.0	0.0	0.0	0.0	103	0	0	0
OG0000822	270	2	136	11	0	259	0	0.040740740740740744	0.0	0.9592592592592593	0.0	11	0	136	0
OG0000846	544	4	136	277	2	265	0	0.5091911764705882	0.003676470588235294	0.48713235294117646	0.0	136	2	136	0
OG0000857	272	2	136	181	57	34	0	0.6654411764705882	0.20955882352941177	0.125	0.0	136	57	34	0
OG0000862	113	1	113	113	0	0	0	1.0	0.0	0.0	0.0	113	0	0	0
OG0000865	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0000887	135	1	135	0	0	135	0	0.0	0.0	1.0	0.0	0	0	135	0
OG0000893	123	1	123	19	0	104	0	0.15447154471544716	0.0	0.8455284552845529	0.0	19	0	104	0
OG0000907	672	5	136	438	0	234	0	0.6517857142857143	0.0	0.3482142857142857	0.0	136	0	135	0
OG0000913	543	4	136	87	6	381	69	0.16022099447513813	0.011049723756906077	0.7016574585635359	0.1270718232044199	77	6	136	69
OG0000929	136	1	136	3	54	79	0	0.022058823529411766	0.39705882352941174	0.5808823529411765	0.0	3	54	79	0
OG0000949	2764	7	136	1324	308	1132	0	0.47901591895803186	0.11143270622286541	0.40955137481910275	0.0	136	134	136	0
OG0000962	675	5	136	205	1	469	0	0.3037037037037037	0.0014814814814814814	0.6948148148148148	0.0	129	1	136	0
OG0001007	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0001019	545	4	136	148	10	387	0	0.27155963302752295	0.01834862385321101	0.710091743119266	0.0	81	10	136	0
OG0001038	897	7	136	226	88	583	0	0.25195094760312153	0.09810479375696766	0.6499442586399108	0.0	121	67	136	0
OG0001079	89	1	89	25	1	63	0	0.2808988764044944	0.011235955056179775	0.7078651685393258	0.0	25	1	63	0
OG0001115	541	4	136	259	45	237	0	0.4787430683918669	0.08317929759704251	0.43807763401109057	0.0	124	44	134	0
OG0001127	291	3	136	143	12	17	119	0.49140893470790376	0.041237113402061855	0.058419243986254296	0.40893470790378006	109	12	17	119
OG0001132	136	1	136	50	33	53	0	0.36764705882352944	0.2426470588235294	0.3897058823529412	0.0	50	33	53	0
OG0001135	133	1	133	133	0	0	0	1.0	0.0	0.0	0.0	133	0	0	0
OG0001136	668	5	136	179	7	482	0	0.2679640718562874	0.010479041916167664	0.7215568862275449	0.0	112	7	136	0
OG0001139	402	3	136	24	4	262	112	0.05970149253731343	0.009950248756218905	0.6517412935323383	0.27860696517412936	24	4	135	112
OG0001188	408	3	136	294	2	112	0	0.7205882352941176	0.004901960784313725	0.27450980392156865	0.0	136	2	112	0
OG0001196	107	1	107	107	0	0	0	1.0	0.0	0.0	0.0	107	0	0	0
OG0001202	543	3	136	2	136	405	0	0.003683241252302026	0.2504604051565378	0.7458563535911602	0.0	2	136	136	0
OG0001262	408	3	136	88	11	309	0	0.21568627450980393	0.02696078431372549	0.7573529411764706	0.0	80	11	136	0
OG0001318	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0001336	408	3	136	408	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0001349	808	6	136	339	23	446	0	0.41955445544554454	0.028465346534653466	0.551980198019802	0.0	136	23	136	0
OG0001363	135	1	135	61	27	47	0	0.45185185185185184	0.2	0.34814814814814815	0.0	61	27	47	0
OG0001392	272	2	136	194	0	78	0	0.7132352941176471	0.0	0.2867647058823529	0.0	133	0	75	0
OG0001395	267	2	136	263	0	4	0	0.9850187265917603	0.0	0.0149812734082397	0.0	136	0	4	0
OG0001398	25	1	25	4	0	20	1	0.16	0.0	0.8	0.04	4	0	20	1
OG0001400	544	4	136	415	0	129	0	0.7628676470588235	0.0	0.23713235294117646	0.0	136	0	129	0
OG0001401	408	3	136	139	0	269	0	0.34068627450980393	0.0	0.6593137254901961	0.0	136	0	136	0
OG0001408	271	2	136	71	0	200	0	0.26199261992619927	0.0	0.7380073800738007	0.0	63	0	127	0
OG0001411	136	1	136	14	0	122	0	0.10294117647058823	0.0	0.8970588235294118	0.0	14	0	122	0
OG0001412	136	1	136	0	0	136	0	0.0	0.0	1.0	0.0	0	0	136	0
OG0001688	934	7	136	519	22	393	0	0.5556745182012848	0.023554603854389723	0.4207708779443255	0.0	136	22	134	0
OG0001769	407	3	136	407	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0001813	272	2	136	136	0	136	0	0.5	0.0	0.5	0.0	136	0	136	0
OG0001820	930	7	136	291	140	499	0	0.31290322580645163	0.15053763440860216	0.5365591397849462	0.0	136	74	134	0
OG0001841	272	2	136	137	0	135	0	0.5036764705882353	0.0	0.4963235294117647	0.0	123	0	122	0
OG0001885	943	7	136	186	39	617	101	0.19724284199363734	0.041357370095440084	0.6542948038176034	0.1071049840933192	136	28	136	101
OG0001893	124	1	124	0	0	0	124	0.0	0.0	0.0	1.0	0	0	0	124
OG0001901	272	2	136	136	9	127	0	0.5	0.03308823529411765	0.46691176470588236	0.0	136	9	127	0
OG0001911	272	2	136	136	0	0	136	0.5	0.0	0.0	0.5	136	0	0	136
OG0001918	34	1	34	2	0	32	0	0.058823529411764705	0.0	0.9411764705882353	0.0	2	0	32	0
OG0001923	136	1	136	46	0	90	0	0.3382352941176471	0.0	0.6617647058823529	0.0	46	0	90	0
OG0001927	267	3	135	177	28	62	0	0.6629213483146067	0.10486891385767791	0.23220973782771537	0.0	115	28	50	0
OG0001928	544	4	136	155	5	384	0	0.2849264705882353	0.009191176470588236	0.7058823529411765	0.0	136	5	136	0
OG0001929	382	3	136	382	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0002178	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0002370	395	3	136	128	1	119	147	0.3240506329113924	0.002531645569620253	0.3012658227848101	0.3721518987341772	113	1	119	136
OG0002564	136	1	136	6	6	124	0	0.04411764705882353	0.04411764705882353	0.9117647058823529	0.0	6	6	124	0
OG0002742	591	4	136	336	43	212	0	0.5685279187817259	0.0727580372250423	0.3587140439932318	0.0	136	43	125	0
OG0002810	272	2	136	16	16	240	0	0.058823529411764705	0.058823529411764705	0.8823529411764706	0.0	16	16	135	0
OG0002829	255	2	128	68	4	55	128	0.26666666666666666	0.01568627450980392	0.21568627450980393	0.5019607843137255	68	4	55	128
OG0002867	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0002883	653	7	136	37	56	466	94	0.05666156202143951	0.08575803981623277	0.7136294027565084	0.1439509954058193	31	47	136	50
OG0002891	387	4	136	61	1	252	73	0.15762273901808785	0.002583979328165375	0.6511627906976745	0.18863049095607234	52	1	132	72
OG0002892	648	4	136	164	87	397	0	0.25308641975308643	0.13425925925925927	0.6126543209876543	0.0	82	87	135	0
OG0002893	235	2	136	69	54	112	0	0.2936170212765957	0.2297872340425532	0.4765957446808511	0.0	62	51	88	0
OG0002919	270	2	136	0	0	0	270	0.0	0.0	0.0	1.0	0	0	0	136
OG0003409	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0003680	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0003687	262	2	136	9	5	248	0	0.03435114503816794	0.019083969465648856	0.9465648854961832	0.0	9	5	134	0
OG0003691	136	1	136	0	0	0	136	0.0	0.0	0.0	1.0	0	0	0	136
OG0003730	270	2	136	270	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0003767	272	2	136	133	0	139	0	0.4889705882352941	0.0	0.5110294117647058	0.0	133	0	136	0
OG0003807	136	1	136	0	0	136	0	0.0	0.0	1.0	0.0	0	0	136	0
OG0003808	90	1	90	0	0	90	0	0.0	0.0	1.0	0.0	0	0	90	0
OG0003820	246	2	135	51	0	195	0	0.2073170731707317	0.0	0.7926829268292683	0.0	50	0	134	0
OG0004081	136	1	136	15	13	108	0	0.11029411764705882	0.09558823529411764	0.7941176470588235	0.0	15	13	108	0
OG0004132	136	1	136	136	0	0	0	1.0	0.0	0.0	0.0	136	0	0	0
OG0004303	272	2	136	68	3	201	0	0.25	0.011029411764705883	0.7389705882352942	0.0	67	3	135	0
OG0004694	136	1	136	27	1	108	0	0.19852941176470587	0.007352941176470588	0.7941176470588235	0.0	27	1	108	0
OG0004872	136	1	136	1	0	135	0	0.007352941176470588	0.0	0.9926470588235294	0.0	1	0	135	0
OG0005764	136	1	136	18	118	0	0	0.1323529411764706	0.8676470588235294	0.0	0.0	18	118	0	0
