family_id	gene	final_status	n	total_n	prop
OG0000016	AT3G16710	U	136	136	1.0
OG0000016	AT3G22470	F	1	136	0.007352941176470588
OG0000016	AT3G22470	P	12	136	0.08823529411764706
OG0000016	AT3G22470	U	123	136	0.9044117647058824
OG0000016	AT4G26800	F	35	136	0.25735294117647056
OG0000016	AT4G26800	U	101	136	0.7426470588235294
OG0000016	AT5G16640	F	46	136	0.3382352941176471
OG0000016	AT5G16640	U	90	136	0.6617647058823529
OG0000016	AT5G41170	F	21	136	0.15441176470588236
OG0000016	AT5G41170	P	2	136	0.014705882352941176
OG0000016	AT5G41170	U	113	136	0.8308823529411765
OG0000022	AT1G58310	F	45	135	0.3333333333333333
OG0000022	AT1G58310	P	5	135	0.037037037037037035
OG0000022	AT1G58310	U	85	135	0.6296296296296297
OG0000022	AT3G03030	U	136	136	1.0
OG0000022	AT3G03040	P	43	136	0.3161764705882353
OG0000022	AT3G03040	U	93	136	0.6838235294117647
OG0000022	AT3G49150	F	53	136	0.3897058823529412
OG0000022	AT3G49150	P	12	136	0.08823529411764706
OG0000022	AT3G49150	U	71	136	0.5220588235294118
OG0000022	AT3G58900	P	34	135	0.2518518518518518
OG0000022	AT3G58900	U	101	135	0.7481481481481481
OG0000022	AT3G59160	P	19	128	0.1484375
OG0000022	AT3G59160	U	109	128	0.8515625
OG0000022	AT3G59170	F	4	136	0.029411764705882353
OG0000022	AT3G59170	P	36	136	0.2647058823529412
OG0000022	AT3G59170	U	96	136	0.7058823529411765
OG0000022	AT3G59180	F	8	136	0.058823529411764705
OG0000022	AT3G59180	P	27	136	0.19852941176470587
OG0000022	AT3G59180	U	101	136	0.7426470588235294
OG0000022	AT3G59190	F	1	136	0.007352941176470588
OG0000022	AT3G59190	P	29	136	0.21323529411764705
OG0000022	AT3G59190	U	106	136	0.7794117647058824
OG0000022	AT3G59200	P	12	136	0.08823529411764706
OG0000022	AT3G59200	U	124	136	0.9117647058823529
OG0000022	AT3G59210	P	1	136	0.007352941176470588
OG0000022	AT3G59210	U	135	136	0.9926470588235294
OG0000022	AT3G59230	P	136	136	1.0
OG0000022	AT3G59240	P	135	135	1.0
OG0000022	AT3G59250	P	136	136	1.0
OG0000022	AT4G14096	F	11	136	0.08088235294117647
OG0000022	AT4G14096	P	7	136	0.051470588235294115
OG0000022	AT4G14096	U	118	136	0.8676470588235294
OG0000022	AT4G14103	P	33	130	0.25384615384615383
OG0000022	AT4G14103	U	97	130	0.7461538461538462
OG0000024	AT1G10920	A	132	132	1.0
OG0000024	AT1G53350	F	40	136	0.29411764705882354
OG0000024	AT1G53350	P	5	136	0.03676470588235294
OG0000024	AT1G53350	U	91	136	0.6691176470588235
OG0000024	AT1G58390	P	127	127	1.0
OG0000024	AT1G58400	P	63	63	1.0
OG0000024	AT1G58410	P	71	71	1.0
OG0000024	AT1G58602	A	5	83	0.060240963855421686
OG0000024	AT1G58602	F	4	83	0.04819277108433735
OG0000024	AT1G58602	P	64	83	0.7710843373493976
OG0000024	AT1G58602	U	10	83	0.12048192771084337
OG0000024	AT1G58807	F	7	137	0.051094890510948905
OG0000024	AT1G58807	P	100	137	0.7299270072992701
OG0000024	AT1G58807	U	30	137	0.21897810218978103
OG0000024	AT1G58848	A	86	218	0.3944954128440367
OG0000024	AT1G58848	F	4	218	0.01834862385321101
OG0000024	AT1G58848	P	123	218	0.5642201834862385
OG0000024	AT1G58848	U	5	218	0.022935779816513763
OG0000024	AT1G59124	A	1	10	0.1
OG0000024	AT1G59124	P	7	10	0.7
OG0000024	AT1G59124	U	2	10	0.2
OG0000024	AT1G59218	F	4	141	0.028368794326241134
OG0000024	AT1G59218	P	132	141	0.9361702127659575
OG0000024	AT1G59218	U	5	141	0.03546099290780142
OG0000024	AT1G59620	P	126	136	0.9264705882352942
OG0000024	AT1G59620	U	10	136	0.07352941176470588
OG0000024	AT1G59780	A	52	123	0.42276422764227645
OG0000024	AT1G59780	P	71	123	0.5772357723577236
OG0000024	AT4G16095	P	69	136	0.5073529411764706
OG0000024	AT4G16095	U	67	136	0.49264705882352944
OG0000024	AT5G35450	F	14	120	0.11666666666666667
OG0000024	AT5G35450	P	48	120	0.4
OG0000024	AT5G35450	U	58	120	0.48333333333333334
OG0000024	AT5G43470	P	196	196	1.0
OG0000024	AT5G48620	F	1	304	0.003289473684210526
OG0000024	AT5G48620	P	221	304	0.7269736842105263
OG0000024	AT5G48620	U	82	304	0.26973684210526316
OG0000027	AT1G28430	P	135	135	1.0
OG0000027	AT2G05180	F	24	135	0.17777777777777778
OG0000027	AT2G05180	P	25	135	0.18518518518518517
OG0000027	AT2G05180	U	86	135	0.6370370370370371
OG0000027	AT2G14100	P	40	40	1.0
OG0000027	AT2G27000	P	1	79	0.012658227848101266
OG0000027	AT2G27000	U	78	79	0.9873417721518988
OG0000027	AT2G27010	P	116	116	1.0
OG0000027	AT3G20080	F	4	135	0.02962962962962963
OG0000027	AT3G20080	P	3	135	0.022222222222222223
OG0000027	AT3G20080	U	128	135	0.9481481481481482
OG0000027	AT3G20090	P	13	136	0.09558823529411764
OG0000027	AT3G20090	U	123	136	0.9044117647058824
OG0000027	AT3G20100	F	35	136	0.25735294117647056
OG0000027	AT3G20100	P	1	136	0.007352941176470588
OG0000027	AT3G20100	U	100	136	0.7352941176470589
OG0000027	AT3G20110	F	2	136	0.014705882352941176
OG0000027	AT3G20110	P	9	136	0.0661764705882353
OG0000027	AT3G20110	U	125	136	0.9191176470588235
OG0000027	AT3G20120	F	8	134	0.05970149253731343
OG0000027	AT3G20120	P	9	134	0.06716417910447761
OG0000027	AT3G20120	U	117	134	0.8731343283582089
OG0000027	AT3G20130	P	13	132	0.09848484848484848
OG0000027	AT3G20130	U	119	132	0.9015151515151515
OG0000027	AT3G20140	P	2	132	0.015151515151515152
OG0000027	AT3G20140	U	130	132	0.9848484848484849
OG0000027	AT3G20935	A	3	136	0.022058823529411766
OG0000027	AT3G20935	F	3	136	0.022058823529411766
OG0000027	AT3G20935	P	1	136	0.007352941176470588
OG0000027	AT3G20935	U	129	136	0.9485294117647058
OG0000027	AT3G20940	F	83	265	0.3132075471698113
OG0000027	AT3G20940	P	64	265	0.24150943396226415
OG0000027	AT3G20940	U	118	265	0.44528301886792454
OG0000027	AT3G20950	A	27	184	0.14673913043478262
OG0000027	AT3G20950	F	38	184	0.20652173913043478
OG0000027	AT3G20950	P	6	184	0.03260869565217391
OG0000027	AT3G20950	U	113	184	0.6141304347826086
OG0000027	AT3G20960	F	25	136	0.18382352941176472
OG0000027	AT3G20960	P	5	136	0.03676470588235294
OG0000027	AT3G20960	U	106	136	0.7794117647058824
OG0000027	AT3G32047	P	2	40	0.05
OG0000027	AT3G32047	U	38	40	0.95
OG0000027	AT4G15330	P	135	135	1.0
OG0000027	AT4G15350	P	12	132	0.09090909090909091
OG0000027	AT4G15350	U	120	132	0.9090909090909091
OG0000027	AT4G15360	P	133	133	1.0
OG0000027	AT4G15380	P	3	135	0.022222222222222223
OG0000027	AT4G15380	U	132	135	0.9777777777777777
OG0000027	AT5G42580	P	136	136	1.0
OG0000027	AT5G47990	F	3	128	0.0234375
OG0000027	AT5G47990	P	1	128	0.0078125
OG0000027	AT5G47990	U	124	128	0.96875
OG0000029	AT1G30920	P	31	134	0.23134328358208955
OG0000029	AT1G30920	U	103	134	0.7686567164179104
OG0000029	AT1G30930	P	131	131	1.0
OG0000029	AT1G31080	F	3	115	0.02608695652173913
OG0000029	AT1G31080	P	44	115	0.3826086956521739
OG0000029	AT1G31080	U	68	115	0.591304347826087
OG0000029	AT1G31090	P	43	117	0.36752136752136755
OG0000029	AT1G31090	U	74	117	0.6324786324786325
OG0000029	AT1G67130	P	128	128	1.0
OG0000029	AT3G56890	P	4	134	0.029850746268656716
OG0000029	AT3G56890	U	130	134	0.9701492537313433
OG0000029	AT3G57580	F	31	134	0.23134328358208955
OG0000029	AT3G57580	P	10	134	0.07462686567164178
OG0000029	AT3G57580	U	93	134	0.6940298507462687
OG0000029	AT3G57590	U	136	136	1.0
OG0000029	AT5G38810	A	1	136	0.007352941176470588
OG0000029	AT5G38810	P	110	136	0.8088235294117647
OG0000029	AT5G38810	U	25	136	0.18382352941176472
OG0000029	AT5G42430	F	2	135	0.014814814814814815
OG0000029	AT5G42430	P	28	135	0.2074074074074074
OG0000029	AT5G42430	U	105	135	0.7777777777777778
OG0000030	AT1G33540	P	133	133	1.0
OG0000030	AT1G73270	P	136	136	1.0
OG0000030	AT1G73280	P	263	263	1.0
OG0000030	AT1G73290	P	136	136	1.0
OG0000030	AT1G73300	P	136	136	1.0
OG0000030	AT1G73310	P	262	262	1.0
OG0000030	AT2G22920	F	15	136	0.11029411764705882
OG0000030	AT2G22920	P	5	136	0.03676470588235294
OG0000030	AT2G22920	U	116	136	0.8529411764705882
OG0000030	AT2G22970	F	26	137	0.1897810218978102
OG0000030	AT2G22970	P	3	137	0.021897810218978103
OG0000030	AT2G22970	U	108	137	0.7883211678832117
OG0000030	AT2G22980	P	5	136	0.03676470588235294
OG0000030	AT2G22980	U	131	136	0.9632352941176471
OG0000030	AT2G22990	P	2	136	0.014705882352941176
OG0000030	AT2G22990	U	134	136	0.9852941176470589
OG0000030	AT2G23000	P	1	136	0.007352941176470588
OG0000030	AT2G23000	U	135	136	0.9926470588235294
OG0000030	AT2G23010	U	136	136	1.0
OG0000030	AT3G10450	P	1	136	0.007352941176470588
OG0000030	AT3G10450	U	135	136	0.9926470588235294
OG0000030	AT3G12203	P	136	136	1.0
OG0000030	AT3G12220	P	207	207	1.0
OG0000030	AT3G12230	P	135	135	1.0
OG0000030	AT3G12240	P	136	136	1.0
OG0000030	AT5G36180	A	96	272	0.35294117647058826
OG0000030	AT5G36180	F	2	272	0.007352941176470588
OG0000030	AT5G36180	P	48	272	0.17647058823529413
OG0000030	AT5G36180	U	126	272	0.4632352941176471
OG0000038	AT2G22440	F	11	136	0.08088235294117647
OG0000038	AT2G22440	P	49	136	0.3602941176470588
OG0000038	AT2G22440	U	76	136	0.5588235294117647
OG0000039	AT3G46650	F	10	136	0.07352941176470588
OG0000039	AT3G46650	P	75	136	0.5514705882352942
OG0000039	AT3G46650	U	51	136	0.375
OG0000039	AT3G46660	P	136	136	1.0
OG0000039	AT3G46670	P	136	136	1.0
OG0000039	AT3G46680	P	136	136	1.0
OG0000039	AT3G46690	P	136	136	1.0
OG0000039	AT3G46700	P	135	135	1.0
OG0000039	AT3G46720	P	136	136	1.0
OG0000039	AT5G37950	P	11	16	0.6875
OG0000039	AT5G37950	U	5	16	0.3125
OG0000039	AT5G38010	P	1	136	0.007352941176470588
OG0000039	AT5G38010	U	135	136	0.9926470588235294
OG0000039	AT5G38040	P	12	136	0.08823529411764706
OG0000039	AT5G38040	U	124	136	0.9117647058823529
OG0000039	AT5G59580	P	136	136	1.0
OG0000039	AT5G59590	P	137	137	1.0
OG0000040	AT3G43170	A	128	128	1.0
OG0000040	AT3G43970	A	62	62	1.0
OG0000040	AT5G52930	P	41	136	0.3014705882352941
OG0000040	AT5G52930	U	95	136	0.6985294117647058
OG0000040	AT5G52940	P	58	136	0.4264705882352941
OG0000040	AT5G52940	U	78	136	0.5735294117647058
OG0000040	AT5G53230	P	8	136	0.058823529411764705
OG0000040	AT5G53230	U	128	136	0.9411764705882353
OG0000040	AT5G54320	P	135	135	1.0
OG0000040	AT5G54330	P	5	136	0.03676470588235294
OG0000040	AT5G54330	U	131	136	0.9632352941176471
OG0000040	AT5G54420	U	136	136	1.0
OG0000040	AT5G54450	F	10	136	0.07352941176470588
OG0000040	AT5G54450	P	44	136	0.3235294117647059
OG0000040	AT5G54450	U	82	136	0.6029411764705882
OG0000040	AT5G54550	F	30	136	0.22058823529411764
OG0000040	AT5G54550	P	3	136	0.022058823529411766
OG0000040	AT5G54550	U	103	136	0.7573529411764706
OG0000040	AT5G54560	F	1	136	0.007352941176470588
OG0000040	AT5G54560	P	13	136	0.09558823529411764
OG0000040	AT5G54560	U	122	136	0.8970588235294118
OG0000040	AT5G55270	P	7	136	0.051470588235294115
OG0000040	AT5G55270	U	129	136	0.9485294117647058
OG0000040	AT5G55870	A	272	272	1.0
OG0000040	AT5G55880	P	136	136	1.0
OG0000040	AT5G55890	P	109	109	1.0
OG0000042	AT1G66610	P	77	77	1.0
OG0000042	AT1G66620	F	135	136	0.9926470588235294
OG0000042	AT1G66620	P	1	136	0.007352941176470588
OG0000042	AT1G66630	F	124	136	0.9117647058823529
OG0000042	AT1G66630	P	12	136	0.08823529411764706
OG0000042	AT1G66650	P	136	136	1.0
OG0000042	AT5G37870	F	1	132	0.007575757575757576
OG0000042	AT5G37870	P	24	132	0.18181818181818182
OG0000042	AT5G37870	U	107	132	0.8106060606060606
OG0000042	AT5G37890	F	105	131	0.8015267175572519
OG0000042	AT5G37890	P	26	131	0.1984732824427481
OG0000042	AT5G37900	P	81	122	0.6639344262295082
OG0000042	AT5G37900	U	41	122	0.3360655737704918
OG0000042	AT5G37910	P	9	135	0.06666666666666667
OG0000042	AT5G37910	U	126	135	0.9333333333333333
OG0000042	AT5G37930	P	136	136	1.0
OG0000042	AT5G62800	P	2	136	0.014705882352941176
OG0000042	AT5G62800	U	134	136	0.9852941176470589
OG0000045	AT5G27606	A	112	112	1.0
OG0000046	AT1G56380	F	7	136	0.051470588235294115
OG0000046	AT1G56380	P	14	136	0.10294117647058823
OG0000046	AT1G56380	U	115	136	0.8455882352941176
OG0000046	AT1G61960	F	23	136	0.16911764705882354
OG0000046	AT1G61960	U	113	136	0.8308823529411765
OG0000046	AT1G61970	P	1	136	0.007352941176470588
OG0000046	AT1G61970	U	135	136	0.9926470588235294
OG0000046	AT1G61980	F	4	136	0.029411764705882353
OG0000046	AT1G61980	U	132	136	0.9705882352941176
OG0000046	AT1G61990	P	25	136	0.18382352941176472
OG0000046	AT1G61990	U	111	136	0.8161764705882353
OG0000046	AT1G62085	U	136	136	1.0
OG0000046	AT1G62110	U	136	136	1.0
OG0000046	AT1G62120	P	3	136	0.022058823529411766
OG0000046	AT1G62120	U	133	136	0.9779411764705882
OG0000046	AT1G62490	P	39	135	0.28888888888888886
OG0000046	AT1G62490	U	96	135	0.7111111111111111
OG0000046	AT3G46950	P	1	136	0.007352941176470588
OG0000046	AT3G46950	U	135	136	0.9926470588235294
OG0000046	AT5G23930	P	60	136	0.4411764705882353
OG0000046	AT5G23930	U	76	136	0.5588235294117647
OG0000047	AT3G47090	P	133	133	1.0
OG0000047	AT3G47110	P	136	136	1.0
OG0000047	AT3G47570	F	1	136	0.007352941176470588
OG0000047	AT3G47570	P	3	136	0.022058823529411766
OG0000047	AT3G47570	U	132	136	0.9705882352941176
OG0000047	AT3G47580	F	8	62	0.12903225806451613
OG0000047	AT3G47580	P	7	62	0.11290322580645161
OG0000047	AT3G47580	U	47	62	0.7580645161290323
OG0000047	AT5G20480	F	30	136	0.22058823529411764
OG0000047	AT5G20480	P	2	136	0.014705882352941176
OG0000047	AT5G20480	U	104	136	0.7647058823529411
OG0000047	AT5G39390	P	58	58	1.0
OG0000049	AT3G46840	F	6	136	0.04411764705882353
OG0000049	AT3G46840	P	7	136	0.051470588235294115
OG0000049	AT3G46840	U	123	136	0.9044117647058824
OG0000049	AT3G46850	F	3	134	0.022388059701492536
OG0000049	AT3G46850	P	8	134	0.05970149253731343
OG0000049	AT3G46850	U	123	134	0.917910447761194
OG0000049	AT5G58820	P	1	134	0.007462686567164179
OG0000049	AT5G58820	U	133	134	0.9925373134328358
OG0000049	AT5G58830	F	2	136	0.014705882352941176
OG0000049	AT5G58830	P	5	136	0.03676470588235294
OG0000049	AT5G58830	U	129	136	0.9485294117647058
OG0000049	AT5G58840	P	76	136	0.5588235294117647
OG0000049	AT5G58840	U	60	136	0.4411764705882353
OG0000049	AT5G59090	P	136	136	1.0
OG0000049	AT5G59100	P	136	136	1.0
OG0000049	AT5G59110	P	5	136	0.03676470588235294
OG0000049	AT5G59110	U	131	136	0.9632352941176471
OG0000049	AT5G59120	P	136	136	1.0
OG0000049	AT5G59130	P	136	136	1.0
OG0000054	AT1G56510	F	2	102	0.0196078431372549
OG0000054	AT1G56510	P	42	102	0.4117647058823529
OG0000054	AT1G56510	U	58	102	0.5686274509803921
OG0000054	AT1G56520	P	106	106	1.0
OG0000054	AT1G56540	P	21	128	0.1640625
OG0000054	AT1G56540	U	107	128	0.8359375
OG0000054	AT1G63730	P	6	136	0.04411764705882353
OG0000054	AT1G63730	U	130	136	0.9558823529411765
OG0000054	AT1G63740	P	9	138	0.06521739130434782
OG0000054	AT1G63740	U	129	138	0.9347826086956522
OG0000054	AT1G63750	F	1	135	0.007407407407407408
OG0000054	AT1G63750	P	11	135	0.08148148148148149
OG0000054	AT1G63750	U	123	135	0.9111111111111111
OG0000054	AT1G63860	P	89	89	1.0
OG0000054	AT1G63870	A	2	98	0.02040816326530612
OG0000054	AT1G63870	P	96	98	0.9795918367346939
OG0000054	AT1G63880	P	94	94	1.0
OG0000054	AT1G64070	P	21	111	0.1891891891891892
OG0000054	AT1G64070	U	90	111	0.8108108108108109
OG0000054	AT2G16870	P	135	135	1.0
OG0000054	AT4G14370	P	136	136	1.0
OG0000054	AT5G35510	A	135	135	1.0
OG0000054	AT5G38850	P	112	136	0.8235294117647058
OG0000054	AT5G38850	U	24	136	0.17647058823529413
OG0000054	AT5G58120	P	47	136	0.34558823529411764
OG0000054	AT5G58120	U	89	136	0.6544117647058824
OG0000060	AT1G37020	A	136	136	1.0
OG0000060	AT1G42525	P	38	136	0.27941176470588236
OG0000060	AT1G42525	U	98	136	0.7205882352941176
OG0000060	AT2G10260	A	132	132	1.0
OG0000060	AT3G30305	P	3	17	0.17647058823529413
OG0000060	AT3G30305	U	14	17	0.8235294117647058
OG0000060	AT3G31910	P	45	45	1.0
OG0000060	AT4G08430	A	137	137	1.0
OG0000060	AT5G28235	P	274	274	1.0
OG0000060	AT5G28810	A	407	407	1.0
OG0000060	AT5G45570	F	3	544	0.0055147058823529415
OG0000060	AT5G45570	P	494	544	0.9080882352941176
OG0000060	AT5G45570	U	47	544	0.08639705882352941
OG0000065	AT1G31540	P	136	136	1.0
OG0000065	AT5G22690	F	3	136	0.022058823529411766
OG0000065	AT5G22690	P	13	136	0.09558823529411764
OG0000065	AT5G22690	U	120	136	0.8823529411764706
OG0000065	AT5G40060	F	1	136	0.007352941176470588
OG0000065	AT5G40060	P	13	136	0.09558823529411764
