family_id	assembly	assembly_short	scaffold	gene	copy	copy_header	match_status	status	strand	alignment_score	ref_len	qry_len	ref_aln_start_1based	ref_aln_end_1based	qry_aln_start_1based	qry_aln_end_1based	matches	mismatches	gap_columns	ref_aln_bases	qry_aln_bases	aligned_columns	percent_identity_no_gaps	ref_coverage	qry_coverage
OG0000007	KN006_v1	KN006_v1	scaffold_3_RagTag	AL3G16620	1	AL3G16620_KN006_v1_scaffold_3_copy_1	strict_match	ok	+	2294.0	1256	1718	1	1256	1	1718	1197	10	560	1256	1718	1767	99.171	100.0	100.0
OG0000007	MN47_mabs_v3	MN47_mabs_v3	scaffold_3_RagTag	AL3G16620	1	AL3G16620_MN47_mabs_v3_scaffold_3_copy_1	strict_match	ok	+	2408.0	1256	1787	1	1256	1	1787	1235	21	531	1256	1787	1787	98.328	100.0	100.0
OG0000007	MN47_v4	MN47_v4	scaffold_3_RagTag	AL3G16620	1	AL3G16620_MN47_v4_scaffold_3_copy_1	strict_match	ok	+	2408.0	1256	1787	1	1256	1	1787	1235	21	531	1256	1787	1787	98.328	100.0	100.0
OG0000007	Nla	Nla	scaffold_3_RagTag	AL3G16620	1	AL3G16620_Nla_scaffold_3_copy_1	strict_match	ok	+	2191.0	1256	1753	1	1256	1	1753	1174	44	573	1256	1753	1791	96.388	100.0	100.0
OG0000007	NT1_v2	NT1_v2	scaffold_3	AL3G16620	1	AL3G16620_NT1_v2_scaffold_3_copy_1	strict_match	ok	+	2412.0	1256	1788	1	1256	1	1788	1238	18	532	1256	1788	1788	98.567	100.0	100.0
OG0000007	NT12_v2	NT12_v2	scaffold_3_RagTag	AL3G16620	1	AL3G16620_NT12_v2_scaffold_3_copy_1	strict_match	ok	+	2403.0	1256	1787	1	1256	1	1787	1234	22	531	1256	1787	1787	98.248	100.0	100.0
OG0000007	NT8_v2_fix	NT8_v2_fix	scaffold_3_RagTag	AL3G16620	1	AL3G16620_NT8_v2_fix_scaffold_3_copy_1	strict_match	ok	+	2396.0	1256	1791	1	1256	1	1791	1235	20	537	1256	1791	1792	98.406	100.0	100.0
OG0000007	NT9_v2	NT9_v2	scaffold_3_RagTag	AL3G16620	1	AL3G16620_NT9_v2_scaffold_3_copy_1	strict_match	ok	+	2397.0	1256	1793	1	1256	1	1793	1234	22	537	1256	1793	1793	98.248	100.0	100.0
OG0000007	PU6_v3_fin	PU6_v3_fin	scaffold_3	AL3G16620	1	AL3G16620_PU6_v3_fin_scaffold_3_copy_1	strict_match	ok	+	1332.0	1256	962	1	1256	1	962	739	61	618	1256	962	1418	92.375	100.0	100.0
OG0000007	TE11_v2	TE11_v2	scaffold_3_RagTag	AL3G16620	1	AL3G16620_TE11_v2_scaffold_3_copy_1	strict_match	ok	+	2318.0	1256	1739	1	1256	1	1739	1212	38	495	1256	1739	1745	96.96	100.0	100.0
OG0000007	TE4_v1	TE4_v1	scaffold_3_RagTag:1-25320414	AL3G16620	1	AL3G16620_TE4_v1_scaffold_3_copy_1	strict_match	ok	+	2318.0	1256	1739	1	1256	1	1739	1212	38	495	1256	1739	1745	96.96	100.0	100.0
OG0000007	TE8_v1	TE8_v1	scaffold_3_RagTag:1-26654334	AL3G16620	1	AL3G16620_TE8_v1_scaffold_3_copy_1	strict_match	ok	+	2318.0	1256	1739	1	1256	1	1739	1212	38	495	1256	1739	1745	96.96	100.0	100.0
OG0000007	WS1_v2_s	WS1_v2_s	scaffold_3_RagTag	AL3G16620	1	AL3G16620_WS1_v2_s_scaffold_3_copy_1	strict_match	ok	+	2232.0	1256	1620	1	1256	1	1620	1183	64	382	1256	1620	1629	94.868	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_2_RagTag	AL1G65610	1	AL1G65610_73_3a_scaffold_2_copy_1	strict_match	ok	-	3422.0	1785	2486	1	1785	1	2486	1748	23	729	1785	2486	2500	98.701	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_4_RagTag	AL4G20070	1	AL4G20070_73_3a_scaffold_4_copy_1	strict_match	ok	+	3547.0	1822	2532	1	1822	1	2532	1798	22	714	1822	2532	2534	98.791	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G15900	1	AL5G15900_73_3a_scaffold_5_copy_1	strict_match	ok	+	2245.0	2294	1609	1	2294	1	1609	1289	82	1161	2294	1609	2532	94.019	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G15910	1	AL5G15910_73_3a_scaffold_5_copy_1	strict_match	ok	+	3062.0	2008	3109	1	2008	1	3109	1733	261	1129	2008	3109	3123	86.911	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G28540	1	AL5G28540_73_3a_scaffold_5_copy_1	strict_match	ok	+	2982.0	2004	2243	1	2004	1	2243	1672	174	555	2004	2243	2401	90.574	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G28950	1	AL5G28950_73_3a_scaffold_5_copy_1	strict_match	ok	+	3784.0	1935	2721	1	1935	1	2721	1915	19	788	1935	2721	2722	99.018	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G30872	1	AL5G30872_73_3a_scaffold_5_copy_1	strict_match	ok	+	2858.0	1471	2050	1	1471	1	2050	1447	14	599	1471	2050	2060	99.042	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL5G31970	1	AL5G31970_73_3a_scaffold_5_copy_1	strict_match	ok	+	3651.0	1852	2592	1	1852	1	2592	1839	11	744	1852	2592	2594	99.405	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_6_RagTag	AL6G44330	1	AL6G44330_73_3a_scaffold_6_copy_1	strict_match	ok	+	2964.0	1588	2250	1	1588	1	2250	1534	48	674	1588	2250	2256	96.966	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_7_RagTag	AL7G26600	1	AL7G26600_73_3a_scaffold_7_copy_1	strict_match	ok	+	3404.0	1871	2575	1	1871	1	2575	1762	97	728	1871	2575	2587	94.782	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_7_RagTag	AL7G51940	1	AL7G51940_73_3a_scaffold_7_copy_1	strict_match	ok	-	3455.0	1991	2991	1	1991	1	2991	1898	90	1006	1991	2991	2994	95.473	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_5_RagTag	AL7G51960	1	AL7G51960_73_3a_scaffold_5_copy_1	strict_match	ok	+	4459.0	6057	9945	1	6057	1	9945	3944	1811	4492	6057	9945	10247	68.532	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_7_RagTag	AL7G52000	1	AL7G52000_73_3a_scaffold_7_copy_1	strict_match	ok	-	2983.0	2279	3551	1	2279	1	3551	1863	347	1410	2279	3551	3620	84.299	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_7_RagTag	AL7G52020	1	AL7G52020_73_3a_scaffold_7_copy_1	strict_match	ok	-	2850.0	1463	2046	1	1463	1	2046	1439	23	585	1463	2046	2047	98.427	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G17190	1	AL8G17190_73_3a_scaffold_8_copy_1	strict_match	ok	+	3739.0	3089	2693	1	3089	1	2693	2085	217	1178	3089	2693	3480	90.573	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G32200	1	AL8G32200_73_3a_scaffold_8_copy_1	strict_match	ok	+	3167.0	1912	2535	1	1912	1	2535	1719	61	887	1912	2535	2667	96.573	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G32500	1	AL8G32500_73_3a_scaffold_8_copy_1	strict_match	ok	+	9255.0	5211	7094	1	5211	1	7094	4916	256	1961	5211	7094	7133	95.05	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G32520	1	AL8G32520_73_3a_scaffold_8_copy_1	strict_match	ok	+	3397.0	4125	4776	1	4125	1	4776	2742	870	1677	4125	4776	5289	75.914	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G40480	1	AL8G40480_73_3a_scaffold_8_copy_1	strict_match	ok	+	2517.0	1812	1948	1	1812	1	1948	1468	206	412	1812	1948	2086	87.694	100.0	100.0
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G41770	1	AL8G41770_73_3a_scaffold_8_copy_1	strict_match	ok	+	3089.0	1561	2185	1	1561	1	2185	1550	11	624	1561	2185	2185	99.295	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_2_RagTag	AL1G65610	1	AL1G65610_AL08_v2_f_scaffold_2_copy_1	strict_match	ok	-	3477.0	1785	2500	1	1785	1	2500	1761	20	723	1785	2500	2504	98.877	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_4_RagTag	AL4G20070	1	AL4G20070_AL08_v2_f_scaffold_4_copy_1	strict_match	ok	+	3235.0	1822	2557	1	1822	1	2557	1699	116	749	1822	2557	2564	93.609	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G15910	1	AL5G15910_AL08_v2_f_scaffold_5_copy_1	strict_match	ok	+	3044.0	2008	2995	1	2008	1	2995	1752	246	1007	2008	2995	3005	87.688	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G28540	1	AL5G28540_AL08_v2_f_scaffold_5_copy_1	strict_match	ok	+	2992.0	2004	2242	1	2004	1	2242	1675	171	554	2004	2242	2400	90.737	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G28950	1	AL5G28950_AL08_v2_f_scaffold_5_copy_1	strict_match	ok	+	3793.0	1935	2715	1	1935	1	2715	1917	16	784	1935	2715	2717	99.172	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G30872	1	AL5G30872_AL08_v2_f_scaffold_5_copy_1	strict_match	ok	+	2855.0	1471	2061	1	1471	1	2061	1450	11	610	1471	2061	2071	99.247	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G31970	1	AL5G31970_AL08_v2_f_scaffold_5_copy_1	strict_match	ok	+	3656.0	1852	2619	1	1852	1	2619	1845	7	767	1852	2619	2619	99.622	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G36020	1	AL5G36020_AL08_v2_f_scaffold_5_copy_1	strict_match	ok	+	3701.0	1967	2704	1	1967	1	2704	1900	24	823	1967	2704	2747	98.753	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_6_RagTag	AL6G44330	1	AL6G44330_AL08_v2_f_scaffold_6_copy_1	strict_match	ok	+	2453.0	1588	1921	1	1588	1	1921	1350	22	765	1588	1921	2137	98.397	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_6_RagTag	AL6G44360	1	AL6G44360_AL08_v2_f_scaffold_6_copy_1	strict_match	ok	+	6404.0	4899	5447	1	4899	1	5447	3804	58	2622	4899	5447	6484	98.498	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL7G26600	1	AL7G26600_AL08_v2_f_scaffold_7_copy_1	strict_match	ok	+	3216.0	1871	2567	1	1871	1	2567	1712	144	726	1871	2567	2582	92.241	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL7G51940	1	AL7G51940_AL08_v2_f_scaffold_7_copy_1	strict_match	ok	-	3359.0	1991	2666	1	1991	1	2666	1804	144	761	1991	2666	2709	92.608	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_1_RagTag	AL7G51960	1	AL7G51960_AL08_v2_f_scaffold_1_copy_1	strict_match	ok	+	4099.0	6057	4728	1	6057	1	4728	2938	955	2999	6057	4728	6892	75.469	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL7G52000	1	AL7G52000_AL08_v2_f_scaffold_7_copy_1	strict_match	ok	-	4419.0	2279	3169	1	2279	1	3169	2238	26	920	2279	3169	3184	98.852	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL7G52020	1	AL7G52020_AL08_v2_f_scaffold_7_copy_1	strict_match	ok	-	2844.0	1463	2043	1	1463	1	2043	1437	23	586	1463	2043	2046	98.425	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G17190	1	AL8G17190_AL08_v2_f_scaffold_8_copy_1	strict_match	ok	+	5737.0	3089	4642	1	3089	1	4642	3043	39	1567	3089	4642	4649	98.735	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G32200	1	AL8G32200_AL08_v2_f_scaffold_8_copy_1	strict_match	ok	+	3287.0	1912	2376	1	1912	1	2376	1759	61	648	1912	2376	2468	96.648	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G32500	1	AL8G32500_AL08_v2_f_scaffold_8_copy_1	strict_match	ok	+	8248.0	5211	6889	1	5211	1	6889	4618	110	2644	5211	6889	7372	97.673	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL8G32520	1	AL8G32520_AL08_v2_f_scaffold_7_copy_1	strict_match	ok	+	1932.0	4125	3755	1	4125	1	3755	1823	792	2650	4125	3755	5265	69.713	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G40480	1	AL8G40480_AL08_v2_f_scaffold_8_copy_1	strict_match	ok	+	2545.0	1812	1948	1	1812	1	1948	1474	199	414	1812	1948	2087	88.105	100.0	100.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G41770	1	AL8G41770_AL08_v2_f_scaffold_8_copy_1	strict_match	ok	+	3104.0	1561	2185	1	1561	1	2185	1555	6	624	1561	2185	2185	99.616	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_2_RagTag	AL1G65610	1	AL1G65610_al1_v2_s_scaffold_2_copy_1	strict_match	ok	-	3057.0	1785	2162	1	1785	1	2162	1630	137	413	1785	2162	2180	92.247	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_4_RagTag	AL4G20070	1	AL4G20070_al1_v2_s_scaffold_4_copy_1	strict_match	ok	+	3565.0	1822	2537	1	1822	1	2537	1800	17	725	1822	2537	2542	99.064	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G15900	1	AL5G15900_al1_v2_s_scaffold_5_copy_1	strict_match	ok	+	2289.0	2294	1623	1	2294	1	1623	1266	90	1205	2294	1623	2561	93.363	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G15910	1	AL5G15910_al1_v2_s_scaffold_5_copy_1	strict_match	ok	+	3037.0	2008	2449	1	2008	1	2449	1729	237	525	2008	2449	2491	87.945	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_6_RagTag	AL5G28540	1	AL5G28540_al1_v2_s_scaffold_6_copy_1	strict_match	ok	-	2874.0	2004	2246	1	2004	1	2246	1671	263	382	2004	2246	2316	86.401	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G28550	1	AL5G28550_al1_v2_s_scaffold_5_copy_1	strict_match	ok	+	2896.0	2257	2070	1	2257	1	2070	1718	276	339	2257	2070	2333	86.158	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G28950	1	AL5G28950_al1_v2_s_scaffold_5_copy_1	strict_match	ok	+	3727.0	1935	2707	1	1935	1	2707	1894	36	782	1935	2707	2712	98.135	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G30872	1	AL5G30872_al1_v2_s_scaffold_5_copy_1	strict_match	ok	+	2751.0	1471	2042	1	1471	1	2042	1410	49	595	1471	2042	2054	96.642	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G31970	1	AL5G31970_al1_v2_s_scaffold_5_copy_1	strict_match	ok	+	3658.0	1852	2599	1	1852	1	2599	1841	11	747	1852	2599	2599	99.406	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G36020	1	AL5G36020_al1_v2_s_scaffold_5_copy_1	strict_match	ok	+	3805.0	1967	2729	1	1967	1	2729	1930	18	800	1967	2729	2748	99.076	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_6_RagTag	AL6G44330	1	AL6G44330_al1_v2_s_scaffold_6_copy_1	strict_match	ok	+	3104.0	1588	2222	1	1588	1	2222	1564	24	634	1588	2222	2222	98.489	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_6_RagTag	AL6G44370	1	AL6G44370_al1_v2_s_scaffold_6_copy_1	strict_match	ok	+	2833.0	1912	2273	1	1912	1	2273	1628	249	431	1912	2273	2308	86.734	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_7_RagTag	AL7G26600	1	AL7G26600_al1_v2_s_scaffold_7_copy_1	strict_match	ok	+	3696.0	1871	2620	1	1871	1	2620	1859	11	751	1871	2620	2621	99.412	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_7_RagTag	AL7G51940	1	AL7G51940_al1_v2_s_scaffold_7_copy_1	strict_match	ok	-	3715.0	1991	2791	1	1991	1	2791	1927	62	804	1991	2791	2793	96.883	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_8_RagTag	AL7G51960	1	AL7G51960_al1_v2_s_scaffold_8_copy_1	strict_match	ok	+	3994.0	6057	4702	1	6057	1	4702	2910	938	3063	6057	4702	6911	75.624	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_7_RagTag	AL7G52000	1	AL7G52000_al1_v2_s_scaffold_7_copy_1	strict_match	ok	-	1410.0	2279	3310	1	2279	1	3310	1452	720	1245	2279	3310	3417	66.851	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_8_RagTag	AL8G17190	1	AL8G17190_al1_v2_s_scaffold_8_copy_1	strict_match	ok	+	3638.0	3089	2613	1	3089	1	2613	2005	192	1308	3089	2613	3505	91.261	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_8_RagTag	AL8G32200	1	AL8G32200_al1_v2_s_scaffold_8_copy_1	strict_match	ok	+	3308.0	1912	2511	1	1912	1	2511	1750	66	791	1912	2511	2607	96.366	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_8_RagTag	AL8G32500	1	AL8G32500_al1_v2_s_scaffold_8_copy_1	strict_match	ok	+	8303.0	5211	6935	1	5211	1	6935	4643	110	2640	5211	6935	7393	97.686	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_8_RagTag	AL8G32520	1	AL8G32520_al1_v2_s_scaffold_8_copy_1	strict_match	ok	+	2751.0	4125	6989	1	4125	1	6989	2476	1114	3934	4125	6989	7524	68.969	100.0	100.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_8_RagTag	AL8G40480	1	AL8G40480_al1_v2_s_scaffold_8_copy_1	strict_match	ok	+	2986.0	1812	2479	1	1812	1	2479	1632	167	693	1812	2479	2492	90.717	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_2_RagTag	AL1G65610	1	AL1G65610_AL27_v1_scaffold_2_copy_1	strict_match	ok	-	3379.0	1785	2469	1	1785	1	2469	1732	28	734	1785	2469	2494	98.409	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_4_RagTag	AL4G20070	1	AL4G20070_AL27_v1_scaffold_4_copy_1	strict_match	ok	+	3212.0	1822	2550	1	1822	1	2550	1697	113	752	1822	2550	2562	93.757	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_5_RagTag	AL5G15910	1	AL5G15910_AL27_v1_scaffold_5_copy_1	strict_match	ok	+	3459.0	2008	2364	1	2008	1	2364	1893	91	404	2008	2364	2388	95.413	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_5_RagTag	AL5G28540	1	AL5G28540_AL27_v1_scaffold_5_copy_1	strict_match	ok	+	3109.0	2004	2334	1	2004	1	2334	1730	182	514	2004	2334	2426	90.481	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_5_RagTag	AL5G28550	1	AL5G28550_AL27_v1_scaffold_5_copy_1	strict_match	ok	+	3263.0	2257	2494	1	2257	1	2494	1862	239	549	2257	2494	2650	88.624	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_5_RagTag	AL5G28950	1	AL5G28950_AL27_v1_scaffold_5_copy_1	strict_match	ok	+	3787.0	1935	2712	1	1935	1	2712	1911	24	777	1935	2712	2712	98.76	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_5_RagTag	AL5G30872	1	AL5G30872_AL27_v1_scaffold_5_copy_1	strict_match	ok	+	2870.0	1471	2053	1	1471	1	2053	1453	8	602	1471	2053	2063	99.452	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_5_RagTag	AL5G31970	1	AL5G31970_AL27_v1_scaffold_5_copy_1	strict_match	ok	+	3668.0	1852	2591	1	1852	1	2591	1843	7	743	1852	2591	2593	99.622	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_5_RagTag	AL5G36020	1	AL5G36020_AL27_v1_scaffold_5_copy_1	strict_match	ok	+	3678.0	1967	2719	1	1967	1	2719	1896	28	838	1967	2719	2762	98.545	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_6_RagTag	AL6G44330	1	AL6G44330_AL27_v1_scaffold_6_copy_1	strict_match	ok	+	2446.0	1588	1920	1	1588	1	1920	1349	22	766	1588	1920	2137	98.395	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_7_RagTag	AL7G26600	1	AL7G26600_AL27_v1_scaffold_7_copy_1	strict_match	ok	+	3416.0	1871	2575	1	1871	1	2575	1766	93	728	1871	2575	2587	94.997	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_7_RagTag	AL7G51940	1	AL7G51940_AL27_v1_scaffold_7_copy_1	strict_match	ok	-	3451.0	1991	2992	1	1991	1	2992	1897	91	1007	1991	2992	2995	95.423	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_3_RagTag	AL7G51960	1	AL7G51960_AL27_v1_scaffold_3_copy_1	strict_match	ok	+	4102.0	6057	4744	1	6057	1	4744	2945	978	2955	6057	4744	6878	75.07	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_7_RagTag	AL7G52000	1	AL7G52000_AL27_v1_scaffold_7_copy_1	strict_match	ok	-	2941.0	2279	2316	1	2279	1	2316	1790	300	415	2279	2316	2505	85.646	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_7_RagTag	AL7G52020	1	AL7G52020_AL27_v1_scaffold_7_copy_1	strict_match	ok	-	1675.0	1463	1167	1	1463	1	1167	916	81	636	1463	1167	1633	91.876	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_8_RagTag	AL8G17190	1	AL8G17190_AL27_v1_scaffold_8_copy_1	strict_match	ok	+	4489.0	3089	3172	1	3089	1	3172	2479	244	815	3089	3172	3538	91.039	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_8_RagTag	AL8G32200	1	AL8G32200_AL27_v1_scaffold_8_copy_1	strict_match	ok	+	3150.0	1912	2560	1	1912	1	2560	1723	66	894	1912	2560	2683	96.311	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_8_RagTag	AL8G32500	1	AL8G32500_AL27_v1_scaffold_8_copy_1	strict_match	ok	+	9397.0	5211	7125	1	5211	1	7125	4984	211	1946	5211	7125	7141	95.938	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_8_RagTag	AL8G32520	1	AL8G32520_AL27_v1_scaffold_8_copy_1	strict_match	ok	+	3385.0	4125	4779	1	4125	1	4779	2745	862	1690	4125	4779	5297	76.102	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_8_RagTag	AL8G40480	1	AL8G40480_AL27_v1_scaffold_8_copy_1	strict_match	ok	+	2529.0	1812	1948	1	1812	1	1948	1469	203	416	1812	1948	2088	87.859	100.0	100.0
OG0000009	AL27_v1	AL27_v1	scaffold_8_RagTag	AL8G41770	1	AL8G41770_AL27_v1_scaffold_8_copy_1	strict_match	ok	+	3116.0	1561	2185	1	1561	1	2185	1559	2	624	1561	2185	2185	99.872	100.0	100.0
OG0000009	ALR	ALR	scaffold_2	AL1G65610	1	AL1G65610_ALR_scaffold_2_copy_1	strict_match	ok	-	3432.0	1785	2491	1	1785	1	2491	1750	25	726	1785	2491	2501	98.592	100.0	100.0
