family_id	gene	final_status	n
OG0000022	AT4G14103	F	2
OG0000022	AT4G14103	P	33
OG0000022	AT4G14103	U	95
OG0000024	AT1G10920	P	132
OG0000024	AT1G53350	F	40
OG0000024	AT1G53350	P	5
OG0000024	AT1G53350	U	91
OG0000024	AT1G58390	P	127
OG0000024	AT1G58400	P	63
OG0000024	AT1G58410	P	71
OG0000024	AT1G58602	A	5
OG0000024	AT1G58602	F	4
OG0000024	AT1G58602	P	64
OG0000024	AT1G58602	U	10
OG0000024	AT1G58807	F	7
OG0000024	AT1G58807	P	100
OG0000024	AT1G58807	U	30
OG0000024	AT1G58848	A	86
OG0000024	AT1G58848	F	4
OG0000024	AT1G58848	P	123
OG0000024	AT1G58848	U	5
OG0000024	AT1G59124	A	1
OG0000024	AT1G59124	P	7
OG0000024	AT1G59124	U	2
OG0000024	AT1G59218	F	4
OG0000024	AT1G59218	P	130
OG0000024	AT1G59218	U	7
OG0000024	AT1G59620	P	136
OG0000024	AT1G59780	A	52
OG0000024	AT1G59780	P	71
OG0000024	AT4G16095	P	77
OG0000024	AT4G16095	U	59
OG0000024	AT5G35450	F	14
OG0000024	AT5G35450	P	48
OG0000024	AT5G35450	U	58
OG0000024	AT5G43470	P	196
OG0000024	AT5G48620	F	1
OG0000024	AT5G48620	P	221
OG0000024	AT5G48620	U	82
OG0000027	AT1G28430	P	135
OG0000027	AT2G05180	F	19
OG0000027	AT2G05180	P	27
OG0000027	AT2G05180	U	89
OG0000027	AT2G14100	P	40
OG0000027	AT2G27000	P	79
OG0000027	AT2G27010	P	116
OG0000027	AT3G20080	F	4
OG0000027	AT3G20080	P	3
OG0000027	AT3G20080	U	128
OG0000027	AT3G20090	P	13
OG0000027	AT3G20090	U	123
OG0000027	AT3G20100	F	35
OG0000027	AT3G20100	P	1
OG0000027	AT3G20100	U	100
OG0000027	AT3G20110	F	2
OG0000027	AT3G20110	P	9
OG0000027	AT3G20110	U	125
OG0000027	AT3G20120	F	8
OG0000027	AT3G20120	P	9
OG0000027	AT3G20120	U	117
OG0000027	AT3G20130	P	13
OG0000027	AT3G20130	U	119
OG0000027	AT3G20140	P	2
OG0000027	AT3G20140	U	130
OG0000027	AT3G20935	P	123
OG0000027	AT3G20935	U	13
OG0000027	AT3G20940	F	83
OG0000027	AT3G20940	P	64
OG0000027	AT3G20940	U	118
OG0000027	AT3G20950	A	27
OG0000027	AT3G20950	F	17
OG0000027	AT3G20950	P	98
OG0000027	AT3G20950	U	42
OG0000027	AT3G20960	F	25
OG0000027	AT3G20960	P	5
OG0000027	AT3G20960	U	106
OG0000027	AT3G32047	F	1
OG0000027	AT3G32047	P	2
OG0000027	AT3G32047	U	37
OG0000027	AT4G15330	P	135
OG0000027	AT4G15350	P	12
OG0000027	AT4G15350	U	120
OG0000027	AT4G15360	P	133
OG0000027	AT4G15380	P	3
OG0000027	AT4G15380	U	132
OG0000027	AT5G42580	P	136
OG0000027	AT5G47990	F	3
OG0000027	AT5G47990	P	1
OG0000027	AT5G47990	U	124
OG0000029	AT1G30920	F	3
OG0000029	AT1G30920	P	30
OG0000029	AT1G30920	U	101
OG0000029	AT1G30930	F	1
OG0000029	AT1G30930	P	112
OG0000029	AT1G30930	U	18
OG0000029	AT1G31080	P	47
OG0000029	AT1G31080	U	68
OG0000029	AT1G31090	P	78
OG0000029	AT1G31090	U	39
OG0000029	AT1G67130	P	128
OG0000029	AT3G56890	P	134
OG0000029	AT3G57580	F	31
OG0000029	AT3G57580	P	10
OG0000029	AT3G57580	U	93
OG0000029	AT3G57590	U	136
OG0000029	AT5G38810	A	1
OG0000029	AT5G38810	P	135
OG0000029	AT5G42430	F	2
OG0000029	AT5G42430	P	28
OG0000029	AT5G42430	U	105
OG0000030	AT1G33540	P	133
OG0000030	AT1G73270	P	136
OG0000030	AT1G73280	P	263
OG0000030	AT1G73290	P	136
OG0000030	AT1G73300	P	136
OG0000030	AT1G73310	P	262
OG0000030	AT2G22920	F	15
OG0000030	AT2G22920	P	5
OG0000030	AT2G22920	U	116
OG0000030	AT2G22970	F	26
OG0000030	AT2G22970	P	3
OG0000030	AT2G22970	U	108
OG0000030	AT2G22980	P	5
OG0000030	AT2G22980	U	131
OG0000030	AT2G22990	P	4
OG0000030	AT2G22990	U	132
OG0000030	AT2G23000	P	1
OG0000030	AT2G23000	U	135
OG0000030	AT2G23010	U	136
OG0000030	AT3G10450	P	1
OG0000030	AT3G10450	U	135
OG0000030	AT3G12203	P	136
OG0000030	AT3G12220	P	207
OG0000030	AT3G12230	P	135
OG0000030	AT3G12240	P	136
OG0000030	AT5G36180	A	96
OG0000030	AT5G36180	P	47
OG0000030	AT5G36180	U	129
OG0000038	AT2G22440	F	2
OG0000038	AT2G22440	P	109
OG0000038	AT2G22440	U	25
OG0000039	AT3G46650	P	136
OG0000039	AT3G46660	P	136
OG0000039	AT3G46670	P	136
OG0000039	AT3G46680	P	136
OG0000039	AT3G46690	P	136
OG0000039	AT3G46700	P	135
OG0000039	AT3G46720	P	136
OG0000039	AT5G37950	P	11
OG0000039	AT5G37950	U	5
OG0000039	AT5G38010	P	1
OG0000039	AT5G38010	U	135
OG0000039	AT5G38040	P	12
OG0000039	AT5G38040	U	124
OG0000039	AT5G59580	P	136
OG0000039	AT5G59590	P	137
OG0000040	AT3G43170	P	128
OG0000040	AT3G43970	P	62
OG0000040	AT5G52930	P	41
OG0000040	AT5G52930	U	95
OG0000040	AT5G52940	P	58
OG0000040	AT5G52940	U	78
OG0000040	AT5G53230	P	8
OG0000040	AT5G53230	U	128
OG0000040	AT5G54320	F	1
OG0000040	AT5G54320	P	4
OG0000040	AT5G54320	U	130
OG0000040	AT5G54330	P	5
OG0000040	AT5G54330	U	131
OG0000040	AT5G54420	U	136
OG0000040	AT5G54450	F	3
OG0000040	AT5G54450	P	53
OG0000040	AT5G54450	U	80
OG0000040	AT5G54550	F	30
OG0000040	AT5G54550	P	3
OG0000040	AT5G54550	U	103
OG0000040	AT5G54560	F	1
OG0000040	AT5G54560	P	13
OG0000040	AT5G54560	U	122
OG0000040	AT5G55270	P	7
OG0000040	AT5G55270	U	129
OG0000040	AT5G55870	P	158
OG0000040	AT5G55870	U	114
OG0000040	AT5G55880	P	104
OG0000040	AT5G55880	U	32
OG0000040	AT5G55890	F	2
OG0000040	AT5G55890	P	4
OG0000040	AT5G55890	U	103
OG0000042	AT1G66610	P	77
OG0000042	AT1G66620	F	135
OG0000042	AT1G66620	P	1
OG0000042	AT1G66630	F	124
OG0000042	AT1G66630	P	12
OG0000042	AT1G66650	P	136
OG0000042	AT5G37870	F	105
OG0000042	AT5G37870	P	27
OG0000042	AT5G37890	F	105
OG0000042	AT5G37890	P	26
OG0000042	AT5G37900	F	109
OG0000042	AT5G37900	P	13
OG0000042	AT5G37910	F	3
OG0000042	AT5G37910	P	132
OG0000042	AT5G37930	P	136
OG0000042	AT5G62800	P	14
OG0000042	AT5G62800	U	122
OG0000045	AT5G27606	P	95
OG0000045	AT5G27606	U	17
OG0000046	AT1G56380	F	3
OG0000046	AT1G56380	P	32
OG0000046	AT1G56380	U	101
OG0000046	AT1G61960	F	23
OG0000046	AT1G61960	U	113
OG0000046	AT1G61970	P	1
OG0000046	AT1G61970	U	135
OG0000046	AT1G61980	F	4
OG0000046	AT1G61980	U	132
OG0000046	AT1G61990	P	23
OG0000046	AT1G61990	U	113
OG0000046	AT1G62085	U	136
OG0000046	AT1G62110	U	136
OG0000046	AT1G62120	P	3
OG0000046	AT1G62120	U	133
OG0000046	AT1G62490	P	135
OG0000046	AT3G46950	P	1
OG0000046	AT3G46950	U	135
OG0000046	AT5G23930	P	60
OG0000046	AT5G23930	U	76
OG0000047	AT3G47090	P	133
OG0000047	AT3G47110	P	136
OG0000047	AT3G47570	F	1
OG0000047	AT3G47570	P	3
OG0000047	AT3G47570	U	132
OG0000047	AT3G47580	F	8
OG0000047	AT3G47580	P	7
OG0000047	AT3G47580	U	47
OG0000047	AT5G20480	F	30
OG0000047	AT5G20480	P	2
OG0000047	AT5G20480	U	104
OG0000047	AT5G39390	P	58
OG0000049	AT3G46840	P	8
OG0000049	AT3G46840	U	128
OG0000049	AT3G46850	F	3
OG0000049	AT3G46850	P	8
OG0000049	AT3G46850	U	123
OG0000049	AT5G58820	P	1
OG0000049	AT5G58820	U	133
OG0000049	AT5G58830	F	2
OG0000049	AT5G58830	P	5
OG0000049	AT5G58830	U	129
OG0000049	AT5G58840	P	76
OG0000049	AT5G58840	U	60
OG0000049	AT5G59090	P	136
OG0000049	AT5G59100	P	136
OG0000049	AT5G59110	P	6
OG0000049	AT5G59110	U	130
OG0000049	AT5G59120	P	136
OG0000049	AT5G59130	P	136
OG0000054	AT1G56510	F	2
OG0000054	AT1G56510	P	42
OG0000054	AT1G56510	U	58
OG0000054	AT1G56520	P	106
OG0000054	AT1G56540	P	21
OG0000054	AT1G56540	U	107
OG0000054	AT1G63730	P	6
OG0000054	AT1G63730	U	130
OG0000054	AT1G63740	P	9
OG0000054	AT1G63740	U	129
OG0000054	AT1G63750	F	1
OG0000054	AT1G63750	P	11
OG0000054	AT1G63750	U	123
OG0000054	AT1G63860	P	89
OG0000054	AT1G63870	A	2
OG0000054	AT1G63870	P	96
OG0000054	AT1G63880	P	94
OG0000054	AT1G64070	P	21
OG0000054	AT1G64070	U	90
OG0000054	AT2G16870	P	135
OG0000054	AT4G14370	P	136
OG0000054	AT5G35510	P	22
OG0000054	AT5G35510	U	113
OG0000054	AT5G38850	P	112
OG0000054	AT5G38850	U	24
OG0000054	AT5G58120	P	47
OG0000054	AT5G58120	U	89
OG0000060	AT1G37020	P	79
OG0000060	AT1G37020	U	57
OG0000060	AT1G42525	F	5
OG0000060	AT1G42525	P	11
OG0000060	AT1G42525	U	120
OG0000060	AT2G10260	F	5
OG0000060	AT2G10260	P	42
OG0000060	AT2G10260	U	85
OG0000060	AT3G30305	P	3
OG0000060	AT3G30305	U	14
OG0000060	AT3G31910	P	45
OG0000060	AT4G08430	P	137
OG0000060	AT5G28235	P	274
OG0000060	AT5G28810	F	21
OG0000060	AT5G28810	P	380
OG0000060	AT5G28810	U	6
OG0000060	AT5G45570	F	3
OG0000060	AT5G45570	P	489
OG0000060	AT5G45570	U	52
OG0000065	AT1G31540	P	136
OG0000065	AT5G22690	F	3
OG0000065	AT5G22690	P	13
OG0000065	AT5G22690	U	120
OG0000065	AT5G40060	P	10
OG0000065	AT5G40060	U	126
OG0000065	AT5G46260	P	138
OG0000065	AT5G46270	P	178
OG0000065	AT5G46450	F	7
OG0000065	AT5G46450	P	9
OG0000065	AT5G46450	U	120
OG0000065	AT5G46470	P	6
OG0000065	AT5G46470	U	126
OG0000065	AT5G46490	P	90
OG0000065	AT5G46490	U	11
OG0000065	AT5G46500	F	6
OG0000065	AT5G46500	P	83
OG0000065	AT5G46500	U	27
OG0000065	AT5G46510	F	1
OG0000065	AT5G46510	P	71
OG0000065	AT5G46510	U	12
OG0000065	AT5G46520	F	3
OG0000065	AT5G46520	P	132
OG0000065	AT5G46520	U	4
OG0000074	AT2G24205	P	3
OG0000074	AT2G24205	U	133
OG0000074	AT3G42565	P	26
OG0000074	AT3G42565	U	109
OG0000074	AT4G09545	F	3
OG0000074	AT4G09545	P	11
OG0000074	AT4G09545	U	122
OG0000074	AT5G36310	F	5
OG0000074	AT5G36310	P	46
OG0000074	AT5G36310	U	172
OG0000074	AT5G36320	F	2
OG0000074	AT5G36320	P	17
OG0000074	AT5G36320	U	118
OG0000074	AT5G36330	P	542
OG0000074	AT5G36340	F	1
OG0000074	AT5G36340	P	37
OG0000074	AT5G36340	U	224
OG0000074	AT5G36350	F	4
OG0000074	AT5G36350	P	138
OG0000074	AT5G36350	U	667
OG0000074	AT5G36360	F	2
OG0000074	AT5G36360	P	52
OG0000074	AT5G36360	U	215
OG0000074	AT5G36370	F	1
OG0000074	AT5G36370	P	26
OG0000074	AT5G36370	U	106
OG0000074	AT5G36380	P	14
OG0000074	AT5G36380	U	122
OG0000074	AT5G36390	P	10
OG0000074	AT5G36390	U	122
OG0000074	AT5G36400	F	2
OG0000074	AT5G36400	P	29
OG0000074	AT5G36400	U	104
OG0000074	AT5G36410	F	2
OG0000074	AT5G36410	P	15
OG0000074	AT5G36410	U	107
OG0000074	AT5G36420	F	5
OG0000074	AT5G36420	P	19
OG0000074	AT5G36420	U	89
OG0000074	AT5G36430	P	20
OG0000074	AT5G36430	U	87
OG0000074	AT5G36440	F	3
OG0000074	AT5G36440	P	17
OG0000074	AT5G36440	U	78
OG0000074	AT5G36450	F	7
OG0000074	AT5G36450	P	311
OG0000074	AT5G36450	U	1706
OG0000074	AT5G36460	F	1
OG0000074	AT5G36460	P	16
OG0000074	AT5G36460	U	153
OG0000074	AT5G36470	F	1
OG0000074	AT5G36470	P	13
OG0000074	AT5G36470	U	152
OG0000074	AT5G36480	F	1
OG0000074	AT5G36480	P	9
OG0000074	AT5G36480	U	116
OG0000074	AT5G36490	F	2
OG0000074	AT5G36490	P	3
OG0000074	AT5G36490	U	52
OG0000074	AT5G36500	P	4
OG0000074	AT5G36500	U	38
OG0000074	AT5G36520	P	5
OG0000074	AT5G36520	U	20
OG0000074	AT5G36540	P	7
OG0000074	AT5G36540	U	18
OG0000074	AT5G36550	F	1
OG0000074	AT5G36550	P	1
OG0000074	AT5G36550	U	17
OG0000074	AT5G36657	F	12
OG0000074	AT5G36657	P	2393
OG0000074	AT5G36657	U	50
OG0000074	AT5G36658	F	2
OG0000074	AT5G36658	P	10
OG0000074	AT5G36658	U	53
OG0000074	AT5G36659	F	40
OG0000074	AT5G36659	P	1041
OG0000074	AT5G36659	U	1395
OG0000074	AT5G36661	P	4
OG0000074	AT5G36661	U	14
OG0000074	AT5G36662	F	1
OG0000074	AT5G36662	P	2
OG0000074	AT5G36662	U	6
OG0000074	AT5G36738	U	7
OG0000074	AT5G36739	U	4
OG0000074	AT5G42895	F	7
OG0000074	AT5G42895	P	16
OG0000074	AT5G42895	U	125
OG0000074	AT5G44495	F	2
OG0000074	AT5G44495	P	7
OG0000074	AT5G44495	U	91
OG0000075	AT1G36925	P	129
OG0000075	AT1G36925	U	3
OG0000077	AT1G49100	P	136
OG0000077	AT1G51805	P	136
OG0000077	AT1G51810	P	136
OG0000077	AT1G51820	A	50
OG0000077	AT1G51820	P	86
OG0000077	AT1G51830	P	136
OG0000077	AT1G51850	P	137
OG0000077	AT2G04300	F	16
OG0000077	AT2G04300	P	8
OG0000077	AT2G04300	U	112
OG0000077	AT2G29000	P	18
OG0000077	AT2G29000	U	16
OG0000077	AT3G21340	P	136
OG0000077	AT3G46330	P	136
OG0000077	AT3G46340	F	1
OG0000077	AT3G46340	P	25
OG0000077	AT3G46340	U	76
OG0000077	AT3G46370	U	37
OG0000077	AT3G46400	F	1
OG0000077	AT3G46400	P	4
OG0000077	AT3G46400	U	32
OG0000077	AT3G46420	F	1
OG0000077	AT3G46420	P	5
OG0000077	AT3G46420	U	130
OG0000077	AT5G16900	P	7
OG0000077	AT5G16900	U	129
OG0000077	AT5G59670	F	1
OG0000077	AT5G59670	P	31
OG0000077	AT5G59670	U	37
OG0000083	AT1G43680	F	21
OG0000083	AT1G43680	P	26
OG0000083	AT1G43680	U	89
OG0000083	AT2G02103	P	53
OG0000083	AT2G02103	U	42
OG0000083	AT2G13450	F	13
OG0000083	AT2G13450	P	91
OG0000083	AT2G13450	U	28
OG0000083	AT2G13500	P	118
OG0000083	AT2G13500	U	17
OG0000083	AT2G13510	P	135
OG0000083	AT2G16676	F	2
OG0000083	AT2G16676	P	53
OG0000083	AT2G16676	U	61
OG0000083	AT2G17905	P	29
OG0000083	AT2G17905	U	8
OG0000083	AT2G17920	P	34
OG0000083	AT2G17920	U	7
OG0000083	AT2G31590	P	135
OG0000083	AT2G41590	P	8
OG0000083	AT2G41590	U	66
OG0000083	AT3G47920	P	21
OG0000083	AT3G47920	U	74
OG0000083	AT3G57587	F	18
OG0000083	AT3G57587	P	45
OG0000083	AT3G57587	U	48
OG0000083	AT4G02000	F	23
OG0000083	AT4G02000	P	104
OG0000083	AT4G02000	U	73
OG0000083	AT4G04730	F	76
OG0000083	AT4G04730	P	60
OG0000083	AT4G04730	U	127
OG0000083	AT5G18636	F	10
OG0000083	AT5G18636	P	32
OG0000083	AT5G18636	U	59
OG0000083	AT5G25200	F	46
OG0000083	AT5G25200	P	43
OG0000083	AT5G25200	U	68
OG0000083	AT5G25600	P	120
OG0000083	AT5G35737	P	57
OG0000083	AT5G35737	U	79
OG0000083	AT5G36228	P	50
OG0000083	AT5G36228	U	35
OG0000083	AT5G51195	P	27
OG0000086	AT5G53670	F	12
OG0000086	AT5G53670	P	11
OG0000086	AT5G53670	U	113
OG0000087	AT1G40087	P	103
OG0000087	AT1G42700	P	79
OG0000087	AT1G42700	U	4
OG0000087	AT3G30200	P	164
OG0000087	AT5G28920	P	134
OG0000090	AT1G48800	F	1
OG0000090	AT1G48800	P	19
OG0000090	AT1G48800	U	116
OG0000090	AT1G48820	P	83
OG0000090	AT1G48820	U	44
OG0000090	AT1G66020	F	1
OG0000090	AT1G66020	P	28
OG0000090	AT1G66020	U	106
OG0000090	AT1G70080	P	136
OG0000090	AT2G23230	P	117
OG0000090	AT2G23230	U	19
OG0000090	AT3G29110	P	104
OG0000090	AT3G29190	P	136
OG0000090	AT4G13280	P	135
OG0000090	AT4G13300	P	195
OG0000090	AT4G15870	P	136
OG0000090	AT4G20200	P	136
OG0000090	AT4G20210	A	74
OG0000090	AT4G20210	P	47
OG0000090	AT4G20230	P	106
OG0000090	AT5G44630	F	3
OG0000090	AT5G44630	P	8
OG0000090	AT5G44630	U	125
OG0000090	AT5G48110	P	134
OG0000093	AT3G21940	P	31
OG0000093	AT3G21940	U	102
OG0000093	AT3G21980	F	2
OG0000093	AT3G21980	P	14
OG0000093	AT3G21980	U	120
OG0000093	AT3G21990	F	2
OG0000093	AT3G21990	P	2
OG0000093	AT3G21990	U	132
OG0000093	AT3G22000	P	22
OG0000093	AT3G22000	U	101
OG0000093	AT3G22010	P	24
OG0000093	AT3G22010	U	96
OG0000093	AT3G22020	P	28
OG0000093	AT3G22020	U	92
OG0000093	AT3G22030	F	2
OG0000093	AT3G22030	P	60
OG0000093	AT3G22030	U	57
OG0000093	AT3G22040	F	28
OG0000093	AT3G22040	P	17
OG0000093	AT3G22040	U	74
OG0000093	AT3G22050	P	23
OG0000093	AT3G22050	U	97
OG0000093	AT3G22053	P	48
OG0000093	AT3G22053	U	88
OG0000093	AT4G20530	F	76
OG0000093	AT4G20530	P	47
OG0000093	AT4G20530	U	94
OG0000093	AT4G20540	F	7
OG0000093	AT4G20540	P	11
OG0000093	AT4G20540	U	29
OG0000093	AT4G20550	F	5
OG0000093	AT4G20550	P	10
OG0000093	AT4G20550	U	25
OG0000093	AT4G20560	F	4
OG0000093	AT4G20560	P	7
OG0000093	AT4G20560	U	24
OG0000093	AT4G20570	F	3
OG0000093	AT4G20570	P	3
OG0000093	AT4G20570	U	24
OG0000093	AT4G20580	F	108
OG0000093	AT4G20580	P	67
OG0000093	AT4G20580	U	222
OG0000093	AT4G20590	P	4
OG0000093	AT4G20590	U	22
OG0000093	AT4G20600	P	3
OG0000093	AT4G20600	U	23
OG0000093	AT4G20610	F	1
OG0000093	AT4G20610	P	5
OG0000093	AT4G20610	U	18
OG0000093	AT4G20620	F	4
OG0000093	AT4G20620	P	4
OG0000093	AT4G20620	U	15
OG0000093	AT4G20630	P	2
OG0000093	AT4G20630	U	17
OG0000093	AT4G20640	P	4
OG0000093	AT4G20640	U	15
OG0000093	AT4G20645	P	28
OG0000093	AT4G20645	U	155
OG0000093	AT4G20670	P	562
OG0000093	AT4G20670	U	5
OG0000093	AT4G20680	P	36
OG0000093	AT4G20680	U	123
OG0000095	AT1G18050	P	136
OG0000095	AT3G30370	F	51
OG0000095	AT3G30370	P	11
OG0000095	AT3G30370	U	21
OG0000096	AT1G29180	F	1
OG0000096	AT1G29180	P	9
OG0000096	AT1G29180	U	126
OG0000096	AT1G34480	F	15
OG0000096	AT1G34480	P	69
OG0000096	AT1G34480	U	51
