"assembly","gene","scaffold","start","end","length","max_length","copy","start_buffered","end_buffered","SW_score","perc_div","perc_del","perc_ins","te_start","te_end","query_left","strand","repeat_name","repeat_class","repeat_start","repeat_end","repeat_left","ID","V16"
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14603413,14604453,1040,1301.25,14,14602413,14605453,270,20.3,6.1,7.6,14602762,14602974,"(7501527)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107324,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20580","CP087129.2",14572501,14573511,1010,1266.25,5,14571501,14574511,270,20.3,6.1,7.6,14571848,14572060,"(7532441)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107314,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20645","CP087129.2",14596707,14598038,1331,1670,12,14595707,14599038,270,20.3,6.1,7.6,14596247,14596459,"(7508042)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107322,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14600155,14601201,1046,1301.25,13,14599155,14602201,270,20.3,6.1,7.6,14599503,14599715,"(7504786)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107323,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20580","CP087129.2",14569243,14570253,1010,1266.25,4,14568243,14571253,270,20.3,6.1,7.6,14568590,14568802,"(7535699)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107313,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20645","CP087129.2",14593449,14594782,1333,1670,11,14592449,14595782,270,20.3,6.1,7.6,14592989,14593201,"(7511300)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107321,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14596899,14597942,1043,1301.25,12,14595899,14598942,270,20.3,6.1,7.6,14596247,14596459,"(7508042)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107322,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20580","CP087129.2",14565985,14566995,1010,1266.25,3,14564985,14567995,270,20.3,6.1,7.6,14565332,14565544,"(7538957)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107312,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20645","CP087129.2",14590189,14591524,1335,1670,10,14589189,14592524,264,20.3,6.1,8.1,14589728,14589941,"(7514560)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107320,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14593642,14594686,1044,1301.25,11,14592642,14595686,270,20.3,6.1,7.6,14592989,14593201,"(7511300)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107321,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20580","CP087129.2",14562727,14563737,1010,1266.25,2,14561727,14564737,270,20.3,6.1,7.6,14562074,14562286,"(7542215)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107311,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20645","CP087129.2",14586928,14588263,1335,1670,9,14585928,14589263,264,20.3,6.1,8.1,14586467,14586680,"(7517821)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107319,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14590382,14591428,1046,1301.25,10,14589382,14592428,264,20.3,6.1,8.1,14589728,14589941,"(7514560)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107320,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20580","CP087129.2",14559471,14560481,1010,1266.25,1,14558471,14561481,270,20.3,6.1,7.6,14558818,14559030,"(7545471)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107310,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20645","CP087129.2",14583669,14585002,1333,1670,8,14582669,14586002,270,20.3,6.1,7.6,14583209,14583421,"(7521080)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107318,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14587121,14588167,1046,1301.25,9,14586121,14589167,264,20.3,6.1,8.1,14586467,14586680,"(7517821)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107319,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20645","CP087129.2",14580411,14581744,1333,1670,7,14579411,14582744,270,20.3,6.1,7.6,14579951,14580163,"(7524338)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107317,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14583862,14584906,1044,1301.25,8,14582862,14585906,270,20.3,6.1,7.6,14583209,14583421,"(7521080)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107318,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14580604,14581648,1044,1301.25,7,14579604,14582648,270,20.3,6.1,7.6,14579951,14580163,"(7524338)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107317,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14575759,14576803,1044,1301.25,6,14574759,14577803,270,20.3,6.1,7.6,14575106,14575318,"(7529183)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107315,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14572501,14573545,1044,1301.25,5,14571501,14574545,270,20.3,6.1,7.6,14571848,14572060,"(7532441)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107314,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14569243,14570287,1044,1301.25,4,14568243,14571287,270,20.3,6.1,7.6,14568590,14568802,"(7535699)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107313,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14565985,14567029,1044,1301.25,3,14564985,14568029,270,20.3,6.1,7.6,14565332,14565544,"(7538957)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107312,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14562727,14563771,1044,1301.25,2,14561727,14564771,270,20.3,6.1,7.6,14562074,14562286,"(7542215)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107311,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20670","CP087129.2",14559471,14560515,1044,1301.25,1,14558471,14561515,270,20.3,6.1,7.6,14558818,14559030,"(7545471)","C","HELITRONY2","DNA/Helitron","(7315)",3799,"3590",107310,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G20680","CP087129.2",14605746,14607353,1607,2010,1,14604746,14608353,338,20.2,1.2,2.4,14608324,14608409,"(7496092)","C","ATLANTYS3I","LTR/Ty3","(4955)",4713,"4629",107328,""
"GCA_020911765.2_ASM2091176v2_genomic","AT2G29170","CP087127.2",15703767,15704582,815,1020,1,15702767,15705582,10355,6.6,1.2,0,15702239,15703594,"(7165289)","C","ATCOPIA63_I","LTR/Copia","(2699)",1372,"1",52407,""
"GCA_020911765.2_ASM2091176v2_genomic","AT2G29170","CP087127.2",15703767,15704582,815,1020,1,15702767,15705582,1971,8.3,10.9,0.8,15703595,15703934,"(7164949)","C","ATCOPIA63LTR","LTR/Copia","(0)",374,"1",52407,""
"GCA_020911765.2_ASM2091176v2_genomic","AT2G29350","CP087127.2",15763031,15764673,1642,2053.75,1,15762031,15765673,369,20.2,4.8,0,15765143,15765226,"(7103657)","C","AtSB2","SINE/tRNA","(5)",166,"79",52427,""
"GCA_020911765.2_ASM2091176v2_genomic","AT2G29360","CP087127.2",15765884,15767416,1532,1916.25,1,15764884,15768416,369,20.2,4.8,0,15765143,15765226,"(7103657)","C","AtSB2","SINE/tRNA","(5)",166,"79",52427,""
"GCA_020911765.2_ASM2091176v2_genomic","AT2G15010","CP087127.2",9640955,9641830,875,1095,1,9639955,9642830,959,15.7,21.9,2,9640260,9640578,"(13228305)","+","ATCOPIA78LTR","LTR/Copia","1",382,"(58)",48788,""
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36910","CP087130.2",17668984,17670104,1120,1401.25,1,17667984,17671104,2646,10.4,0.6,0,17668080,17668433,"(12486569)","C","ATCOPIN_LTR","LTR/unknown","(0)",356,"1",132998,""
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36910","CP087130.2",17668984,17670104,1120,1401.25,1,17667984,17671104,356,24.7,1.4,4.3,17670887,17671030,"(12483972)","C","ATHILA4D_LTR","LTR/Ty3","(65)",1100,"961",133001,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G04110","CP087129.2",2162798,2164221,1423,1780,1,2161798,2165221,8493,7.7,0.2,0.1,2160738,2161930,"(19942571)","+","ATCOPIA44_I","LTR/Copia","2100",3293,"(897)",83572,"*"
"GCA_020911765.2_ASM2091176v2_genomic","AT4G04110","CP087129.2",2162798,2164221,1423,1780,1,2161798,2165221,5590,6.8,0.1,0,2161927,2162673,"(19941828)","+","ATCOPIA44_I","LTR/Copia","3443",4190,"(0)",83572,"*"
"GCA_020911765.2_ASM2091176v2_genomic","AT4G04110","CP087129.2",2162798,2164221,1423,1780,1,2161798,2165221,444,11.3,0,4.5,2162674,2162766,"(19941735)","+","ATCOPIA44LTR","LTR/Copia","1",89,"(413)",83572,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G04110","CP087129.2",2162798,2164221,1423,1780,1,2161798,2165221,1469,11.4,0.4,1.6,2162767,2163015,"(19941486)","C","ATCOPIA34_LTR","LTR/Copia","(0)",246,"1",83573,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G04110","CP087129.2",2162798,2164221,1423,1780,1,2161798,2165221,2366,15.8,0.5,0.9,2163016,2163435,"(19941066)","+","ATCOPIA44LTR","LTR/Copia","85",502,"(0)",83572,""
"GCA_020911765.2_ASM2091176v2_genomic","AT5G17890","CP087130.2",5927919,5934551,6632,8291.25,1,5926919,5935551,342,22.3,6.6,8.1,5935496,5935646,"(24219356)","+","HELITRON1","DNA/Helitron","6547",6695,"(9114)",113230,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G19720","CP087129.2",14240813,14242655,1842,2303.75,1,14239813,14243655,365,27.9,1.2,0,14241779,14241864,"(7862637)","C","AtSB2","SINE/tRNA","(28)",143,"57",107122,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G19730","CP087129.2",14244711,14245822,1111,1390,1,14243711,14246822,561,21.9,3.7,1.8,14246627,14246789,"(7857712)","C","TE_00000329_LTR","LTR/Gypsy","(62)",1026,"861",107125,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G19750","CP087129.2",14256529,14257974,1445,1807.5,1,14255529,14258974,462,31.8,2.6,0.6,14255905,14256059,"(7848442)","C","AtSB4","SINE/tRNA","(1)",158,"1",107134,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G19750","CP087129.2",14256529,14257974,1445,1807.5,1,14255529,14258974,2242,24.7,9.2,4.2,14258872,14259975,"(7844526)","C","ATHILA4D_LTR","LTR/Ty3","(9)",1156,"1",107137,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G19770","CP087129.2",14264157,14265049,892,1116.25,1,14263157,14266049,1169,14.9,0.5,0.5,14265675,14265889,"(7838612)","C","ATCOPIA1LTR","LTR/Copia","(0)",215,"1",107138,""
"GCA_020911765.2_ASM2091176v2_genomic","AT4G19770","CP087129.2",14264157,14265049,892,1116.25,1,14263157,14266049,7551,6.1,0.5,0,14265890,14266836,"(7837665)","C","ATCOPIA1I","LTR/Copia","(0)",4709,"3758",107139,""
"GCA_020911765.2_ASM2091176v2_genomic","AT5G39330","CP087130.2",18907737,18909883,2146,2683.75,1,18906737,18910883,442,19.7,5.6,7.9,18907113,18907255,"(11247747)","+","HELITRON1","DNA/Helitron","5715",5854,"(9955)",133927,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G33220","CP087126.2",12066749,12067756,1007,1260,1,12065749,12068756,431,32.2,2.9,2.9,12065813,12066017,"(20572274)","+","ATLINEIII","LINE/unknown","4788",4992,"(416)",5372,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G33220","CP087126.2",12066749,12067756,1007,1260,1,12065749,12068756,267,20,1.3,2.6,12066088,12066164,"(20572127)","+","ATLINE1_3A","LINE/L1","2",77,"(253)",5373,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34792","CP087126.2",12788140,12788528,388,486.25,1,12787140,12789528,303,19.8,8.1,1.1,12788994,12789080,"(19849211)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5880,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34795","CP087126.2",12791521,12792008,487,610,2,12790521,12793008,271,20.9,8.1,1.1,12792375,12792461,"(19845830)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5882,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34800","CP087126.2",12794969,12795232,263,348.75,3,12793969,12796232,271,20.9,8.1,1.1,12795699,12795785,"(19842506)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5884,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34805","CP087126.2",12798369,12798647,278,348.75,4,12797369,12799647,271,20.9,8.1,1.1,12799114,12799200,"(19839091)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5886,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34810","CP087126.2",12801783,12802061,278,348.75,5,12800783,12803061,271,20.9,8.1,1.1,12802524,12802610,"(19835681)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5888,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34815","CP087126.2",12805194,12805472,278,348.75,6,12804194,12806472,249,22.1,8.1,1.1,12805939,12806025,"(19832266)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5890,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34820","CP087126.2",12808608,12808886,278,348.75,7,12807608,12809886,249,22.1,8.1,1.1,12809353,12809439,"(19828852)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5892,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34825","CP087126.2",12811913,12812393,480,605,8,12810913,12813393,287,20.9,8.1,1.1,12812767,12812853,"(19825438)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5894,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34830","CP087126.2",12815327,12815813,486,610,9,12814327,12816813,312,19.4,0,1.4,12816193,12816265,"(19822026)","+","TE_00001620_LTR","LTR/Gypsy","46",117,"(186)",5896,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34840","CP087126.2",12819344,12819562,218,330,10,12818344,12820562,2180,6.2,2.6,0.6,12818028,12818369,"(19819922)","+","ATREP11","DNA/Helitron","1",349,"(704)",5897,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34840","CP087126.2",12819344,12819562,218,330,10,12818344,12820562,1146,5.8,4.7,0,12818353,12818523,"(19819768)","+","ATREP11","DNA/Helitron","875",1053,"(0)",5898,"*"
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34840","CP087126.2",12819344,12819562,218,330,10,12818344,12820562,255,23.6,0,1.4,12820104,12820176,"(19818115)","+","TE_00001620_LTR","LTR/Gypsy","46",117,"(186)",5899,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34840","CP087126.2",12819344,12819562,218,330,10,12818344,12820562,263,19.7,0,9.8,12820277,12820366,"(19817925)","+","TE_00000689_LTR","LTR/Gypsy","254",335,"(94)",5900,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34795","CP087126.2",12788140,12788628,488,610,1,12787140,12789628,303,19.8,8.1,1.1,12788994,12789080,"(19849211)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5880,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34800","CP087126.2",12791630,12791908,278,348.75,2,12790630,12792908,271,20.9,8.1,1.1,12792375,12792461,"(19845830)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5882,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34825","CP087126.2",12808499,12808982,483,605,7,12807499,12809982,249,22.1,8.1,1.1,12809353,12809439,"(19828852)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5892,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34830","CP087126.2",12811913,12812400,487,610,8,12810913,12813400,287,20.9,8.1,1.1,12812767,12812853,"(19825438)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5894,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34840","CP087126.2",12815435,12815713,278,330,9,12814435,12816713,312,19.4,0,1.4,12816193,12816265,"(19822026)","+","TE_00001620_LTR","LTR/Gypsy","46",117,"(186)",5896,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34800","CP087126.2",12788250,12788528,278,348.75,1,12787250,12789528,303,19.8,8.1,1.1,12788994,12789080,"(19849211)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5880,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34825","CP087126.2",12805085,12805568,483,605,6,12804085,12806568,249,22.1,8.1,1.1,12805939,12806025,"(19832266)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5890,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34830","CP087126.2",12808499,12808986,487,610,7,12807499,12809986,249,22.1,8.1,1.1,12809353,12809439,"(19828852)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5892,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34840","CP087126.2",12812022,12812300,278,330,8,12811022,12813300,287,20.9,8.1,1.1,12812767,12812853,"(19825438)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5894,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34860","CP087126.2",12819344,12819622,278,348.75,10,12818344,12820622,2180,6.2,2.6,0.6,12818028,12818369,"(19819922)","+","ATREP11","DNA/Helitron","1",349,"(704)",5897,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34860","CP087126.2",12819344,12819622,278,348.75,10,12818344,12820622,1146,5.8,4.7,0,12818353,12818523,"(19819768)","+","ATREP11","DNA/Helitron","875",1053,"(0)",5898,"*"
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34860","CP087126.2",12819344,12819622,278,348.75,10,12818344,12820622,255,23.6,0,1.4,12820104,12820176,"(19818115)","+","TE_00001620_LTR","LTR/Gypsy","46",117,"(186)",5899,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34860","CP087126.2",12819344,12819622,278,348.75,10,12818344,12820622,263,19.7,0,9.8,12820277,12820366,"(19817925)","+","TE_00000689_LTR","LTR/Gypsy","254",335,"(94)",5900,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34825","CP087126.2",12801674,12802157,483,605,5,12800674,12803157,271,20.9,8.1,1.1,12802524,12802610,"(19835681)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5888,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34830","CP087126.2",12805085,12805572,487,610,6,12804085,12806572,249,22.1,8.1,1.1,12805939,12806025,"(19832266)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5890,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34825","CP087126.2",12798260,12798743,483,605,4,12797260,12799743,271,20.9,8.1,1.1,12799114,12799200,"(19839091)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5886,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34830","CP087126.2",12801674,12802161,487,610,5,12800674,12803161,271,20.9,8.1,1.1,12802524,12802610,"(19835681)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5888,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34825","CP087126.2",12794860,12795328,468,605,3,12793860,12796328,271,20.9,8.1,1.1,12795699,12795785,"(19842506)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5884,""
"GCA_020911765.2_ASM2091176v2_genomic","AT1G34830","CP087126.2",12798260,12798747,487,610,4,12797260,12799747,271,20.9,8.1,1.1,12799114,12799200,"(19839091)","+","TE_00001620_LTR","LTR/Gypsy","25",117,"(186)",5886,""
