"","assembly","gene","scaffold","start","end","length","max_length","copy"
"44","GCA_020911765.2_ASM2091176v2_genomic","AT1G19220","CP087126.2",6631352,6636802,5450,6813.75,1
"45","GCA_020911765.2_ASM2091176v2_genomic","AT5G01220","CP087130.2",89786,93360,3574,4468.75,1
"46","GCA_020911765.2_ASM2091176v2_genomic","AT1G02460","CP087126.2",508060,510865,2805,3507.5,1
"47","GCA_020911765.2_ASM2091176v2_genomic","AT1G04110","CP087126.2",1064915,1067427,2512,3141.25,1
"48","GCA_020911765.2_ASM2091176v2_genomic","AT4G01880","CP087129.2",993082,995355,2273,2842.5,1
"49","GCA_020911765.2_ASM2091176v2_genomic","AT2G24430","CP087127.2",13545333,13548461,3128,3911.25,1
"50","GCA_020911765.2_ASM2091176v2_genomic","AT5G47870","CP087130.2",22551127,22552628,1501,1877.5,1
"110","GCA_024498495.1_ASM2449849v1_genomic","AT2G27810","CP086745.1",11775716,11779986,4270,5322.5,1
"210","GCA_024498495.1_ASM2449849v1_genomic","AT5G40530","CP086748.1",17494155,17496022,1867,2313.75,1
"310","GCA_024498495.1_ASM2449849v1_genomic","AT3G26115","CP086746.1",9621283,9623512,2229,2787.5,1
"410","GCA_024498495.1_ASM2449849v1_genomic","AT1G26750","CP086744.1",9129809,9131226,1417,1772.5,1
"52","GCA_024498495.1_ASM2449849v1_genomic","AT4G17540","CP086747.1",11022116,11024123,2007,2493.75,1
"61","GCA_024498495.1_ASM2449849v1_genomic","AT4G23950","CP086747.1",13617653,13620153,2500,3126.25,1
"71","GCA_024498495.1_ASM2449849v1_genomic","AT2G38360","CP086745.1",15988503,15989781,1278,1598.75,1
"81","GCA_024498495.1_ASM2449849v1_genomic","AT3G11090","CP086746.1",3580618,3581544,926,1158.75,1
"91","GCA_024498495.1_ASM2449849v1_genomic","AT5G24890","CP086748.1",8567220,8568971,1751,2190,1
"101","GCA_024498495.1_ASM2449849v1_genomic","AT5G27970","CP086748.1",9986814,9998150,11336,14170,1
"111","GCA_024498495.1_ASM2449849v1_genomic","AT1G49590","CP086744.1",18819952,18821953,2001,2487.5,1
"121","GCA_024498495.1_ASM2449849v1_genomic","AT5G46910","CP086748.1",20233668,20238707,5039,6301.25,1
"131","GCA_024498495.1_ASM2449849v1_genomic","AT1G77300","CP086744.1",29739113,29748634,9521,11916.25,1
"141","GCA_024498495.1_ASM2449849v1_genomic","AT2G15560","CP086745.1",6688671,6690992,2321,2937.5,1
"151","GCA_024498495.1_ASM2449849v1_genomic","AT3G27310","CP086746.1",10155082,10157236,2154,2693.75,1
"161","GCA_024498495.1_ASM2449849v1_genomic","AT5G42950","CP086748.1",18491586,18498700,7114,8893.75,1
"171","GCA_024498495.1_ASM2449849v1_genomic","AT5G47380","CP086748.1",20406775,20410153,3378,4223.75,1
"181","GCA_024498495.1_ASM2449849v1_genomic","AT3G06035","CP086746.1",1865398,1866803,1405,1757.5,1
"191","GCA_024498495.1_ASM2449849v1_genomic","AT2G38310","CP086745.1",15969032,15970470,1438,1798.75,1
"201","GCA_024498495.1_ASM2449849v1_genomic","AT1G27460","CP086744.1",9411997,9415122,3125,3908.75,1
"211","GCA_024498495.1_ASM2449849v1_genomic","AT2G45320","CP086745.1",18587654,18589734,2080,2602.5,1
"221","GCA_024498495.1_ASM2449849v1_genomic","AT1G30480","CP086744.1",10753145,10755841,2696,3380,1
"231","GCA_024498495.1_ASM2449849v1_genomic","AT3G13840","CP086746.1",4640278,4642026,1748,2186.25,1
"241","GCA_024498495.1_ASM2449849v1_genomic","AT5G38520","CP086748.1",16649822,16651964,2142,2678.75,1
"251","GCA_024498495.1_ASM2449849v1_genomic","AT2G22260","CP086745.1",9374079,9376722,2643,3305,1
"261","GCA_024498495.1_ASM2449849v1_genomic","AT1G49470","CP086744.1",18775373,18776659,1286,1608.75,1
"271","GCA_024498495.1_ASM2449849v1_genomic","AT1G70560","CP086744.1",27290248,27293049,2801,3497.5,1
"281","GCA_024498495.1_ASM2449849v1_genomic","AT3G10985","CP086746.1",3548090,3549530,1440,1805,1
"291","GCA_024498495.1_ASM2449849v1_genomic","AT4G36390","CP086747.1",18588093,18590767,2674,3343.75,1
"301","GCA_024498495.1_ASM2449849v1_genomic","AT4G34270","CP086747.1",17789104,17791549,2445,3075,1
"311","GCA_024498495.1_ASM2449849v1_genomic","AT5G50000","CP086748.1",21510358,21513155,2797,3497.5,1
"321","GCA_024498495.1_ASM2449849v1_genomic","AT1G30580","CP086744.1",10795576,10799536,3960,4953.75,1
"331","GCA_024498495.1_ASM2449849v1_genomic","AT1G20070","CP086744.1",6951567,6952723,1156,1446.25,1
"341","GCA_024498495.1_ASM2449849v1_genomic","AT3G25440","CP086746.1",9312947,9314765,1818,2273.75,1
"351","GCA_024498495.1_ASM2449849v1_genomic","AT5G43680","CP086748.1",18806530,18808179,1649,2321.25,1
"361","GCA_024498495.1_ASM2449849v1_genomic","AT1G67320","CP086744.1",25776177,25779999,3822,4778.75,1
"371","GCA_024498495.1_ASM2449849v1_genomic","AT2G44950","CP086745.1",18449821,18456298,6477,8097.5,1
"381","GCA_024498495.1_ASM2449849v1_genomic","AT5G24520","CP086748.1",8372456,8374986,2530,3163.75,1
"391","GCA_024498495.1_ASM2449849v1_genomic","AT5G56890","CP086748.1",24157004,24162587,5583,6991.25,1
"401","GCA_024498495.1_ASM2449849v1_genomic","AT1G24460","CP086744.1",8630001,8636776,6775,8472.5,1
"411","GCA_024498495.1_ASM2449849v1_genomic","AT2G28800","CP086745.1",12280581,12283815,3234,4060,1
"421","GCA_024498495.1_ASM2449849v1_genomic","AT5G13940","CP086748.1",4479662,4485159,5497,6863.75,1
"451","GCA_024498495.1_ASM2449849v1_genomic","AT1G19220","CP086744.1",6608862,6614300,5438,6813.75,1
"461","GCA_024498495.1_ASM2449849v1_genomic","AT5G01220","CP086748.1",83302,86876,3574,4468.75,1
"471","GCA_024498495.1_ASM2449849v1_genomic","AT1G02460","CP086744.1",504997,507786,2789,3507.5,1
"481","GCA_024498495.1_ASM2449849v1_genomic","AT1G04110","CP086744.1",1070487,1072999,2512,3141.25,1
"491","GCA_024498495.1_ASM2449849v1_genomic","AT4G01880","CP086747.1",830636,832902,2266,2842.5,1
"501","GCA_024498495.1_ASM2449849v1_genomic","AT2G24430","CP086745.1",10301028,10304152,3124,3911.25,1
"51","GCA_024498495.1_ASM2449849v1_genomic","AT5G47870","CP086748.1",20562670,20564170,1500,1877.5,1
"112","GCA_025388435.1_AtA1-141.20181003_genomic","AT2G27810","CM046289.1",11649036,11653303,4267,5322.5,1
"212","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G40530","CM046292.1",15877777,15879644,1867,2313.75,1
"312","GCA_025388435.1_AtA1-141.20181003_genomic","AT3G26115","CM046290.1",9557274,9559503,2229,2787.5,1
"412","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G26750","CM046288.1",9087101,9088516,1415,1772.5,1
"53","GCA_025388435.1_AtA1-141.20181003_genomic","AT4G17540","CM046291.1",10029555,10031549,1994,2493.75,1
"62","GCA_025388435.1_AtA1-141.20181003_genomic","AT4G23950","CM046291.1",12584118,12586618,2500,3126.25,1
"72","GCA_025388435.1_AtA1-141.20181003_genomic","AT2G38360","CM046289.1",15901291,15902569,1278,1598.75,1
"82","GCA_025388435.1_AtA1-141.20181003_genomic","AT3G11090","CM046290.1",3511208,3512134,926,1158.75,1
"92","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G24890","CM046292.1",8553295,8555045,1750,2190,1
"102","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G27970","CM046292.1",10000483,10011816,11333,14170,1
"113","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G49590","CM046288.1",17663623,17665612,1989,2487.5,1
"122","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G46910","CM046292.1",18661480,18666513,5033,6301.25,1
"132","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G77300","CM046288.1",28249171,28258688,9517,11916.25,1
"142","GCA_025388435.1_AtA1-141.20181003_genomic","AT2G15560","CM046289.1",6545370,6547690,2320,2937.5,1
"152","GCA_025388435.1_AtA1-141.20181003_genomic","AT3G27310","CM046290.1",10111150,10113303,2153,2693.75,1
"162","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G42950","CM046292.1",16885087,16892206,7119,8893.75,1
"172","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G47380","CM046292.1",18840029,18843407,3378,4223.75,1
"182","GCA_025388435.1_AtA1-141.20181003_genomic","AT3G06035","CM046290.1",1856941,1858347,1406,1757.5,1
"192","GCA_025388435.1_AtA1-141.20181003_genomic","AT2G38310","CM046289.1",15881823,15883261,1438,1798.75,1
"202","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G27460","CM046288.1",9387504,9390630,3126,3908.75,1
"213","GCA_025388435.1_AtA1-141.20181003_genomic","AT2G45320","CM046289.1",18504026,18506107,2081,2602.5,1
"222","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G30480","CM046288.1",10641032,10643700,2668,3380,1
"232","GCA_025388435.1_AtA1-141.20181003_genomic","AT3G13840","CM046290.1",4578724,4580472,1748,2186.25,1
"242","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G38520","CM046292.1",15079253,15081378,2125,2678.75,1
"252","GCA_025388435.1_AtA1-141.20181003_genomic","AT2G22260","CM046289.1",9289210,9291853,2643,3305,1
"262","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G70560","CM046288.1",25792948,25795746,2798,3497.5,1
"272","GCA_025388435.1_AtA1-141.20181003_genomic","AT3G10985","CM046290.1",3478617,3480052,1435,1805,1
"282","GCA_025388435.1_AtA1-141.20181003_genomic","AT4G36390","CM046291.1",17341704,17344378,2674,3343.75,1
"292","GCA_025388435.1_AtA1-141.20181003_genomic","AT4G34270","CM046291.1",16522329,16524767,2438,3075,1
"302","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G50000","CM046292.1",19973724,19976521,2797,3497.5,1
"313","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G30580","CM046288.1",10681780,10685739,3959,4953.75,1
"322","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G20070","CM046288.1",6911821,6912977,1156,1446.25,1
"332","GCA_025388435.1_AtA1-141.20181003_genomic","AT3G25440","CM046290.1",9239969,9241787,1818,2273.75,1
"342","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G43680","CM046292.1",17192286,17194127,1841,2321.25,1
"352","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G67320","CM046288.1",24393452,24397274,3822,4778.75,1
"362","GCA_025388435.1_AtA1-141.20181003_genomic","AT2G44950","CM046289.1",18365050,18371527,6477,8097.5,1
"372","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G24520","CM046292.1",8366280,8368810,2530,3163.75,1
"382","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G56890","CM046292.1",22604274,22609864,5590,6991.25,1
"392","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G24460","CM046288.1",8571248,8578023,6775,8472.5,1
"402","GCA_025388435.1_AtA1-141.20181003_genomic","AT2G28800","CM046289.1",12157648,12160894,3246,4060,1
"413","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G13940","CM046292.1",4486718,4492229,5511,6863.75,1
"431","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G19220","CM046288.1",6581969,6587401,5432,6813.75,1
"441","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G01220","CM046292.1",77739,81312,3573,4468.75,1
"452","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G02460","CM046288.1",492231,495043,2812,3507.5,1
"462","GCA_025388435.1_AtA1-141.20181003_genomic","AT1G04110","CM046288.1",1050726,1053238,2512,3141.25,1
"472","GCA_025388435.1_AtA1-141.20181003_genomic","AT4G01880","CM046291.1",833949,836221,2272,2842.5,1
"482","GCA_025388435.1_AtA1-141.20181003_genomic","AT2G24430","CM046289.1",10209126,10212238,3112,3911.25,1
"492","GCA_025388435.1_AtA1-141.20181003_genomic","AT5G47870","CM046292.1",19003146,19004648,1502,1877.5,1
"114","GCA_036926925.1_ASM3692692v1_genomic","AT2G27810","CM072658.1",14369461,14373718,4257,5322.5,1
"214","GCA_036926925.1_ASM3692692v1_genomic","AT5G40530","CM072661.1",20359033,20360900,1867,2313.75,1
"314","GCA_036926925.1_ASM3692692v1_genomic","AT3G26115","CM072659.1",9530147,9532376,2229,2787.5,1
"414","GCA_036926925.1_ASM3692692v1_genomic","AT1G26750","CM072657.1",9186496,9187913,1417,1772.5,1
"54","GCA_036926925.1_ASM3692692v1_genomic","AT4G17540","CM072660.1",11749860,11751854,1994,2493.75,1
"63","GCA_036926925.1_ASM3692692v1_genomic","AT4G23950","CM072660.1",14418243,14420743,2500,3126.25,1
"73","GCA_036926925.1_ASM3692692v1_genomic","AT2G38360","CM072658.1",18570259,18571538,1279,1598.75,1
"83","GCA_036926925.1_ASM3692692v1_genomic","AT3G11090","CM072659.1",3477862,3478788,926,1158.75,1
"93","GCA_036926925.1_ASM3692692v1_genomic","AT5G24890","CM072661.1",8632629,8634377,1748,2190,1
"103","GCA_036926925.1_ASM3692692v1_genomic","AT5G27970","CM072661.1",10068796,10080133,11337,14170,1
"115","GCA_036926925.1_ASM3692692v1_genomic","AT1G49590","CM072657.1",20234243,20236232,1989,2487.5,1
"123","GCA_036926925.1_ASM3692692v1_genomic","AT5G46910","CM072661.1",23175828,23180868,5040,6301.25,1
"133","GCA_036926925.1_ASM3692692v1_genomic","AT1G77300","CM072657.1",30945607,30955068,9461,11916.25,1
"143","GCA_036926925.1_ASM3692692v1_genomic","AT2G15560","CM072658.1",9294021,9296342,2321,2937.5,1
"153","GCA_036926925.1_ASM3692692v1_genomic","AT3G27310","CM072659.1",10084716,10086870,2154,2693.75,1
"163","GCA_036926925.1_ASM3692692v1_genomic","AT5G42950","CM072661.1",21360080,21367186,7106,8893.75,1
"173","GCA_036926925.1_ASM3692692v1_genomic","AT5G47380","CM072661.1",23349067,23352445,3378,4223.75,1
"183","GCA_036926925.1_ASM3692692v1_genomic","AT3G06035","CM072659.1",1828518,1829920,1402,1757.5,1
"193","GCA_036926925.1_ASM3692692v1_genomic","AT2G38310","CM072658.1",18550799,18552234,1435,1798.75,1
"203","GCA_036926925.1_ASM3692692v1_genomic","AT2G21100","CM072658.1",11538130,11539404,1274,1592.5,1
"215","GCA_036926925.1_ASM3692692v1_genomic","AT1G27460","CM072657.1",9465547,9468672,3125,3908.75,1
"223","GCA_036926925.1_ASM3692692v1_genomic","AT2G45320","CM072658.1",21181506,21183585,2079,2602.5,1
"233","GCA_036926925.1_ASM3692692v1_genomic","AT1G30480","CM072657.1",10749736,10752424,2688,3380,1
"243","GCA_036926925.1_ASM3692692v1_genomic","AT3G13840","CM072659.1",4544887,4546635,1748,2186.25,1
"253","GCA_036926925.1_ASM3692692v1_genomic","AT5G38520","CM072661.1",19536437,19538579,2142,2678.75,1
"263","GCA_036926925.1_ASM3692692v1_genomic","AT2G22260","CM072658.1",11974415,11977058,2643,3305,1
"273","GCA_036926925.1_ASM3692692v1_genomic","AT1G49470","CM072657.1",20189955,20191241,1286,1608.75,1
"283","GCA_036926925.1_ASM3692692v1_genomic","AT1G70560","CM072657.1",28469810,28472607,2797,3497.5,1
"293","GCA_036926925.1_ASM3692692v1_genomic","AT3G10985","CM072659.1",3444731,3446123,1392,1805,1
"303","GCA_036926925.1_ASM3692692v1_genomic","AT4G36390","CM072660.1",19208660,19211334,2674,3343.75,1
"315","GCA_036926925.1_ASM3692692v1_genomic","AT4G34270","CM072660.1",18418249,18420694,2445,3075,1
"323","GCA_036926925.1_ASM3692692v1_genomic","AT5G50000","CM072661.1",24470970,24473767,2797,3497.5,1
"333","GCA_036926925.1_ASM3692692v1_genomic","AT1G30580","CM072657.1",10790461,10794421,3960,4953.75,1
"343","GCA_036926925.1_ASM3692692v1_genomic","AT1G20070","CM072657.1",6993186,6994342,1156,1446.25,1
"353","GCA_036926925.1_ASM3692692v1_genomic","AT3G25440","CM072659.1",9218856,9220672,1816,2273.75,1
"363","GCA_036926925.1_ASM3692692v1_genomic","AT5G43680","CM072661.1",21664921,21666582,1661,2321.25,1
"373","GCA_036926925.1_ASM3692692v1_genomic","AT1G67320","CM072657.1",27079231,27083053,3822,4778.75,1
"383","GCA_036926925.1_ASM3692692v1_genomic","AT2G44950","CM072658.1",21043582,21050059,6477,8097.5,1
"393","GCA_036926925.1_ASM3692692v1_genomic","AT5G24520","CM072661.1",8442411,8444941,2530,3163.75,1
"403","GCA_036926925.1_ASM3692692v1_genomic","AT5G56890","CM072661.1",27114737,27120329,5592,6991.25,1
"415","GCA_036926925.1_ASM3692692v1_genomic","AT1G24460","CM072657.1",8687549,8694327,6778,8472.5,1
"422","GCA_036926925.1_ASM3692692v1_genomic","AT2G28800","CM072658.1",14876177,14879424,3247,4060,1
"432","GCA_036926925.1_ASM3692692v1_genomic","AT5G13940","CM072661.1",4530289,4535801,5512,6863.75,1
"453","GCA_036926925.1_ASM3692692v1_genomic","AT1G19220","CM072657.1",6666252,6671694,5442,6813.75,1
"463","GCA_036926925.1_ASM3692692v1_genomic","AT5G01220","CM072661.1",82431,86006,3575,4468.75,1
"473","GCA_036926925.1_ASM3692692v1_genomic","AT1G02460","CM072657.1",510636,513441,2805,3507.5,1
"483","GCA_036926925.1_ASM3692692v1_genomic","AT1G04110","CM072657.1",1073676,1076188,2512,3141.25,1
"493","GCA_036926925.1_ASM3692692v1_genomic","AT4G01880","CM072660.1",816293,818566,2273,2842.5,1
"502","GCA_036926925.1_ASM3692692v1_genomic","AT2G24430","CM072658.1",12884537,12887643,3106,3911.25,1
"511","GCA_036926925.1_ASM3692692v1_genomic","AT5G47870","CM072661.1",23512114,23513615,1501,1877.5,1
"116","GCA_036926965.1_ASM3692696v1_genomic","AT2G27810","CM072638.1",13792394,13796665,4271,5322.5,1
"216","GCA_036926965.1_ASM3692696v1_genomic","AT5G40530","CM072641.1",17844830,17846697,1867,2313.75,1
"316","GCA_036926965.1_ASM3692696v1_genomic","AT3G26115","CM072639.1",9604662,9606891,2229,2787.5,1
"416","GCA_036926965.1_ASM3692696v1_genomic","AT1G26750","CM072637.1",9119694,9121111,1417,1772.5,1
"55","GCA_036926965.1_ASM3692696v1_genomic","AT4G17540","CM072640.1",11640780,11642773,1993,2493.75,1
"64","GCA_036926965.1_ASM3692696v1_genomic","AT4G23950","CM072640.1",14213204,14215704,2500,3126.25,1
"74","GCA_036926965.1_ASM3692696v1_genomic","AT2G38360","CM072638.1",18019003,18020281,1278,1598.75,1
"84","GCA_036926965.1_ASM3692696v1_genomic","AT3G11090","CM072639.1",3532117,3533043,926,1158.75,1
"94","GCA_036926965.1_ASM3692696v1_genomic","AT5G24890","CM072641.1",8586227,8587975,1748,2190,1
"104","GCA_036926965.1_ASM3692696v1_genomic","AT5G27970","CM072641.1",10000721,10012058,11337,14170,1
"117","GCA_036926965.1_ASM3692696v1_genomic","AT1G49590","CM072637.1",19995430,19997419,1989,2487.5,1
"124","GCA_036926965.1_ASM3692696v1_genomic","AT5G46910","CM072641.1",20612424,20617463,5039,6301.25,1
"134","GCA_036926965.1_ASM3692696v1_genomic","AT1G77300","CM072637.1",30663842,30673362,9520,11916.25,1
"144","GCA_036926965.1_ASM3692696v1_genomic","AT2G15560","CM072638.1",8725905,8728226,2321,2937.5,1
"154","GCA_036926965.1_ASM3692696v1_genomic","AT3G27310","CM072639.1",10140596,10142750,2154,2693.75,1
"164","GCA_036926965.1_ASM3692696v1_genomic","AT5G42950","CM072641.1",18840389,18847503,7114,8893.75,1
"174","GCA_036926965.1_ASM3692696v1_genomic","AT5G47380","CM072641.1",20788881,20792259,3378,4223.75,1
"184","GCA_036926965.1_ASM3692696v1_genomic","AT3G06035","CM072639.1",1858759,1860165,1406,1757.5,1
"194","GCA_036926965.1_ASM3692696v1_genomic","AT2G38310","CM072638.1",17999502,18000940,1438,1798.75,1
"204","GCA_036926965.1_ASM3692696v1_genomic","AT1G27460","CM072637.1",9400746,9403872,3126,3908.75,1
"217","GCA_036926965.1_ASM3692696v1_genomic","AT2G45320","CM072638.1",20620045,20622127,2082,2602.5,1
"224","GCA_036926965.1_ASM3692696v1_genomic","AT1G30480","CM072637.1",10647202,10649801,2599,3380,1
"234","GCA_036926965.1_ASM3692696v1_genomic","AT3G13840","CM072639.1",4598379,4600127,1748,2186.25,1
"244","GCA_036926965.1_ASM3692696v1_genomic","AT5G38520","CM072641.1",17046364,17048516,2152,2678.75,1
"254","GCA_036926965.1_ASM3692696v1_genomic","AT2G22260","CM072638.1",11432122,11434765,2643,3305,1
"264","GCA_036926965.1_ASM3692696v1_genomic","AT1G49470","CM072637.1",19952707,19953993,1286,1608.75,1
"274","GCA_036926965.1_ASM3692696v1_genomic","AT1G70560","CM072637.1",28225811,28228605,2794,3497.5,1
"284","GCA_036926965.1_ASM3692696v1_genomic","AT3G10985","CM072639.1",3494768,3496184,1416,1805,1
"294","GCA_036926965.1_ASM3692696v1_genomic","AT4G36390","CM072640.1",19075127,19077801,2674,3343.75,1
"304","GCA_036926965.1_ASM3692696v1_genomic","AT4G34270","CM072640.1",18282316,18284761,2445,3075,1
"317","GCA_036926965.1_ASM3692696v1_genomic","AT5G50000","CM072641.1",21931226,21934024,2798,3497.5,1
"324","GCA_036926965.1_ASM3692696v1_genomic","AT1G30580","CM072637.1",10687870,10691827,3957,4953.75,1
"334","GCA_036926965.1_ASM3692696v1_genomic","AT1G20070","CM072637.1",6928710,6929866,1156,1446.25,1
"344","GCA_036926965.1_ASM3692696v1_genomic","AT3G25440","CM072639.1",9292467,9294272,1805,2273.75,1
"354","GCA_036926965.1_ASM3692696v1_genomic","AT5G43680","CM072641.1",19147172,19149017,1845,2321.25,1
"364","GCA_036926965.1_ASM3692696v1_genomic","AT1G67320","CM072637.1",26815707,26819529,3822,4778.75,1
"374","GCA_036926965.1_ASM3692696v1_genomic","AT2G44950","CM072638.1",20480812,20487289,6477,8097.5,1
"384","GCA_036926965.1_ASM3692696v1_genomic","AT5G24520","CM072641.1",8391954,8394484,2530,3163.75,1
"394","GCA_036926965.1_ASM3692696v1_genomic","AT5G56890","CM072641.1",24572010,24577599,5589,6991.25,1
"404","GCA_036926965.1_ASM3692696v1_genomic","AT1G24460","CM072637.1",8620946,8627721,6775,8472.5,1
"417","GCA_036926965.1_ASM3692696v1_genomic","AT2G28800","CM072638.1",14295408,14298655,3247,4060,1
"423","GCA_036926965.1_ASM3692696v1_genomic","AT5G13940","CM072641.1",4523862,4529352,5490,6863.75,1
"454","GCA_036926965.1_ASM3692696v1_genomic","AT1G19220","CM072637.1",6601799,6607241,5442,6813.75,1
