"family_id","mean_copy","sd_copy","n_states"
"OG0000452",0.984962406015038,0.122162485315295,2
"OG0000473",9.70676691729323,0.877167919441451,5
"OG0000500",14.406015037594,2.64012624234708,13
"OG0000501",1.99248120300752,0.0867109969524119,2
"OG0000503",1.78947368421053,0.409223795535567,2
"OG0000504",8.84962406015038,0.398790607346302,3
"OG0000510",7.14285714285714,1.29183248481805,6
"OG0000513",3.92481203007519,0.291912713977061,3
"OG0000534",4.86466165413534,0.440074974452839,3
"OG0000535",1.66165413533835,0.474935690145977,2
"OG0000546",6.99248120300752,0.086710996952412,2
"OG0000589",0.676691729323308,0.469507675421352,2
"OG0000594",1.74436090225564,0.437869070965592,2
"OG0000598",2.98496240601504,0.122162485315295,2
"OG0000601",17.2406015037594,5.96981088977655,28
"OG0000618",2.98496240601504,0.122162485315295,2
"OG0000620",2.54887218045113,0.621169051961018,3
"OG0000639",1.93984962406015,0.23866416420647,2
"OG0000679",9.3984962406015,0.673523633744973,4
"OG0000692",7.58646616541353,0.552238139629726,3
"OG0000725",0.992481203007519,0.086710996952412,2
"OG0000728",4.47368421052632,0.584897651865602,4
"OG0000731",6.71428571428571,0.453461911992292,2
"OG0000736",8.06015037593985,1.36381482845241,7
"OG0000739",11.015037593985,1.32564999726272,8
"OG0000761",5.33834586466165,1.59491245150204,3
"OG0000817",0.75187969924812,0.43355498476206,2
"OG0000822",1.98496240601504,0.122162485315295,2
"OG0000862",0.827067669172932,0.379618592391394,2
"OG0000887",0.992481203007519,0.086710996952412,2
"OG0000893",0.902255639097744,0.298091445551766,2
"OG0000907",4.93984962406015,0.23866416420647,2
"OG0000913",3.99248120300752,0.086710996952412,2
"OG0000949",20.3082706766917,1.57720721303377,8
"OG0000962",4.96240601503759,0.227170175085538,3
"OG0001019",4.00751879699248,0.0867109969524119,2
"OG0001038",6.56390977443609,1.39454230277246,6
"OG0001079",0.646616541353384,0.479827758266546,2
"OG0001115",3.97744360902256,0.149045722775883,2
"OG0001127",2.1203007518797,0.628099514226972,3
"OG0001135",0.977443609022556,0.149045722775883,2
"OG0001136",4.90977443609023,0.287587842088801,2
"OG0001139",2.95488721804511,0.208336181343031,2
"OG0001196",0.781954887218045,0.414479335023522,2
"OG0001202",3.99248120300752,0.0867109969524119,2
"OG0001349",5.93984962406015,0.23866416420647,2
"OG0001363",0.992481203007519,0.0867109969524119,2
"OG0001395",1.96240601503759,0.190931331365176,2
"OG0001398",0.165413533834587,0.372958100007095,2
"OG0001408",1.99248120300752,0.0867109969524119,2
"OG0001688",6.86466165413534,0.488999517989755,4
"OG0001769",2.99248120300752,0.0867109969524119,2
"OG0001820",6.81203007518797,0.77018667493027,5
"OG0001885",6.93233082706767,0.330185639286413,3
"OG0001893",0.909774436090226,0.287587842088801,2
"OG0001918",0.233082706766917,0.424392936227608,2
"OG0001927",1.93984962406015,0.587230253950833,4
"OG0001929",2.80451127819549,0.468049573529268,4
"OG0002370",2.90225563909774,0.441496450689864,3
"OG0002742",4.33082706766917,0.472289788276515,2
"OG0002829",1.87218045112782,0.483258100225054,3
"OG0002883",4.70676691729323,2.72691954878832,7
"OG0002891",2.81954887218045,0.64941216386688,3
"OG0002892",4.7593984962406,0.446372176889142,3
"OG0002893",1.7218045112782,0.631896897260442,3
"OG0002919",1.98496240601504,0.122162485315295,2
"OG0003687",1.92481203007519,0.264691362590354,2
"OG0003730",1.98496240601504,0.122162485315295,2
"OG0003808",0.654135338345865,0.47744764558226,2
"OG0003820",1.80451127819549,0.416672362686061,3
