family_id	assembly	assembly_short	gene	scaffold_raw	scaffold_full	scaffold_key	start	end	length	max_length	copy_tt	copy_extract_idx	copy_header_idx	copy_header	copy_seq_len	copy_fasta	ref_header	ref_seq_len	ref_fasta	n_scaffold_full_for_key	tt_file	match_status	scaffold	copy	tt_row_order	tt_id	parse_ok	copy_id
OG0000007	KN006_v1	KN006_v1	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2482170	2483397	1227	1570.0	1	1	1	AL3G16620_KN006_v1_scaffold_3_copy_1	1718	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	11	10	True	10
OG0000007	MN47_mabs_v3	MN47_mabs_v3	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2429193	2430469	1276	1570.0	1	1	1	AL3G16620_MN47_mabs_v3_scaffold_3_copy_1	1787	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	12	11	True	11
OG0000007	MN47_v4	MN47_v4	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2429193	2430469	1276	1570.0	1	1	1	AL3G16620_MN47_v4_scaffold_3_copy_1	1787	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	13	12	True	12
OG0000007	Nla	Nla	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2225443	2226695	1252	1570.0	1	1	1	AL3G16620_Nla_scaffold_3_copy_1	1753	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	14	13	True	13
OG0000007	NT1_v2	NT1_v2	AL3G16620	scaffold_3	scaffold_3	scaffold_3	2291644	2292921	1277	1570.0	1	1	1	AL3G16620_NT1_v2_scaffold_3_copy_1	1788	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3	1	15	14	True	14
OG0000007	NT12_v2	NT12_v2	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2487944	2489220	1276	1570.0	1	1	1	AL3G16620_NT12_v2_scaffold_3_copy_1	1787	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	16	15	True	15
OG0000007	NT8_v2_fix	NT8_v2_fix	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2620668	2621947	1279	1570.0	1	1	1	AL3G16620_NT8_v2_fix_scaffold_3_copy_1	1791	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	17	16	True	16
OG0000007	NT9_v2	NT9_v2	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2482278	2483558	1280	1570.0	1	1	1	AL3G16620_NT9_v2_scaffold_3_copy_1	1793	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	18	17	True	17
OG0000007	PU6_v3_fin	PU6_v3_fin	AL3G16620	scaffold_3	scaffold_3	scaffold_3	2545279	2545966	687	1570.0	1	1	1	AL3G16620_PU6_v3_fin_scaffold_3_copy_1	962	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3	1	19	18	True	18
OG0000007	TE11_v2	TE11_v2	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2465633	2466875	1242	1570.0	1	1	1	AL3G16620_TE11_v2_scaffold_3_copy_1	1739	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	20	19	True	19
OG0000007	TE4_v1	TE4_v1	AL3G16620	scaffold_3_RagTag:1-25320414	scaffold_3	scaffold_3	2530639	2531881	1242	1570.0	1	1	1	AL3G16620_TE4_v1_scaffold_3_copy_1	1739	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag:1-25320414	1	21	20	True	20
OG0000007	TE8_v1	TE8_v1	AL3G16620	scaffold_3_RagTag:1-26654334	scaffold_3	scaffold_3	2527385	2528627	1242	1570.0	1	1	1	AL3G16620_TE8_v1_scaffold_3_copy_1	1739	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag:1-26654334	1	22	21	True	21
OG0000007	WS1_v2_s	WS1_v2_s	AL3G16620	scaffold_3_RagTag	scaffold_3	scaffold_3	2476330	2477487	1157	1570.0	1	1	1	AL3G16620_WS1_v2_s_scaffold_3_copy_1	1620	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000007_all_genes_v1.fasta	AL3G16620	1256	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000007.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000007_pseu_dup_rem_v1.txt	strict_match	scaffold_3_RagTag	1	23	22	True	22
OG0000009	73_3a	73_3a	AL1G65610	scaffold_2_RagTag	scaffold_2	scaffold_2	7449851	7451626	1775	2231.25	1	1	1	AL1G65610_73_3a_scaffold_2_copy_1	2486	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL1G65610	1785	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_2_RagTag	1	1	0	True	0
OG0000009	73_3a	73_3a	AL4G20070	scaffold_4_RagTag	scaffold_4	scaffold_4	10726522	10728330	1808	2277.5	1	1	1	AL4G20070_73_3a_scaffold_4_copy_1	2532	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL4G20070	1822	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_4_RagTag	1	2	1	True	21
OG0000009	73_3a	73_3a	AL5G15900	scaffold_5_RagTag	scaffold_5	scaffold_5	2547895	2549044	1149	2867.5	1	1	1	AL5G15900_73_3a_scaffold_5_copy_1	1609	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL5G15900	2294	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_5_RagTag	1	3	2	True	42
OG0000009	73_3a	73_3a	AL5G15910	scaffold_5_RagTag	scaffold_5	scaffold_5	2552218	2554438	2220	2510.0	1	1	1	AL5G15910_73_3a_scaffold_5_copy_1	3109	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL5G15910	2008	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_5_RagTag	1	4	3	True	59
OG0000009	73_3a	73_3a	AL5G28540	scaffold_5_RagTag	scaffold_5	scaffold_5	15814240	15815842	1602	2505.0	1	1	1	AL5G28540_73_3a_scaffold_5_copy_1	2243	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL5G28540	2004	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_5_RagTag	1	5	4	True	80
OG0000009	73_3a	73_3a	AL5G28950	scaffold_5_RagTag	scaffold_5	scaffold_5	15999443	16001386	1943	2418.75	1	1	1	AL5G28950_73_3a_scaffold_5_copy_1	2721	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL5G28950	1935	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_5_RagTag	1	6	5	True	99
OG0000009	73_3a	73_3a	AL5G30872	scaffold_5_RagTag	scaffold_5	scaffold_5	16770135	16771599	1464	1838.75	1	1	1	AL5G30872_73_3a_scaffold_5_copy_1	2050	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL5G30872	1471	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_5_RagTag	1	7	6	True	121
OG0000009	73_3a	73_3a	AL5G31970	scaffold_5_RagTag	scaffold_5	scaffold_5	17174085	17175936	1851	2315.0	1	1	1	AL5G31970_73_3a_scaffold_5_copy_1	2592	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL5G31970	1852	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_5_RagTag	1	8	7	True	142
OG0000009	73_3a	73_3a	AL6G44330	scaffold_6_RagTag	scaffold_6	scaffold_6	19041389	19042996	1607	1985.0	1	1	1	AL6G44330_73_3a_scaffold_6_copy_1	2250	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL6G44330	1588	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_6_RagTag	1	9	8	True	164
OG0000009	73_3a	73_3a	AL7G26600	scaffold_7_RagTag	scaffold_7	scaffold_7	6657260	6659099	1839	2338.75	1	1	1	AL7G26600_73_3a_scaffold_7_copy_1	2575	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL7G26600	1871	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_7_RagTag	1	10	9	True	181
OG0000009	73_3a	73_3a	AL7G51940	scaffold_7_RagTag	scaffold_7	scaffold_7	22516462	22518598	2136	2488.75	1	1	1	AL7G51940_73_3a_scaffold_7_copy_1	2991	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL7G51940	1991	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_7_RagTag	1	11	10	True	203
OG0000009	73_3a	73_3a	AL7G51960	scaffold_5_RagTag	scaffold_5	scaffold_5	6928017	6935120	7103	7571.25	1	1	1	AL7G51960_73_3a_scaffold_5_copy_1	9945	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL7G51960	6057	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_5_RagTag	1	12	11	True	225
OG0000009	73_3a	73_3a	AL7G52000	scaffold_7_RagTag	scaffold_7	scaffold_7	22482559	22485095	2536	2848.75	1	1	1	AL7G52000_73_3a_scaffold_7_copy_1	3551	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL7G52000	2279	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_7_RagTag	1	13	12	True	247
OG0000009	73_3a	73_3a	AL7G52020	scaffold_7_RagTag	scaffold_7	scaffold_7	22471189	22472650	1461	1828.75	1	1	1	AL7G52020_73_3a_scaffold_7_copy_1	2046	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL7G52020	1463	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_7_RagTag	1	14	13	True	268
OG0000009	73_3a	73_3a	AL8G17190	scaffold_8_RagTag	scaffold_8	scaffold_8	4054086	4056009	1923	3861.25	1	1	1	AL8G17190_73_3a_scaffold_8_copy_1	2693	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL8G17190	3089	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_8_RagTag	1	15	14	True	290
OG0000009	73_3a	73_3a	AL8G32200	scaffold_8_RagTag	scaffold_8	scaffold_8	17351878	17353688	1810	2390.0	1	1	1	AL8G32200_73_3a_scaffold_8_copy_1	2535	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL8G32200	1912	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_8_RagTag	1	16	15	True	312
OG0000009	73_3a	73_3a	AL8G32500	scaffold_8_RagTag	scaffold_8	scaffold_8	17492952	17498019	5067	6513.75	1	1	1	AL8G32500_73_3a_scaffold_8_copy_1	7094	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL8G32500	5211	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_8_RagTag	1	17	16	True	333
OG0000009	73_3a	73_3a	AL8G32520	scaffold_8_RagTag	scaffold_8	scaffold_8	17503995	17507406	3411	5156.25	1	1	1	AL8G32520_73_3a_scaffold_8_copy_1	4776	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL8G32520	4125	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_8_RagTag	1	18	17	True	355
OG0000009	73_3a	73_3a	AL8G40480	scaffold_8_RagTag	scaffold_8	scaffold_8	20661993	20663384	1391	2265.0	1	1	1	AL8G40480_73_3a_scaffold_8_copy_1	1948	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL8G40480	1812	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_8_RagTag	1	19	18	True	380
OG0000009	73_3a	73_3a	AL8G41770	scaffold_8_RagTag	scaffold_8	scaffold_8	21139285	21140845	1560	1951.25	1	1	1	AL8G41770_73_3a_scaffold_8_copy_1	2185	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL8G41770	1561	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_8_RagTag	1	20	19	True	402
OG0000009	AL08_v2_f	AL08_v2_f	AL1G65610	scaffold_2_RagTag	scaffold_2	scaffold_2	6523655	6525440	1785	2231.25	1	1	1	AL1G65610_AL08_v2_f_scaffold_2_copy_1	2500	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL1G65610	1785	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_2_RagTag	1	21	20	True	1
OG0000009	AL08_v2_f	AL08_v2_f	AL4G20070	scaffold_4_RagTag	scaffold_4	scaffold_4	9793317	9795143	1826	2277.5	1	1	1	AL4G20070_AL08_v2_f_scaffold_4_copy_1	2557	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL4G20070	1822	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_4_RagTag	1	22	21	True	22
OG0000009	AL08_v2_f	AL08_v2_f	AL5G15910	scaffold_5_RagTag	scaffold_5	scaffold_5	2630437	2632576	2139	2510.0	1	1	1	AL5G15910_AL08_v2_f_scaffold_5_copy_1	2995	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/sequences/OG0000009_all_genes_v1.fasta	AL5G15910	2008	/home/pkaru/hpc-project/CNV/ANN/231/AL/refseq/OG0000009.fasta	1	/home/pkaru/hpc-project/CNV/ANN/231/AL/blast1/dup_remd/OG0000009_pseu_dup_rem_v1.txt	strict_match	scaffold_5_RagTag	1	23	22	True	60
