family_id	p_value	mean_sp1	mean_sp2	logFC	FDR	var_copy_AL	var_copy_AT	cv_AL	cv_AT	between_sig_fdr05	between_sig_p05	within_var_sp1	within_var_sp2
OG0000042	2.1935544838186e-15	9.37593984962406	16.5714285714286	0.759989467117294	3.40701015571826e-15	3.65714285714286	0.50911369332422	0.115401382970217	0.0761013877721662	TRUE	TRUE	TRUE	TRUE
OG0000045	4.33569448010452e-20	0.819548872180451	5.47619047619048	1.83156461669817	8.40280611630876e-20	0.361904761904762	0.149008885850991	0.109854690068548	0.471011191960935	TRUE	TRUE	TRUE	TRUE
OG0000046	1.27643786794744e-33	10.9924812030075	17.2380952380952	0.604824885995155	5.02120283768299e-33	0.69047619047619	0.00751879699248119	0.0482042220072242	0.00788820970907714	TRUE	TRUE	TRUE	TRUE
OG0000047	1.86582257422657e-15	4.83458646616541	14.6666666666667	1.42499594427054	2.93967729320589e-15	1.73333333333333	0.411825017088175	0.0897655348096886	0.132738538198291	TRUE	TRUE	TRUE	TRUE
OG0000049	2.3224981727803e-30	9.96992481203008	24.1904761904762	1.19932475691856	6.69246183998535e-30	1.26190476190476	0.0293916609706084	0.0464375043782892	0.0171957127459838	TRUE	TRUE	TRUE	TRUE
OG0000054	1.23779779494619e-13	13.3157894736842	9	-0.517607232919392	1.61355783984057e-13	1.3	1.68740031897927	0.126686158344349	0.0975533399979382	TRUE	TRUE	TRUE	TRUE
OG0000060	1.26887691539896e-15	13.406015037594	27.4761904761905	0.983084841184354	2.02835068957935e-15	7.96190476190476	0.682387787650944	0.102695631720319	0.0616191808663143	TRUE	TRUE	TRUE	TRUE
OG0000065	0.000486498205625148	10.4962406015038	9.19047619047619	-0.173940692237228	0.00051719954869858	1.96190476190476	2.40339485076327	0.152405607488058	0.147699418631872	TRUE	TRUE	TRUE	TRUE
OG0000074	NA	84.5112781954887	NA	NA	NA	NA	328.266917293233	NA	0.214387217725011	NA	NA	TRUE	NA
OG0000075	0.680634033339269	0.969924812030075	0.952380952380952	-0.0129059841969373	0.683756207804128	0.0476190476190477	0.0293916609706084	0.229128784747792	0.176755931016857	FALSE	FALSE	TRUE	TRUE
OG0000077	7.19150799557391e-14	12.9924812030075	6.52380952380952	-0.895116579159619	9.66221012902262e-14	0.261904761904762	1.67418546365915	0.0784459316065864	0.0995886135395542	TRUE	TRUE	TRUE	TRUE
OG0000083	1.46723313784913e-13	16.9624060150376	1.66666666666667	-2.7518712036763	1.86816312319162e-13	0.833333333333333	6.74857598541809	0.547722557505166	0.15315056972819	TRUE	TRUE	TRUE	TRUE
OG0000086	4.36323741834245e-35	1	3.04761904761905	1.01707351335894	3.05194454391829e-34	0.0476190476190476	0	0.071602745233685	0	TRUE	TRUE	FALSE	TRUE
OG0000087	1.22556794508638e-12	3.52631578947368	7.28571428571429	0.872288831811455	1.47472186798856e-12	1.91428571428571	1.66028708133971	0.189902745298875	0.365401556170561	TRUE	TRUE	TRUE	TRUE
OG0000090	4.39864876521411e-14	14.7443609022556	7.47619047619048	-0.893347283241982	6.13569477440695e-14	0.761904761904762	1.38869902027797	0.116753520890595	0.0799241657612074	TRUE	TRUE	TRUE	TRUE
OG0000093	8.08629790156598e-14	21.8947368421053	1.61904761904762	-3.12790178654661	1.07981661002619e-13	0.547619047619048	177.731259968102	0.457066772585884	0.608894680830583	TRUE	TRUE	TRUE	TRUE
OG0000095	0.0977799662196358	1.6015037593985	1.76190476190476	0.0863177802132767	0.101970536200477	0.290476190476191	0.24151287309182	0.305895325771263	0.306861341805465	FALSE	FALSE	TRUE	TRUE
OG0000096	3.64777672807848e-14	22.1954887218045	2.61904761904762	-2.68016224787077	5.12091732980248e-14	0.247619047619048	1.03725222146275	0.189997825128918	0.0458857119649525	TRUE	TRUE	TRUE	TRUE
OG0000100	6.3441731164526e-29	1.96992481203008	1	-0.570426407563276	1.71527643518904e-28	0	0.0293916609706084	0	0.0870286835922693	TRUE	TRUE	TRUE	FALSE
OG0000103	4.16415271234098e-12	10.6541353383459	5.66666666666667	-0.805804470494204	4.98333029509658e-12	0.833333333333333	6.86431989063568	0.161094869854461	0.245912467666808	TRUE	TRUE	TRUE	TRUE
OG0000106	1.30573663076823e-14	7.66165413533835	18.1428571428571	1.14409170245905	1.89375047773671e-14	3.12857142857143	1.42253360674413	0.0974916355860236	0.155671361786395	TRUE	TRUE	TRUE	TRUE
OG0000107	4.56515031604734e-16	8.53383458646617	15.2380952380952	0.768253911607195	7.57399938798764e-16	6.19047619047619	0.523467760309866	0.163279380970164	0.0847814322544479	TRUE	TRUE	TRUE	TRUE
OG0000118	8.90582040040878e-14	13.2857142857143	2.28571428571429	-2.12029423371771	1.17492449860815e-13	2.41428571428572	2.11471861471862	0.679786271558937	0.109456456798721	TRUE	TRUE	TRUE	TRUE
OG0000126	3.92838207532193e-30	7.99248120300752	9.66666666666667	0.246318260581928	1.10296881345577e-29	0.533333333333333	0.00751879699248119	0.0755479389662298	0.0108490711144598	TRUE	TRUE	TRUE	TRUE
OG0000141	7.01118751958227e-22	3.85714285714286	1.85714285714286	-0.765534746362977	1.42171302480418e-21	0.128571428571429	0.153679653679654	0.193075390738633	0.101634805979172	TRUE	TRUE	TRUE	TRUE
OG0000142	5.98412481209733e-18	11.1804511278195	3.80952380952381	-1.34060160229776	1.09210277820776e-17	0.161904761904762	0.406584643426748	0.105623150871388	0.057031679113172	TRUE	TRUE	TRUE	TRUE
OG0000147	0.091739470874355	7.79699248120301	7.85714285714286	0.0098310093596938	0.096128919241549	4.02857142857143	0.223627249943039	0.255452927849942	0.0606506201857165	FALSE	FALSE	TRUE	TRUE
OG0000150	2.28114764442915e-16	7.41353383458647	11.7142857142857	0.595666623433589	3.87264600100762e-16	0.214285714285714	0.744360902255638	0.0395167115756577	0.116376824536949	TRUE	TRUE	TRUE	TRUE
OG0000158	NA	1	1	0	NA	0	0	0	0	NA	NA	FALSE	FALSE
OG0000159	2.34977790683049e-31	1.97744360902256	7.85714285714286	1.57276720375085	7.14724113327607e-31	1.62857142857143	0.0222146274777853	0.162419719520926	0.0753729320501613	TRUE	TRUE	TRUE	TRUE
OG0000164	9.86187125284045e-29	6.96992481203007	8.14285714285714	0.198078963993024	2.54088212279066e-28	0.228571428571429	0.0293916609706084	0.0587129843181807	0.0245971036690125	TRUE	TRUE	TRUE	TRUE
OG0000166	6.88482968476624e-35	2	19.4761904761905	2.77091292608954	3.05194454391829e-34	10.5619047619048	0	0.16686571368211	0	TRUE	TRUE	FALSE	TRUE
OG0000167	4.95537960829443e-35	5	6.85714285714286	0.389042290745899	3.05194454391829e-34	0.128571428571429	0	0.0522912516583797	0	TRUE	TRUE	FALSE	TRUE
OG0000170	3.14635526870889e-14	2.52631578947368	170.857142857143	5.60690432810429	4.44549550869191e-14	2993.02857142857	0.842105263157895	0.32020071081587	0.36324157862839	TRUE	TRUE	TRUE	TRUE
OG0000182	5.70059691647425e-22	4.86466165413534	19.3333333333333	1.79372695859331	1.17466287417204e-21	8.53333333333333	0.117908407382091	0.15109587793246	0.07058619099728	TRUE	TRUE	TRUE	TRUE
OG0000184	7.38450909687812e-09	11.6842105263158	14.9047619047619	0.326425046908916	8.3361210938985e-09	2.59047619047619	4.67224880382775	0.107985329964358	0.184996540601523	TRUE	TRUE	TRUE	TRUE
OG0000185	5.12078815657273e-11	4.14285714285714	5.95238095238095	0.434937056716549	6.02931508757757e-11	1.04761904761905	0.562770562770563	0.171953482081637	0.181078016360971	TRUE	TRUE	TRUE	TRUE
OG0000186	8.78792150298338e-11	2.68421052631579	1.76190476190476	-0.415691931152569	1.02917369473442e-10	0.19047619047619	0.217703349282297	0.247706794321937	0.173826497758304	TRUE	TRUE	TRUE	TRUE
OG0000188	6.79791400907989e-35	4	17.6190476190476	1.89677927964123	3.05194454391829e-34	2.54761904761905	0	0.0905909500653749	0	TRUE	TRUE	FALSE	TRUE
OG0000192	1.2687382423553e-25	2.94736842105263	1.9047619047619	-0.442471262268169	2.83524158240623e-25	0.0904761904761905	0.0502392344497607	0.157916116973538	0.0760478745316345	TRUE	TRUE	TRUE	TRUE
OG0000196	1.68962953920646e-26	7.03759398496241	3.9047619047619	-0.712580597814843	3.93647733070441e-26	0.0904761904761905	0.066757803599909	0.0770322521822134	0.0367135864808812	TRUE	TRUE	TRUE	TRUE
OG0000199	2.57674604677906e-13	14.7443609022556	17.6666666666667	0.245629129906829	3.22461362425494e-13	4.03333333333333	0.388699020277967	0.113678266652016	0.0422844582038655	TRUE	TRUE	TRUE	TRUE
OG0000200	6.88482968476624e-35	1	17.1904761904762	3.18511140525699	3.05194454391829e-34	6.76190476190476	0	0.151267844226881	0	TRUE	TRUE	FALSE	TRUE
OG0000202	4.96067293325847e-35	5	2.76190476190476	-0.673499175322814	3.05194454391829e-34	0.390476190476191	0	0.226249995894128	0	TRUE	TRUE	FALSE	TRUE
OG0000205	NA	1.03759398496241	NA	NA	NA	NA	0.233424470266575	NA	0.465635137655123	NA	NA	TRUE	NA
OG0000206	2.11622446055118e-18	10.0977443609023	5.95238095238095	-0.67468743445795	3.96113809282657e-18	0.447619047619048	0.225222146274778	0.112399288253974	0.0469981945499733	TRUE	TRUE	TRUE	TRUE
OG0000207	6.831586817827e-35	3	11.2857142857143	1.61890983264449	3.05194454391829e-34	7.61428571428571	0	0.244503754989845	0	TRUE	TRUE	FALSE	TRUE
OG0000210	2.03271883759072e-31	6.97744360902256	2.76190476190476	-1.08446318001523	6.45167283235315e-31	0.19047619047619	0.0222146274777853	0.158019851550201	0.0213610788030091	TRUE	TRUE	TRUE	TRUE
OG0000213	1.9606897295397e-08	7	7.38095238095238	0.067114195858537	2.19077066718977e-08	0.547619047619048	0	0.100259808180129	0	TRUE	TRUE	FALSE	TRUE
OG0000217	2.37444583533273e-30	3.96992481203007	10.7142857142857	1.23697305655398	6.75329399919309e-30	1.61428571428571	0.0293916609706084	0.118584241036582	0.0431846876916185	TRUE	TRUE	TRUE	TRUE
OG0000220	2.23540886044954e-30	8.96992481203008	10.7142857142857	0.232614457949081	6.61560189781689e-30	0.414285714285714	0.0293916609706084	0.0600740284057003	0.0191127536472544	TRUE	TRUE	TRUE	TRUE
OG0000224	9.49461829363967e-10	0.548872180451128	2.14285714285714	1.02085860489766	1.08297989911827e-09	1.12857142857143	0.249487354750513	0.495759798468752	0.910024427299314	TRUE	TRUE	TRUE	TRUE
OG0000228	2.25425731537894e-06	3.06766917293233	2.33333333333333	-0.287236754159419	2.46841176033994e-06	0.533333333333333	0.260537707906129	0.312984318574381	0.166389827663246	TRUE	TRUE	TRUE	TRUE
OG0000242	2.41626414803407e-31	1.97744360902256	10.5714285714286	1.9584208962486	7.24879244410221e-31	1.75714285714286	0.0222146274777854	0.125392007672022	0.0753729320501614	TRUE	TRUE	TRUE	TRUE
OG0000248	NA	1	NA	NA	NA	NA	0	NA	0	NA	NA	FALSE	NA
OG0000253	6.40397226474606e-35	2	7.95238095238095	1.57730892817772	3.05194454391829e-34	0.647619047619047	0	0.101195833170192	0	TRUE	TRUE	FALSE	TRUE
OG0000255	1.26206117800089e-16	0.661654135338346	49.9047619047619	4.93710859105149	2.17631022033224e-16	762.190476190476	0.225563909774435	0.553209680329995	0.717800531697897	TRUE	TRUE	TRUE	TRUE
OG0000258	6.67896840947453e-35	2	12.952380952381	2.21747693092233	3.05194454391829e-34	2.44761904761905	0	0.120787586297021	0	TRUE	TRUE	FALSE	TRUE
OG0000261	2.88472554177131e-14	14.812030075188	5.47619047619048	-1.28780528075901	4.10230450420725e-14	0.261904761904762	1.25985418090681	0.0934529793921942	0.0757784216929508	TRUE	TRUE	TRUE	TRUE
OG0000264	4.19316188205091e-13	6.33834586466165	9.71428571428571	0.54600886637658	5.18814944728333e-13	2.01428571428571	0.755866940077465	0.146099814200233	0.137166084534226	TRUE	TRUE	TRUE	TRUE
OG0000266	7.51359004285347e-10	3.03759398496241	4.80952380952381	0.524924072299903	8.61505874023513e-10	1.96190476190476	0.536454773296879	0.29123051727916	0.241121997533698	TRUE	TRUE	TRUE	TRUE
OG0000269	9.10633649501625e-14	14.0225563909774	1.47619047619048	-2.6009361369289	1.19418424695123e-13	0.261904761904762	2.44645705172021	0.346680407422656	0.111542815580272	TRUE	TRUE	TRUE	TRUE
OG0000271	1.02566385891187e-23	8.89473684210526	3.0952380952381	-1.27271400631071	2.18078043788058e-23	0.0904761904761905	0.0948963317384366	0.0971791489067923	0.0346331192912589	TRUE	TRUE	TRUE	TRUE
OG0000272	NA	1	1	0	NA	0	0	0	0	NA	NA	FALSE	FALSE
OG0000276	0.53767414383352	6.84962406015038	7.28571428571429	0.0780025120012729	0.542629665896502	7.81428571428571	3.47721576668945	0.383682955751764	0.272238212208681	FALSE	FALSE	TRUE	TRUE
OG0000297	2.98034990756467e-21	9.08270676691729	2.47619047619048	-1.53630395030203	5.93360572506058e-21	0.261904761904762	0.167350193665983	0.206674858271199	0.0450399413507763	TRUE	TRUE	TRUE	TRUE
OG0000298	9.65872347726517e-29	9.91729323308271	5	-0.863580801773405	2.52526735662848e-28	0	0.152198678514468	0	0.0393380009277112	TRUE	TRUE	TRUE	FALSE
OG0000299	3.43121207256624e-23	4.88721804511278	12.6666666666667	1.21500344210708	7.2253408066539e-23	1.13333333333333	0.10082023239918	0.08404589169827	0.0649698899929958	TRUE	TRUE	TRUE	TRUE
OG0000319	4.48775815099927e-12	1.97744360902256	1.52380952380952	-0.238471152793981	5.34140779928717e-12	0.261904761904762	0.0222146274777853	0.335846644690698	0.0753729320501613	TRUE	TRUE	TRUE	TRUE
OG0000320	7.68532912652276e-23	1	1.66666666666667	0.415037499278844	1.60294007496046e-22	0.233333333333333	0	0.289827534923789	0	TRUE	TRUE	FALSE	TRUE
OG0000325	4.59436189992186e-15	9.33834586466165	3.76190476190476	-1.11839470080223	6.93907073160612e-15	0.290476190476191	0.422533606744134	0.143267431057427	0.0696082432850802	TRUE	TRUE	TRUE	TRUE
OG0000329	4.43612332844252e-14	13.984962406015	0.476190476190476	-3.34356467172975	6.14880385398046e-14	0.261904761904762	1.19674185463659	1.07470926301023	0.0782238049233402	TRUE	TRUE	TRUE	TRUE
OG0000338	1.18478388225569e-33	1.00751879699248	13.6190476190476	2.86436392640505	4.98976288873069e-33	0.247619047619048	0.00751879699248118	0.0365380432940227	0.0860638999602297	TRUE	TRUE	TRUE	TRUE
OG0000339	6.71680874162518e-35	3	9.66666666666667	1.41503749927884	3.05194454391829e-34	1.13333333333333	0	0.110129099466699	0	TRUE	TRUE	FALSE	TRUE
OG0000343	1.10877908483109e-06	4.95488721804511	6.66666666666667	0.364525270757437	1.2263768665556e-06	4.03333333333333	0.407040328092961	0.301247406627841	0.128761179467397	TRUE	TRUE	TRUE	TRUE
OG0000347	6.95072573659765e-35	3	32.952380952381	3.08544084366513	3.05194454391829e-34	38.4476190476191	0	0.188168934373548	0	TRUE	TRUE	FALSE	TRUE
OG0000348	1.13179649874959e-14	10.6766917293233	4.52380952380952	-1.0798961065373	1.6524228881744e-14	0.461904761904762	0.599225336067441	0.150235272553131	0.072503401235286	TRUE	TRUE	TRUE	TRUE
OG0000360	3.58101739299022e-33	5	6.95238095238095	0.406424368974136	1.32922510010993e-32	0.447619047619048	0	0.0962322673407314	0	TRUE	TRUE	FALSE	TRUE
OG0000361	2.30968448678718e-30	3.96992481203007	11.1904761904762	1.29445855121474	6.69246183998535e-30	1.26190476190476	0.0293916609706084	0.100384052017748	0.0431846876916185	TRUE	TRUE	TRUE	TRUE
OG0000367	1.22737129555184e-33	0.992481203007519	4.38095238095238	1.43329542568706	5.02120283768299e-33	0.347619047619048	0.00751879699248119	0.134580844776359	0.0873678984444757	TRUE	TRUE	TRUE	TRUE
OG0000372	1.28921794919966e-19	7.80451127819549	4.9047619047619	-0.57636403739191	2.47665553398882e-19	0.0904761904761905	0.158464342674869	0.0613266473683641	0.0510058587876572	TRUE	TRUE	TRUE	TRUE
OG0000375	0.107510387017904	0.887218045112782	1	0.0837388815504178	0.111586610222374	0	0.10082023239918	0	0.357884987249554	FALSE	FALSE	TRUE	FALSE
OG0000382	8.1542839945609e-09	7.98496240601504	7.61904761904762	-0.0599840030624764	9.15788817850686e-09	0.347619047619048	0.0149236728184096	0.0773839857464062	0.0152990683116141	TRUE	TRUE	TRUE	TRUE
OG0000384	2.88483542812616e-21	2.84962406015038	30.4761904761905	3.03147147423012	5.79613723632687e-21	153.261904761905	0.128730918204603	0.406215443241791	0.12590815629284	TRUE	TRUE	TRUE	TRUE
OG0000385	0.136215065226551	0.992481203007519	0.952380952380952	-0.0293315321100485	0.140052109317439	0.0476190476190476	0.00751879699248118	0.229128784747792	0.0873678984444756	FALSE	FALSE	TRUE	TRUE
OG0000386	1.28396054296917e-33	3.99248120300752	10.4761904761905	1.20081491760547	5.02120283768299e-33	0.961904761904762	0.0075187969924812	0.093618709721494	0.0217185736246154	TRUE	TRUE	TRUE	TRUE
OG0000388	2.02004402707033e-26	0.932330827067669	9.33333333333333	2.41889169597303	4.60822543675418e-26	4.03333333333333	0.0635680109364319	0.215176719019887	0.270426512261139	TRUE	TRUE	TRUE	TRUE
OG0000402	7.59736880543809e-13	7.95488721804511	4.52380952380952	-0.697011690014112	9.29510485134604e-13	10.5619047619048	0.0585554796081112	0.718400809431399	0.0304193370202988	TRUE	TRUE	TRUE	TRUE
OG0000418	3.5747566565398e-33	1	3.04761904761905	1.01707351335894	1.32922510010993e-32	0.447619047619048	0	0.219529859871044	0	TRUE	TRUE	FALSE	TRUE
OG0000419	4.04774147125713e-35	1	3	1	3.05194454391829e-34	0	0	0	0	TRUE	TRUE	FALSE	FALSE
OG0000422	7.11274775237153e-29	4	6.76190476190476	0.634482636564955	1.89962409484069e-28	2.79047619047619	0	0.247041611125444	0	TRUE	TRUE	FALSE	TRUE
OG0000432	0.012500560150936	1	1.04761904761905	0.0339473319233375	0.0131616474666105	0.0476190476190476	0	0.208298895225265	0	TRUE	TRUE	FALSE	TRUE
OG0000434	1.26663776955729e-17	3.70676691729323	7.42857142857143	0.840551715872808	2.2925096820913e-17	0.857142857142858	0.254272043745728	0.124629628815536	0.136036054849417	TRUE	TRUE	TRUE	TRUE
OG0000440	1.36270846129366e-28	1.95488721804511	10.0952380952381	1.9087656551181	3.47015294213154e-28	3.19047619047619	0.0434039644565961	0.176933955976519	0.106571969687012	TRUE	TRUE	TRUE	TRUE
OG0000442	1.47906121354332e-13	15.218045112782	1	-3.01952802565926	1.87233760558374e-13	0	33.9596719070403	0	0.382933071900786	TRUE	TRUE	TRUE	FALSE
OG0000445	5.08210565740501e-09	2.66917293233083	1.80952380952381	-0.385129275478616	5.76674165270309e-09	0.261904761904762	0.268512189564821	0.282818227107956	0.194135648553722	TRUE	TRUE	TRUE	TRUE
OG0000448	4.27387119547536e-27	1.93984962406015	8.76190476190476	1.73142031492052	1.01736716500989e-26	1.49047619047619	0.0569605832763728	0.139336209920771	0.123032301703335	TRUE	TRUE	TRUE	TRUE
OG0000452	8.3086718960753e-15	0.984962406015038	0.476190476190476	-0.427232796249149	1.22945888191925e-14	0.261904761904762	0.0149236728184096	1.07470926301023	0.124027561426979	TRUE	TRUE	TRUE	TRUE
OG0000453	NA	1	1	0	NA	0	0	0	0	NA	NA	FALSE	FALSE
OG0000473	1.97418656731609e-14	9.70676691729323	1	-2.42045099546521	2.84438722527778e-14	0	0.769423558897243	0	0.0903666408100023	TRUE	TRUE	TRUE	FALSE
OG0000496	1.7417463003182e-31	1	1.9047619047619	0.538419914784126	5.69317074283114e-31	0.0904761904761905	0	0.157916116973538	0	TRUE	TRUE	FALSE	TRUE
OG0000500	1.27852741483706e-13	14.406015037594	1.80952380952381	-2.45509620692698	1.64860454508016e-13	0.261904761904762	6.97026657552973	0.282818227107956	0.183265548137872	TRUE	TRUE	TRUE	TRUE
OG0000501	1.27518826475016e-33	1.99248120300752	9.04761904761905	1.74743958088597	5.02120283768299e-33	0.847619047619047	0.00751879699248118	0.101757410723343	0.0435191041308331	TRUE	TRUE	TRUE	TRUE
OG0000503	0.218019977283776	1.78947368421053	1.9047619047619	0.0584269736645121	0.22207616290766	0.0904761904761905	0.167464114832536	0.157916116973538	0.228683885740464	FALSE	FALSE	TRUE	TRUE
OG0000504	5.73922043545244e-22	8.84962406015038	1.61904761904762	-1.91102637017772	1.17466287417204e-21	0.447619047619048	0.159033948507632	0.413232677404317	0.0450629998105847	TRUE	TRUE	TRUE	TRUE
OG0000510	9.43079537727057e-15	7.14285714285714	2.76190476190476	-1.1140717667088	1.38613703867265e-14	0.89047619047619	1.66883116883117	0.341666545827149	0.180856547874527	TRUE	TRUE	TRUE	TRUE
OG0000513	2.0129181251906e-26	3.92481203007519	10.0952380952381	1.1718000609519	4.60822543675418e-26	0.69047619047619	0.0852130325814534	0.0823109828613922	0.0743762278907071	TRUE	TRUE	TRUE	TRUE
OG0000534	3.26000773318959e-24	4.86466165413534	1	-1.55204787824842	7.13941693568521e-24	0	0.193665983139667	0	0.0904636346247722	TRUE	TRUE	TRUE	FALSE
OG0000535	8.14666843882349e-16	1.66165413533835	6.33333333333333	1.46214600333433	1.31185322654584e-15	1.23333333333333	0.225563909774436	0.175350855252186	0.285821026196448	TRUE	TRUE	TRUE	TRUE
OG0000546	4.11956783839382e-28	6.99248120300752	4.95238095238095	-0.425176584146588	1.01369141191938e-27	1.64761904761905	0.0075187969924812	0.259187681879116	0.0124006049405062	TRUE	TRUE	TRUE	TRUE
OG0000549	5.22133295618101e-35	4	5.80952380952381	0.445625819112267	3.05194454391829e-34	0.161904761904762	0	0.0692610825386151	0	TRUE	TRUE	FALSE	TRUE
OG0000589	3.77005179956926e-15	0.676691729323308	2.66666666666667	1.12885165349703	5.77371569304663e-15	0.933333333333333	0.220437457279562	0.362284418654736	0.693828009233776	TRUE	TRUE	TRUE	TRUE
OG0000591	4.36323741834245e-35	1	5.95238095238095	1.79750713610126	3.05194454391829e-34	0.0476190476190476	0	0.0366606055596467	0	TRUE	TRUE	FALSE	TRUE
OG0000594	5.59088059735267e-18	1.74436090225564	9.66666666666667	1.95856728101265	1.02890995867247e-17	9.43333333333333	0.19172932330827	0.317728262063157	0.251019769131137	TRUE	TRUE	TRUE	TRUE
OG0000598	1.67999081215865e-32	2.98496240601504	7.95238095238095	1.16770531494951	5.9341610945604e-32	0.247619047619048	0.0149236728184097	0.062574134024494	0.0409259711509678	TRUE	TRUE	TRUE	TRUE
OG0000599	6.96790991762166e-35	2	18.2380952380952	2.68093155925188	3.05194454391829e-34	43.4904761904762	0	0.361590991569244	0	TRUE	TRUE	FALSE	TRUE
OG0000601	1.75316869074519e-13	17.2406015037594	0.904761904761905	-3.25947072751072	2.20657438662757e-13	0.0904761904761905	35.6386420596947	0.332454983102184	0.34626465256881	TRUE	TRUE	TRUE	TRUE
OG0000605	6.61091130835461e-35	3	11.8571428571429	1.68449817427207	3.05194454391829e-34	0.928571428571428	0	0.0812695033929641	0	TRUE	TRUE	FALSE	TRUE
OG0000606	5.46031658665415e-35	3	7.76190476190476	1.13124453327825	3.05194454391829e-34	0.19047619047619	0	0.056227922637495	0	TRUE	TRUE	FALSE	TRUE
OG0000618	1.46208587559497e-32	2.98496240601504	0.904761904761905	-1.06495544184077	5.24912797959507e-32	0.0904761904761904	0.0149236728184096	0.332454983102184	0.0409259711509678	TRUE	TRUE	TRUE	TRUE
OG0000620	6.72782776506511e-16	2.54887218045113	5.33333333333333	0.835604398861778	1.09954797055915e-15	1.63333333333333	0.385850991114149	0.23962861890851	0.243703492362287	TRUE	TRUE	TRUE	TRUE
OG0000621	1.92810885759127e-20	1	1.66666666666667	0.415037499278844	3.77014142689722e-20	0.333333333333333	0	0.346410161513775	0	TRUE	TRUE	FALSE	TRUE
OG0000639	3.92954938395362e-27	1.93984962406015	6.76190476190476	1.40066836964615	9.45682763830597e-27	0.69047619047619	0.0569605832763729	0.122886819483205	0.123032301703335	TRUE	TRUE	TRUE	TRUE
OG0000679	3.35190215482431e-15	9.3984962406015	1.57142857142857	-2.0157329262646	5.16948290075018e-15	0.257142857142857	0.453634085213032	0.322695260896343	0.0716629146304651	TRUE	TRUE	TRUE	TRUE
OG0000692	4.72914063038323e-16	7.58646616541353	4.71428571428571	-0.587491327031895	7.78708118837539e-16	0.214285714285714	0.3049669628617	0.0981930408849676	0.0727925397133335	TRUE	TRUE	TRUE	TRUE
OG0000712	4.36323741834245e-35	4	6.95238095238095	0.66945877480793	3.05194454391829e-34	0.0476190476190476	0	0.0313875047599715	0	TRUE	TRUE	FALSE	TRUE
OG0000720	6.91648110682184e-35	1	19.8571428571429	3.38246963682241	3.05194454391829e-34	132.628571428571	0	0.579965000398544	0	TRUE	TRUE	FALSE	TRUE
OG0000724	6.80751828213863e-35	2	5.66666666666667	1.15200309344505	3.05194454391829e-34	2.73333333333333	0	0.291755218062053	0	TRUE	TRUE	FALSE	TRUE
