family_id	final_status	n	total_n	prop
OG0000504	U	5	37	0.13513513513513514
OG0000510	F	4	60	0.06666666666666667
OG0000510	P	23	60	0.38333333333333336
OG0000510	U	33	60	0.55
OG0000513	A	21	222	0.0945945945945946
OG0000513	F	33	222	0.14864864864864866
OG0000513	P	68	222	0.3063063063063063
OG0000513	U	100	222	0.45045045045045046
OG0000534	U	23	23	1.0
OG0000535	F	2	140	0.014285714285714285
OG0000535	P	112	140	0.8
OG0000535	U	26	140	0.18571428571428572
OG0000546	F	2	109	0.01834862385321101
OG0000546	P	53	109	0.48623853211009177
OG0000546	U	54	109	0.4954128440366973
OG0000549	F	4	127	0.031496062992125984
OG0000549	P	19	127	0.14960629921259844
OG0000549	U	104	127	0.8188976377952756
OG0000589	A	14	60	0.23333333333333334
OG0000589	F	2	60	0.03333333333333333
OG0000589	P	21	60	0.35
OG0000589	U	23	60	0.38333333333333336
OG0000591	F	4	131	0.030534351145038167
OG0000591	P	47	131	0.35877862595419846
OG0000591	U	80	131	0.6106870229007634
OG0000594	F	28	210	0.13333333333333333
OG0000594	P	55	210	0.2619047619047619
OG0000594	U	127	210	0.6047619047619047
OG0000598	A	1	173	0.005780346820809248
OG0000598	F	4	173	0.023121387283236993
OG0000598	P	88	173	0.5086705202312138
OG0000598	U	80	173	0.4624277456647399
OG0000599	A	21	407	0.051597051597051594
OG0000599	F	1	407	0.002457002457002457
OG0000599	P	368	407	0.9041769041769042
OG0000599	U	17	407	0.04176904176904177
OG0000601	P	19	21	0.9047619047619048
OG0000601	U	2	21	0.09523809523809523
OG0000605	A	16	262	0.061068702290076333
OG0000605	F	15	262	0.05725190839694656
OG0000605	P	148	262	0.5648854961832062
OG0000605	U	83	262	0.31679389312977096
OG0000606	A	1	169	0.005917159763313609
OG0000606	F	2	169	0.011834319526627219
OG0000606	P	124	169	0.7337278106508875
OG0000606	U	42	169	0.2485207100591716
OG0000618	P	21	21	1.0
OG0000620	A	3	114	0.02631578947368421
OG0000620	F	2	114	0.017543859649122806
OG0000620	P	76	114	0.6666666666666666
OG0000620	U	33	114	0.2894736842105263
OG0000621	P	28	37	0.7567567567567568
OG0000621	U	9	37	0.24324324324324326
OG0000639	A	21	149	0.14093959731543623
OG0000639	F	8	149	0.053691275167785234
OG0000639	P	62	149	0.4161073825503356
OG0000639	U	58	149	0.38926174496644295
OG0000679	A	3	37	0.08108108108108109
OG0000679	P	34	37	0.918918918918919
OG0000692	F	14	104	0.1346153846153846
OG0000692	P	21	104	0.20192307692307693
OG0000692	U	69	104	0.6634615384615384
OG0000712	P	32	153	0.20915032679738563
OG0000712	U	121	153	0.7908496732026143
OG0000720	A	44	431	0.10208816705336426
OG0000720	F	22	431	0.05104408352668213
OG0000720	P	208	431	0.48259860788863107
OG0000720	U	157	431	0.3642691415313225
OG0000724	A	12	128	0.09375
OG0000724	P	79	128	0.6171875
OG0000724	U	37	128	0.2890625
OG0000725	F	1	105	0.009523809523809525
OG0000725	P	88	105	0.8380952380952381
OG0000725	U	16	105	0.1523809523809524
OG0000728	F	7	51	0.13725490196078433
OG0000728	P	30	51	0.5882352941176471
OG0000728	U	14	51	0.27450980392156865
OG0000731	F	2	105	0.01904761904761905
OG0000731	P	46	105	0.4380952380952381
OG0000731	U	57	105	0.5428571428571428
OG0000736	P	21	21	1.0
OG0000739	F	66	152	0.4342105263157895
OG0000739	P	7	152	0.046052631578947366
OG0000739	U	79	152	0.5197368421052632
OG0000761	A	3	114	0.02631578947368421
OG0000761	P	80	114	0.7017543859649122
OG0000761	U	31	114	0.2719298245614035
OG0000792	A	9	44	0.20454545454545456
OG0000792	F	2	44	0.045454545454545456
OG0000792	P	8	44	0.18181818181818182
OG0000792	U	25	44	0.5681818181818182
OG0000817	A	2	182	0.01098901098901099
OG0000817	P	170	182	0.9340659340659341
OG0000817	U	10	182	0.054945054945054944
OG0000822	F	30	177	0.1694915254237288
OG0000822	P	18	177	0.1016949152542373
OG0000822	U	129	177	0.7288135593220338
OG0000846	A	31	90	0.34444444444444444
OG0000846	F	1	90	0.011111111111111112
OG0000846	P	39	90	0.43333333333333335
OG0000846	U	19	90	0.2111111111111111
OG0000857	A	1	45	0.022222222222222223
OG0000857	F	1	45	0.022222222222222223
OG0000857	P	40	45	0.8888888888888888
OG0000857	U	3	45	0.06666666666666667
OG0000865	A	34	459	0.07407407407407407
OG0000865	F	9	459	0.0196078431372549
OG0000865	P	327	459	0.7124183006535948
OG0000865	U	89	459	0.19389978213507625
OG0000887	A	20	73	0.273972602739726
OG0000887	F	9	73	0.1232876712328767
OG0000887	P	7	73	0.0958904109589041
OG0000887	U	37	73	0.5068493150684932
OG0000893	P	161	187	0.8609625668449198
OG0000893	U	26	187	0.13903743315508021
OG0000907	A	1	130	0.007692307692307693
OG0000907	F	27	130	0.2076923076923077
OG0000907	P	69	130	0.5307692307692308
OG0000907	U	33	130	0.25384615384615383
OG0000913	A	4	134	0.029850746268656716
OG0000913	F	17	134	0.12686567164179105
OG0000913	P	51	134	0.3805970149253731
OG0000913	U	62	134	0.4626865671641791
OG0000929	F	1	147	0.006802721088435374
OG0000929	P	140	147	0.9523809523809523
OG0000929	U	6	147	0.04081632653061224
OG0000949	P	51	179	0.2849162011173184
OG0000949	U	128	179	0.7150837988826816
OG0000962	F	7	87	0.08045977011494253
OG0000962	P	24	87	0.27586206896551724
OG0000962	U	56	87	0.6436781609195402
OG0001007	A	3	152	0.019736842105263157
OG0001007	F	3	152	0.019736842105263157
OG0001007	P	129	152	0.8486842105263158
OG0001007	U	17	152	0.1118421052631579
OG0001019	A	7	44	0.1590909090909091
OG0001019	F	1	44	0.022727272727272728
OG0001019	P	15	44	0.3409090909090909
OG0001019	U	21	44	0.4772727272727273
OG0001038	F	8	17	0.47058823529411764
OG0001038	P	5	17	0.29411764705882354
OG0001038	U	4	17	0.23529411764705882
OG0001079	A	1	31	0.03225806451612903
OG0001079	P	8	31	0.25806451612903225
OG0001079	U	22	31	0.7096774193548387
OG0001115	A	19	157	0.12101910828025478
OG0001115	F	12	157	0.07643312101910828
OG0001115	P	50	157	0.3184713375796178
OG0001115	U	76	157	0.4840764331210191
OG0001127	F	22	190	0.11578947368421053
OG0001127	P	70	190	0.3684210526315789
OG0001127	U	98	190	0.5157894736842106
OG0001132	A	27	258	0.10465116279069768
OG0001132	P	230	258	0.8914728682170543
OG0001132	U	1	258	0.003875968992248062
OG0001135	A	5	88	0.056818181818181816
OG0001135	F	2	88	0.022727272727272728
OG0001135	P	72	88	0.8181818181818182
OG0001135	U	9	88	0.10227272727272728
