family_id	n_total_copies	n_genes	n_assemblies	n_P	n_F	n_U	n_A	prop_P	prop_F	prop_U	prop_A	assemblies_with_P	assemblies_with_F	assemblies_with_U	assemblies_with_A
OG0000118	48	6	21	22	0	24	2	0.4583333333333333	0.0	0.5	0.041666666666666664	19	0	12	2
OG0000126	212	11	22	135	12	57	8	0.6367924528301887	0.05660377358490566	0.2688679245283019	0.03773584905660377	22	11	22	6
OG0000141	39	2	21	35	1	3	0	0.8974358974358975	0.02564102564102564	0.07692307692307693	0.0	20	1	3	0
OG0000142	84	4	22	10	2	72	0	0.11904761904761904	0.023809523809523808	0.8571428571428571	0.0	8	2	22	0
OG0000147	173	10	22	146	3	24	0	0.8439306358381503	0.017341040462427744	0.13872832369942195	0.0	22	3	14	0
OG0000150	258	10	22	146	11	101	0	0.5658914728682171	0.04263565891472868	0.39147286821705424	0.0	22	10	22	0
OG0000158	23	1	23	23	0	0	0	1.0	0.0	0.0	0.0	23	0	0	0
OG0000159	172	8	22	110	39	23	0	0.6395348837209303	0.22674418604651161	0.13372093023255813	0.0	22	22	10	0
OG0000164	179	8	22	179	0	0	0	1.0	0.0	0.0	0.0	22	0	0	0
OG0000166	428	18	22	228	24	173	3	0.5327102803738317	0.056074766355140186	0.40420560747663553	0.007009345794392523	22	16	22	3
OG0000167	151	7	22	91	0	60	0	0.6026490066225165	0.0	0.3973509933774834	0.0	22	0	22	0
OG0000170	3731	21	23	947	1013	1771	0	0.25381935138032696	0.271508978826052	0.474671669793621	0.0	23	23	23	0
OG0000182	427	16	23	286	25	110	6	0.6697892271662763	0.0585480093676815	0.2576112412177986	0.01405152224824356	22	13	23	5
OG0000184	326	11	22	231	20	75	0	0.7085889570552147	0.06134969325153374	0.23006134969325154	0.0	22	16	21	0
OG0000185	131	6	22	105	18	2	6	0.8015267175572519	0.13740458015267176	0.015267175572519083	0.04580152671755725	22	18	1	5
OG0000186	39	2	22	37	0	0	2	0.9487179487179487	0.0	0.0	0.05128205128205128	21	0	0	2
OG0000188	386	19	22	173	19	168	26	0.4481865284974093	0.04922279792746114	0.43523316062176165	0.06735751295336788	22	19	22	22
OG0000192	42	2	22	2	5	35	0	0.047619047619047616	0.11904761904761904	0.8333333333333334	0.0	2	5	22	0
OG0000196	85	4	22	11	1	73	0	0.12941176470588237	0.011764705882352941	0.8588235294117647	0.0	7	1	21	0
OG0000199	393	9	23	84	20	289	0	0.21374045801526717	0.05089058524173028	0.7353689567430025	0.0	23	10	23	0
OG0000200	372	12	22	351	0	20	1	0.9435483870967742	0.0	0.053763440860215055	0.002688172043010753	22	0	15	1
OG0000202	61	3	22	34	3	24	0	0.5573770491803278	0.04918032786885246	0.39344262295081966	0.0	21	3	17	0
OG0000206	134	7	23	56	3	75	0	0.417910447761194	0.022388059701492536	0.5597014925373134	0.0	23	3	22	0
OG0000207	251	13	22	220	1	8	22	0.8764940239043825	0.00398406374501992	0.03187250996015936	0.08764940239043825	22	1	6	21
OG0000210	61	3	22	56	4	1	0	0.9180327868852459	0.06557377049180328	0.01639344262295082	0.0	22	4	1	0
OG0000213	162	8	22	95	2	60	5	0.5864197530864198	0.012345679012345678	0.37037037037037035	0.030864197530864196	22	2	22	5
OG0000217	235	10	22	231	0	4	0	0.9829787234042553	0.0	0.01702127659574468	0.0	22	0	4	0
OG0000220	237	10	23	95	16	125	1	0.4008438818565401	0.06751054852320675	0.5274261603375527	0.004219409282700422	22	8	23	1
OG0000224	48	2	21	44	0	4	0	0.9166666666666666	0.0	0.08333333333333333	0.0	21	0	4	0
OG0000228	52	3	22	40	0	12	0	0.7692307692307693	0.0	0.23076923076923078	0.0	21	0	10	0
OG0000242	232	10	22	191	11	29	1	0.8232758620689655	0.04741379310344827	0.125	0.004310344827586207	22	11	21	1
OG0000253	175	8	22	55	9	110	1	0.3142857142857143	0.05142857142857143	0.6285714285714286	0.005714285714285714	22	9	22	1
OG0000255	1059	14	23	926	6	117	10	0.874409820585458	0.0056657223796034	0.11048158640226628	0.009442870632672332	23	6	18	6
OG0000258	284	13	23	129	7	144	4	0.45422535211267606	0.02464788732394366	0.5070422535211268	0.014084507042253521	22	7	23	4
OG0000261	123	5	23	70	9	44	0	0.5691056910569106	0.07317073170731707	0.35772357723577236	0.0	23	8	23	0
OG0000264	212	7	22	153	5	54	0	0.7216981132075472	0.02358490566037736	0.25471698113207547	0.0	22	5	22	0
OG0000266	107	9	22	65	7	18	17	0.6074766355140186	0.06542056074766354	0.16822429906542055	0.1588785046728972	22	7	14	12
OG0000269	32	2	22	25	7	0	0	0.78125	0.21875	0.0	0.0	22	7	0	0
OG0000271	68	3	22	26	7	35	0	0.38235294117647056	0.10294117647058823	0.5147058823529411	0.0	22	6	21	0
OG0000272	22	1	22	8	1	3	10	0.36363636363636365	0.045454545454545456	0.13636363636363635	0.45454545454545453	8	1	3	10
OG0000276	166	7	23	118	2	12	34	0.7108433734939759	0.012048192771084338	0.07228915662650602	0.20481927710843373	22	2	7	23
OG0000297	55	3	22	19	0	35	1	0.34545454545454546	0.0	0.6363636363636364	0.01818181818181818	17	0	20	1
OG0000298	110	5	22	16	1	92	1	0.14545454545454545	0.00909090909090909	0.8363636363636363	0.00909090909090909	12	1	22	1
OG0000299	284	14	23	112	11	158	3	0.39436619718309857	0.03873239436619718	0.5563380281690141	0.01056338028169014	22	10	23	3
OG0000319	33	2	22	18	1	14	0	0.5454545454545454	0.030303030303030304	0.42424242424242425	0.0	14	1	11	0
OG0000320	37	2	22	24	0	1	12	0.6486486486486487	0.0	0.02702702702702703	0.32432432432432434	21	0	1	12
OG0000325	83	3	22	8	15	60	0	0.0963855421686747	0.18072289156626506	0.7228915662650602	0.0	6	11	22	0
OG0000329	11	1	11	2	0	9	0	0.18181818181818182	0.0	0.8181818181818182	0.0	2	0	9	0
OG0000338	300	12	23	206	4	89	1	0.6866666666666666	0.013333333333333334	0.2966666666666667	0.0033333333333333335	22	4	23	1
OG0000339	213	11	22	102	10	81	20	0.4788732394366197	0.046948356807511735	0.38028169014084506	0.09389671361502347	22	8	22	18
OG0000343	147	8	23	103	13	7	24	0.7006802721088435	0.08843537414965986	0.047619047619047616	0.16326530612244897	23	11	2	21
OG0000347	715	14	22	75	39	596	5	0.1048951048951049	0.05454545454545454	0.8335664335664336	0.006993006993006993	22	13	22	5
OG0000348	98	5	22	64	9	17	8	0.6530612244897959	0.09183673469387756	0.17346938775510204	0.08163265306122448	22	9	12	8
OG0000360	152	8	22	77	13	59	3	0.506578947368421	0.08552631578947369	0.3881578947368421	0.019736842105263157	22	11	22	3
OG0000361	247	10	23	143	47	57	0	0.5789473684210527	0.1902834008097166	0.23076923076923078	0.0	22	20	22	0
OG0000367	96	5	22	61	5	30	0	0.6354166666666666	0.052083333333333336	0.3125	0.0	22	5	19	0
OG0000372	108	5	22	55	0	53	0	0.5092592592592593	0.0	0.49074074074074076	0.0	22	0	21	0
OG0000375	23	1	23	0	0	23	0	0.0	0.0	1.0	0.0	0	0	23	0
OG0000382	170	8	23	43	1	95	31	0.2529411764705882	0.0058823529411764705	0.5588235294117647	0.18235294117647058	19	1	23	22
OG0000384	695	12	23	565	2	60	68	0.8129496402877698	0.0028776978417266188	0.08633093525179857	0.09784172661870504	23	2	20	22
OG0000385	20	1	20	6	0	14	0	0.3	0.0	0.7	0.0	6	0	14	0
OG0000386	230	10	22	144	0	79	7	0.6260869565217392	0.0	0.34347826086956523	0.030434782608695653	22	0	22	7
OG0000388	201	7	22	159	1	24	17	0.7910447761194029	0.004975124378109453	0.11940298507462686	0.0845771144278607	22	1	15	14
OG0000402	99	7	22	85	0	14	0	0.8585858585858586	0.0	0.1414141414141414	0.0	22	0	5	0
OG0000418	67	3	22	20	0	22	25	0.29850746268656714	0.0	0.3283582089552239	0.373134328358209	17	0	18	21
OG0000419	66	3	22	25	4	36	1	0.3787878787878788	0.06060606060606061	0.5454545454545454	0.015151515151515152	22	4	21	1
OG0000422	148	8	22	46	19	83	0	0.3108108108108108	0.12837837837837837	0.5608108108108109	0.0	21	13	22	0
OG0000432	23	1	22	21	0	0	2	0.9130434782608695	0.0	0.0	0.08695652173913043	20	0	0	2
OG0000434	165	8	23	90	1	74	0	0.5454545454545454	0.006060606060606061	0.4484848484848485	0.0	23	1	22	0
OG0000440	224	12	23	119	2	96	7	0.53125	0.008928571428571428	0.42857142857142855	0.03125	22	2	23	7
OG0000442	23	1	23	0	0	23	0	0.0	0.0	1.0	0.0	0	0	23	0
OG0000445	38	2	20	38	0	0	0	1.0	0.0	0.0	0.0	20	0	0	0
OG0000448	193	8	22	139	7	47	0	0.7202072538860104	0.03626943005181347	0.24352331606217617	0.0	22	6	20	0
OG0000452	10	1	10	1	0	9	0	0.1	0.0	0.9	0.0	1	0	9	0
OG0000453	23	1	23	0	0	23	0	0.0	0.0	1.0	0.0	0	0	23	0
OG0000473	22	1	22	12	0	10	0	0.5454545454545454	0.0	0.45454545454545453	0.0	12	0	10	0
OG0000496	42	2	22	21	0	21	0	0.5	0.0	0.5	0.0	20	0	21	0
OG0000500	40	2	21	38	0	2	0	0.95	0.0	0.05	0.0	21	0	2	0
OG0000501	196	9	22	177	0	18	1	0.9030612244897959	0.0	0.09183673469387756	0.00510204081632653	22	0	15	1
OG0000503	42	2	23	42	0	0	0	1.0	0.0	0.0	0.0	23	0	0	0
OG0000504	37	3	22	32	0	5	0	0.8648648648648649	0.0	0.13513513513513514	0.0	22	0	4	0
OG0000510	60	4	22	23	4	33	0	0.38333333333333336	0.06666666666666667	0.55	0.0	16	4	20	0
OG0000513	222	11	22	68	33	100	21	0.3063063063063063	0.14864864864864866	0.45045045045045046	0.0945945945945946	22	20	22	19
OG0000534	23	1	23	0	0	23	0	0.0	0.0	1.0	0.0	0	0	23	0
OG0000535	140	7	22	112	2	26	0	0.8	0.014285714285714285	0.18571428571428572	0.0	22	2	17	0
OG0000546	109	6	22	53	2	54	0	0.48623853211009177	0.01834862385321101	0.4954128440366973	0.0	22	2	19	0
OG0000549	127	5	22	19	4	104	0	0.14960629921259844	0.031496062992125984	0.8188976377952756	0.0	15	4	22	0
OG0000589	60	4	22	21	2	23	14	0.35	0.03333333333333333	0.38333333333333336	0.23333333333333334	14	2	17	14
OG0000591	131	6	22	47	4	80	0	0.35877862595419846	0.030534351145038167	0.6106870229007634	0.0	22	4	22	0
OG0000594	210	11	22	55	28	127	0	0.2619047619047619	0.13333333333333333	0.6047619047619047	0.0	19	16	22	0
OG0000598	173	7	22	88	4	80	1	0.5086705202312138	0.023121387283236993	0.4624277456647399	0.005780346820809248	22	3	22	1
OG0000599	407	11	22	368	1	17	21	0.9041769041769042	0.002457002457002457	0.04176904176904177	0.051597051597051594	22	1	12	15
OG0000601	21	1	21	19	0	2	0	0.9047619047619048	0.0	0.09523809523809523	0.0	19	0	2	0
OG0000605	262	11	22	148	15	83	16	0.5648854961832062	0.05725190839694656	0.31679389312977096	0.061068702290076333	22	11	22	16
OG0000606	169	8	22	124	2	42	1	0.7337278106508875	0.011834319526627219	0.2485207100591716	0.005917159763313609	22	2	22	1
OG0000618	21	1	21	21	0	0	0	1.0	0.0	0.0	0.0	21	0	0	0
OG0000620	114	7	22	76	2	33	3	0.6666666666666666	0.017543859649122806	0.2894736842105263	0.02631578947368421	22	2	22	3
OG0000621	37	2	21	28	0	9	0	0.7567567567567568	0.0	0.24324324324324326	0.0	21	0	9	0
OG0000639	149	5	22	62	8	58	21	0.4161073825503356	0.053691275167785234	0.38926174496644295	0.14093959731543623	21	7	21	20
OG0000679	37	2	23	34	0	0	3	0.918918918918919	0.0	0.0	0.08108108108108109	22	0	0	3
OG0000692	104	5	22	21	14	69	0	0.20192307692307693	0.1346153846153846	0.6634615384615384	0.0	14	13	22	0
OG0000712	153	7	22	32	0	121	0	0.20915032679738563	0.0	0.7908496732026143	0.0	20	0	22	0
OG0000720	431	10	22	208	22	157	44	0.48259860788863107	0.05104408352668213	0.3642691415313225	0.10208816705336426	22	8	21	20
OG0000724	128	8	23	79	0	37	12	0.6171875	0.0	0.2890625	0.09375	23	0	16	11
OG0000725	105	8	22	88	1	16	0	0.8380952380952381	0.009523809523809525	0.1523809523809524	0.0	22	1	13	0
OG0000728	51	3	22	30	7	14	0	0.5882352941176471	0.13725490196078433	0.27450980392156865	0.0	21	7	14	0
OG0000731	105	5	23	46	2	57	0	0.4380952380952381	0.01904761904761905	0.5428571428571428	0.0	22	2	23	0
OG0000736	21	1	21	21	0	0	0	1.0	0.0	0.0	0.0	21	0	0	0
OG0000739	152	4	22	7	66	79	0	0.046052631578947366	0.4342105263157895	0.5197368421052632	0.0	3	22	22	0
OG0000761	114	4	22	80	0	31	3	0.7017543859649122	0.0	0.2719298245614035	0.02631578947368421	21	0	22	3
OG0000792	44	2	22	8	2	25	9	0.18181818181818182	0.045454545454545456	0.5681818181818182	0.20454545454545456	8	2	21	9
OG0000817	182	7	23	170	0	10	2	0.9340659340659341	0.0	0.054945054945054944	0.01098901098901099	23	0	6	2
OG0000822	177	8	22	18	30	129	0	0.1016949152542373	0.1694915254237288	0.7288135593220338	0.0	13	21	22	0
OG0000846	90	4	22	39	1	19	31	0.43333333333333335	0.011111111111111112	0.2111111111111111	0.34444444444444444	22	1	16	20
OG0000857	45	2	23	40	1	3	1	0.8888888888888888	0.022222222222222223	0.06666666666666667	0.022222222222222223	22	1	3	1
OG0000865	459	10	22	327	9	89	34	0.7124183006535948	0.0196078431372549	0.19389978213507625	0.07407407407407407	22	7	21	15
OG0000887	73	5	22	7	9	37	20	0.0958904109589041	0.1232876712328767	0.5068493150684932	0.273972602739726	6	9	22	18
OG0000893	187	5	23	161	0	26	0	0.8609625668449198	0.0	0.13903743315508021	0.0	23	0	17	0
OG0000907	130	6	22	69	27	33	1	0.5307692307692308	0.2076923076923077	0.25384615384615383	0.007692307692307693	22	22	20	1
OG0000913	134	8	22	51	17	62	4	0.3805970149253731	0.12686567164179105	0.4626865671641791	0.029850746268656716	22	16	22	4
OG0000929	147	5	22	140	1	6	0	0.9523809523809523	0.006802721088435374	0.04081632653061224	0.0	22	1	5	0
OG0000949	179	4	22	51	0	128	0	0.2849162011173184	0.0	0.7150837988826816	0.0	22	0	22	0
OG0000962	87	4	22	24	7	56	0	0.27586206896551724	0.08045977011494253	0.6436781609195402	0.0	22	6	22	0
OG0001007	152	7	22	129	3	17	3	0.8486842105263158	0.019736842105263157	0.1118421052631579	0.019736842105263157	22	3	10	3
OG0001019	44	2	22	15	1	21	7	0.3409090909090909	0.022727272727272728	0.4772727272727273	0.1590909090909091	15	1	21	7
OG0001038	17	1	17	5	8	4	0	0.29411764705882354	0.47058823529411764	0.23529411764705882	0.0	5	8	4	0
OG0001079	31	3	19	8	0	22	1	0.25806451612903225	0.0	0.7096774193548387	0.03225806451612903	8	0	18	1
OG0001115	157	7	22	50	12	76	19	0.3184713375796178	0.07643312101910828	0.4840764331210191	0.12101910828025478	22	9	22	19
OG0001127	190	7	23	70	22	98	0	0.3684210526315789	0.11578947368421053	0.5157894736842106	0.0	22	13	23	0
OG0001132	258	6	22	230	0	1	27	0.8914728682170543	0.0	0.003875968992248062	0.10465116279069768	22	0	1	15
OG0001135	88	8	17	72	2	9	5	0.8181818181818182	0.022727272727272728	0.10227272727272728	0.056818181818181816	16	2	6	5
