family_id	GCA_020911765.2_ASM2091176v2_genomic	GCA_024498495.1_ASM2449849v1_genomic	GCA_025388435.1_AtA1-141.20181003_genomic	GCA_036926925.1_ASM3692692v1_genomic	GCA_036926965.1_ASM3692696v1_genomic	GCA_036926975.1_ASM3692697v1_genomic	GCA_036927025.1_ASM3692702v1_genomic	GCA_036927045.1_ASM3692704v1_genomic	GCA_036927085.1_ASM3692708v1_genomic	GCA_036927245.1_ASM3692724v1_genomic	GCA_036927255.1_ASM3692725v1_genomic	GCA_036927265.1_ASM3692726v1_genomic	GCA_036927275.1_ASM3692727v1_genomic	GCA_036927285.1_ASM3692728v1_genomic	GCA_036927355.1_ASM3692735v1_genomic	GCA_036927365.1_ASM3692736v1_genomic	GCA_036927375.1_ASM3692737v1_genomic	GCA_036927385.1_ASM3692738v1_genomic	GCA_036927435.1_ASM3692743v1_genomic	GCA_036927455.1_ASM3692745v1_genomic	GCA_036927475.1_ASM3692747v1_genomic	GCA_036927485.1_ASM3692748v1_genomic	GCA_036927505.1_ASM3692750v1_genomic	GCA_036936705.1_ASM3693670v1_genomic	GCA_036936715.1_ASM3693671v1_genomic	GCA_036936845.1_ASM3693684v1_genomic	GCA_036936885.1_ASM3693688v1_genomic	GCA_036936895.1_ASM3693689v1_genomic	GCA_036936905.1_ASM3693690v1_genomic	GCA_036936915.1_ASM3693691v1_genomic	GCA_036936945.1_ASM3693694v1_genomic	GCA_036936955.1_ASM3693695v1_genomic	GCA_036937005.1_ASM3693700v1_genomic	GCA_036937185.1_ASM3693718v1_genomic	GCA_036937335.1_ASM3693733v1_genomic	GCA_036937385.1_ASM3693738v1_genomic	GCA_036937455.1_ASM3693745v1_genomic	GCA_036937465.1_ASM3693746v1_genomic	GCA_036937475.1_ASM3693747v1_genomic	GCA_036937505.1_ASM3693750v1_genomic	GCA_036937515.1_ASM3693751v1_genomic	GCA_036937805.1_ASM3693780v1_genomic	GCA_036937815.1_ASM3693781v1_genomic	GCA_036937985.1_ASM3693798v1_genomic	GCA_036938785.1_ASM3693878v1_genomic	GCA_036939995.1_ASM3693999v1_genomic	GCA_036940305.1_ASM3694030v1_genomic	GCA_036940335.1_ASM3694033v1_genomic	GCA_036940405.1_ASM3694040v1_genomic	GCA_036940415.1_ASM3694041v1_genomic	GCA_036940605.1_ASM3694060v1_genomic	GCA_036940615.1_ASM3694061v1_genomic	GCA_036940625.1_ASM3694062v1_genomic	GCA_036940635.1_ASM3694063v1_genomic	GCA_036940645.1_ASM3694064v1_genomic	GCA_036940715.1_ASM3694071v1_genomic	GCA_036940825.1_ASM3694082v1_genomic	GCA_036940995.1_ASM3694099v1_genomic	GCA_036941165.1_ASM3694116v1_genomic	GCA_036941295.1_ASM3694129v1_genomic	GCA_036941465.1_ASM3694146v1_genomic	GCA_036941635.1_ASM3694163v1_genomic	GCA_036941785.1_ASM3694178v1_genomic	GCA_036941915.1_ASM3694191v1_genomic	GCA_036941985.1_ASM3694198v1_genomic	GCA_036942075.1_ASM3694207v1_genomic	GCA_036942405.1_ASM3694240v1_genomic	GCA_036942435.1_ASM3694243v1_genomic	GCA_036942445.1_ASM3694244v1_genomic	GCA_036942575.1_ASM3694257v1_genomic	GCA_036942965.1_ASM3694296v1_genomic	GCA_036942975.1_ASM3694297v1_genomic	GCA_946402385.1_AUZE-A-5.genomic	GCA_946403025.1_FERR-A-8.genomic	GCA_946403525.1_BELC-C-10.genomic	GCA_946404075.1_ANGE-B-10.genomic	GCA_946404385.1_BARA-C-5.genomic	GCA_946404515.1_IP-San-9.genomic	GCA_946404995.1_BANI-C-1.genomic	GCA_946405265.1_IP-Met-6.genomic	GCA_946405525.1_FERR-A-12.genomic	GCA_946405545.1_IP-Evs-12.genomic	GCA_946405725.1_IP-Med-0.genomic	GCA_946405905.1_MONTM-B-16.genomic	GCA_946406325.1_IP-Alo-0.9506.genomic	GCA_946406525.1_Ler-0.7213.genomic	GCA_946406595.1_BANI-C-12.genomic	GCA_946406625.1_IP-Hom-4.9546.genomic	GCA_946406735.1_BARA-C-3.genomic	GCA_946406895.1_Rabacal-1.22005.genomic	GCA_946406975.1_CAMA-C-2.genomic	GCA_946407145.1_BARC-A-17.genomic	GCA_946407795.1_IP-Lor-16.genomic	GCA_946408365.1_SALE-A-10.genomic	GCA_946408575.1_CAMA-C-9.genomic	GCA_946408975.1_BELC-C-12.genomic	GCA_946409395.1_BROU-A-10.genomic	GCA_946409815.1_SALE-A-17.genomic	GCA_946410165.1_BARC-A-12.genomic	GCA_946410485.1_IP-Alo-19.genomic	GCA_946411375.1_IP-Cas-0.9831.genomic	GCA_946411425.1_IP-Hom-0.genomic	GCA_946411655.1_MERE-A-13.genomic	GCA_946411805.1_IP-Mos-9.genomic	GCA_946411885.1_IP-Mos-5.genomic	GCA_946412005.1_IP-Hum-4.genomic	GCA_946412065.1_GAIL-B-11.genomic	GCA_946412225.1_IP-Mdc-14.genomic	GCA_946413285.1_IP-Hum-2.9549.genomic	GCA_946413305.1_IP-Med-3.genomic	GCA_946413405.1_PREI-A-14.genomic	GCA_946413935.1_IP-Sln-22.genomic	GCA_946414125.1_Cvi-0.6911.genomic	GCA_946414305.1_IP-Cat-0.9832.genomic	GCA_946415005.1_ANGE-B-2.genomic	GCA_946415165.1_IP-Evs-0.9845.genomic	GCA_946415445.1_IP-Cas-6.genomic	GCA_946415625.1_MONTM-B-7.genomic	GCA_946415655.1_LACR-C-14.genomic	GCA_946499665.1_Ey15-2.9994.genomic	GCA_946499705.1_Col-0.6909.genomic	GCA_949796375.1_9336_genomic	GCA_949796385.1_9852_genomic	GCA_949796415.1_9762_genomic	GCA_949796455.1_7143_genomic	GCA_949796475.1_9883_genomic	GCA_949796485.1_9900_genomic	GCA_949796525.1_6923_genomic	GCA_949796605.1_9806_genomic	GCA_949796635.1_8285_genomic	GCA_949796645.1_6137_genomic	GCA_949796655.1_9744_genomic	GCA_949796665.1_9879_genomic	GCA_949796705.1_9503_genomic	GCA_949796715.1_9830_genomic	GCA_949796755.1_9847_genomic
OG0000038	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000039	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	12	11	12	11	11	11	11	11	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	11	11	12	11	11	11	11	11	12	11	11	11	11	11	11	11	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	12	12	11	11	11	11	11	11	12	11	12	12	11	11	11	11
OG0000040	16	15	15	16	15	15	15	15	15	15	16	15	15	16	15	15	16	15	16	16	16	15	15	15	15	16	15	14	16	16	16	15	15	15	15	15	16	15	15	15	16	15	15	16	15	14	13	15	16	15	15	15	16	15	15	16	16	14	16	16	16	15	14	16	15	13	16	16	14	14	14	16	15	14	15	16	16	16	15	15	15	14	16	16	15	16	15	16	14	15	16	15	15	16	16	15	16	16	15	15	14	15	15	16	15	15	16	13	15	16	15	14	14	15	15	15	15	15	16	15	16	15	15	15	15	16	14	16	16	15	15	15	15	14	16	15
OG0000042	10	10	9	9	10	10	10	10	9	10	10	10	10	9	9	10	10	6	9	9	9	9	9	9	9	9	10	9	9	10	10	10	9	9	10	10	10	10	9	10	9	9	9	9	10	10	9	10	9	9	10	9	9	9	9	10	10	10	9	9	10	10	10	9	9	9	9	10	10	9	9	10	10	9	9	10	9	8	10	10	9	10	10	9	10	10	10	9	10	9	9	9	10	9	9	9	10	9	9	10	10	8	9	10	10	10	9	10	9	10	9	7	9	6	9	10	10	9	10	9	10	9	9	10	10	8	10	10	9	10	9	9	10	10	9	9
OG0000045	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0000046	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11
OG0000047	6	5	4	6	5	5	6	5	4	4	6	5	4	4	5	4	5	6	5	5	5	5	5	5	5	5	6	5	5	4	5	5	5	5	6	5	5	5	6	6	6	5	6	5	6	4	5	4	5	4	4	5	6	5	5	5	6	6	4	5	4	4	4	5	5	5	5	6	6	4	5	6	5	5	5	4	5	4	5	5	4	5	5	5	5	5	5	5	5	5	4	5	5	4	4	5	4	4	5	5	5	5	4	5	3	5	4	4	5	5	4	5	4	5	5	5	5	5	4	5	6	4	5	4	4	5	4	4	5	4	5	5	5	4	6	5
OG0000049	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9
OG0000054	15	15	11	13	13	15	15	12	13	14	15	13	13	14	12	11	13	15	13	12	12	15	11	15	12	11	13	14	11	10	15	11	13	13	14	11	15	14	11	13	13	12	15	14	15	14	15	12	13	11	14	14	13	13	13	14	13	13	14	13	13	14	12	14	11	13	13	15	14	14	15	12	14	14	13	13	14	15	12	14	14	15	14	12	12	14	13	13	15	13	12	15	13	12	12	13	13	12	15	11	13	14	13	13	13	14	12	12	12	15	16	12	14	13	15	16	14	14	14	15	14	14	15	12	14	15	13	15	11	13	15	13	14	15	12	15
OG0000060	15	14	15	14	14	13	15	14	13	13	13	14	14	13	13	12	12	13	13	13	13	14	14	13	14	13	13	13	13	13	15	13	13	13	15	14	13	15	14	14	13	13	14	14	15	13	13	13	14	15	14	13	13	14	13	14	14	13	13	14	13	13	13	14	13	13	13	15	13	13	13	14	14	13	13	12	15	13	14	13	19	13	12	14	13	13	13	13	14	13	13	14	13	14	13	13	13	14	14	12	13	13	13	12	13	14	13	13	13	13	13	13	13	13	13	13	13	13	13	14	15	14	13	13	14	13	14	14	13	13	13	13	13	14	14	13
OG0000065	12	10	12	9	12	9	9	10	10	12	9	10	10	11	10	12	9	11	13	14	15	10	10	10	9	9	12	11	9	9	9	10	9	9	10	9	9	8	9	10	9	10	10	12	10	10	11	10	10	12	9	10	9	10	9	11	10	12	10	10	12	8	10	10	11	14	16	12	9	8	10	10	11	11	12	10	10	11	10	14	14	10	9	12	11	10	9	10	12	9	10	11	11	11	10	12	9	11	11	10	9	10	12	12	11	11	13	10	9	8	14	14	8	13	11	12	14	10	12	9	12	10	13	10	9	10	10	9	9	12	10	10	11	10	10	10
OG0000074	118	49	15	28	82	92	62	70	32	98	89	86	90	91	68	100	74	103	74	82	70	62	99	62	57	111	66	89	111	96	92	66	73	73	69	98	70	61	113	70	63	79	88	85	70	95	82	79	116	110	60	99	63	64	86	61	88	99	116	62	86	98	81	66	94	89	70	87	86	90	82	69	107	108	66	73	75	97	93	101	107	92	78	104	89	118	85	94	70	86	78	94	86	95	78	66	108	95	94	90	95	86	103	62	96	92	95	89	64	90	89	107	90	116	97	92	86	109	97	104	118	70	95	79	59	114	94	70	99	65	89	98	82	78	115	78
OG0000075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000077	16	15	11	13	11	13	12	15	13	13	12	12	12	14	12	13	13	15	12	11	11	12	14	16	14	13	14	14	13	12	13	13	13	13	13	13	14	14	13	12	13	12	13	12	13	15	13	13	15	15	13	12	13	11	11	16	14	14	12	16	15	15	13	15	13	15	12	16	14	14	11	13	13	13	14	12	13	13	14	14	13	12	15	14	12	11	13	15	15	11	11	12	11	13	11	14	14	13	12	12	11	14	12	15	15	13	13	12	16	12	14	13	14	11	13	11	12	12	12	11	16	12	13	13	13	13	14	13	14	11	12	14	12	12	11	13
OG0000083	25	18	18	20	21	18	17	17	19	19	16	18	19	16	14	19	15	16	13	15	14	16	18	19	17	19	24	17	19	17	20	19	14	14	17	14	16	19	15	16	23	18	16	14	15	20	19	17	15	19	14	13	23	20	14	19	17	14	16	16	18	22	17	14	15	18	13	25	16	19	16	16	20	16	18	19	15	12	22	13	19	19	18	18	18	17	16	16	20	14	16	20	15	19	16	18	18	19	20	12	19	14	21	11	20	14	23	14	15	16	21	11	19	14	17	15	14	14	19	19	25	16	14	17	13	18	17	19	16	17	16	17	16	14	20	15
OG0000086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000087	5	3	4	1	5	2	3	4	5	5	4	5	4	2	3	5	2	3	2	2	2	5	3	5	3	5	4	5	5	4	5	3	2	2	4	4	5	5	4	3	2	0	3	4	4	2	4	5	1	4	4	3	2	3	2	4	4	1	5	4	2	5	4	2	2	1	2	5	4	2	2	4	1	5	3	4	4	4	5	1	5	5	1	4	4	4	3	5	5	2	4	5	4	5	4	3	3	5	5	4	3	4	4	2	4	5	5	4	5	5	5	3	2	3	2	5	3	5	1	2	5	2	4	5	5	2	5	5	4	4	3	2	4	4	4	4
OG0000090	16	16	16	15	16	16	15	15	14	15	15	16	16	15	14	15	15	16	14	14	14	15	15	15	16	16	16	15	16	13	16	15	15	15	15	16	16	16	15	16	15	15	16	13	15	13	15	15	13	15	13	16	15	16	14	16	15	15	12	15	14	14	15	15	16	13	14	16	15	14	14	16	16	16	14	16	16	13	16	12	16	13	13	15	13	15	15	15	16	14	16	14	14	15	16	14	14	15	14	12	16	12	15	13	15	16	15	13	14	15	16	14	14	13	16	12	13	15	15	16	16	14	12	15	16	15	16	14	15	16	16	16	12	15	15	12
