"family_id","n_individuals","mean_copy","sd_copy","n_states","n_nonzero","zero_fraction","min_copy","max_copy"
"OG0000118",21,2.28571428571429,1.55379719213471,5,21,0,1,6
"OG0000126",21,9.66666666666667,0.730296743340221,4,21,0,8,11
"OG0000141",21,1.85714285714286,0.358568582800318,2,21,0,1,2
"OG0000142",21,3.80952380952381,0.402373908081478,2,21,0,3,4
"OG0000147",21,7.85714285714286,2.0071301473924,5,21,0,5,11
"OG0000150",21,11.7142857142857,0.462910049886276,2,21,0,11,12
"OG0000158",21,1,0,1,21,0,1,1
"OG0000159",21,7.85714285714286,1.27615493909299,6,21,0,6,11
"OG0000164",21,8.14285714285714,0.478091443733757,3,21,0,7,9
"OG0000166",21,19.4761904761905,3.24990842361823,10,21,0,9,24
"OG0000167",21,6.85714285714286,0.358568582800318,2,21,0,6,7
"OG0000170",21,170.857142857143,54.7085785908259,18,21,0,129,304
"OG0000182",21,19.3333333333333,2.92118697336089,8,21,0,16,27
"OG0000184",21,14.9047619047619,1.60949563232591,6,21,0,11,17
"OG0000185",21,5.95238095238095,1.02353263143832,4,21,0,3,7
"OG0000186",21,1.76190476190476,0.436435780471985,2,21,0,1,2
"OG0000188",21,17.6190476190476,1.59612626305661,6,21,0,15,20
"OG0000192",21,1.9047619047619,0.300792603759119,2,21,0,1,2
"OG0000196",21,3.9047619047619,0.300792603759119,2,21,0,3,4
"OG0000199",21,17.6666666666667,2.00831604418561,8,21,0,14,21
"OG0000200",21,17.1904761904762,2.60036627456687,8,21,0,9,20
"OG0000202",21,2.76190476190476,0.624880941040924,3,21,0,1,3
"OG0000206",21,5.95238095238095,0.669043382464133,4,21,0,5,8
"OG0000207",21,11.2857142857143,2.75939952059968,8,21,0,8,19
"OG0000210",21,2.76190476190476,0.436435780471985,2,21,0,2,3
"OG0000213",21,7.38095238095238,0.740012869900955,3,21,0,6,8
"OG0000217",21,10.7142857142857,1.27054543967767,5,21,0,9,13
"OG0000220",21,10.7142857142857,0.643650304346789,3,21,0,10,12
"OG0000224",21,2.14285714285714,1.06234242529018,4,20,0.0476190476190476,0,3
"OG0000228",21,2.33333333333333,0.730296743340222,3,21,0,1,3
"OG0000242",21,10.5714285714286,1.32557265253281,6,21,0,8,13
"OG0000253",21,7.95238095238095,0.804747816162956,4,21,0,6,9
"OG0000255",21,49.9047619047619,27.6077973802778,18,21,0,3,95
"OG0000258",21,12.952380952381,1.5644868320376,6,21,0,10,15
"OG0000261",21,5.47619047619048,0.511766315719159,2,21,0,5,6
"OG0000264",21,9.71428571428571,1.41925533794512,6,21,0,6,12
"OG0000266",21,4.80952380952381,1.40068010691405,6,21,0,3,9
"OG0000269",21,1.47619047619048,0.511766315719159,2,21,0,1,2
"OG0000271",21,3.0952380952381,0.300792603759119,2,21,0,3,4
"OG0000272",21,1,0,1,21,0,1,1
"OG0000276",21,7.28571428571429,2.79540439190571,8,21,0,3,11
"OG0000297",21,2.47619047619048,0.511766315719159,2,21,0,2,3
"OG0000298",21,5,0,1,21,0,5,5
"OG0000299",21,12.6666666666667,1.06458129484475,5,21,0,11,15
"OG0000319",21,1.52380952380952,0.511766315719159,2,21,0,1,2
"OG0000320",21,1.66666666666667,0.483045891539648,2,21,0,1,2
"OG0000325",21,3.76190476190476,0.538958431120797,3,21,0,2,4
"OG0000329",21,0.476190476190476,0.511766315719159,2,10,0.523809523809524,0,1
"OG0000338",21,13.6190476190476,0.497613351528119,2,21,0,13,14
"OG0000339",21,9.66666666666667,1.06458129484475,4,21,0,8,11
"OG0000343",21,6.66666666666667,2.00831604418561,7,21,0,4,11
"OG0000347",21,32.952380952381,6.20061440888071,12,21,0,19,39
"OG0000348",21,4.52380952380952,0.679635756787974,3,21,0,3,5
"OG0000360",21,6.95238095238095,0.669043382464133,4,21,0,5,8
"OG0000361",21,11.1904761904762,1.12334534400814,5,21,0,9,13
"OG0000367",21,4.38095238095238,0.589592272353571,3,21,0,3,5
"OG0000372",21,4.9047619047619,0.300792603759119,2,21,0,4,5
"OG0000375",21,1,0,1,21,0,1,1
"OG0000382",21,7.61904761904762,0.589592272353571,3,21,0,6,8
"OG0000384",21,30.4761904761905,12.379899222607,18,21,0,11,61
"OG0000385",21,0.952380952380952,0.218217890235992,2,20,0.0476190476190476,0,1
"OG0000386",21,10.4761904761905,0.980767435177556,5,21,0,8,12
"OG0000388",21,9.33333333333333,2.00831604418561,8,21,0,5,13
"OG0000402",21,4.52380952380952,3.24990842361824,5,21,0,2,12
"OG0000418",21,3.04761904761905,0.669043382464133,4,21,0,1,4
"OG0000419",21,3,0,1,21,0,3,3
"OG0000422",21,6.76190476190476,1.67047184665776,5,21,0,3,10
"OG0000432",21,1.04761904761905,0.218217890235992,2,21,0,1,2
"OG0000434",21,7.42857142857143,0.925820099772552,4,21,0,5,8
"OG0000440",21,10.0952380952381,1.78619041271534,7,21,0,7,13
"OG0000442",21,1,0,1,21,0,1,1
"OG0000445",21,1.80952380952381,0.511766315719159,3,20,0.0476190476190476,0,2
"OG0000448",21,8.76190476190476,1.22085060121056,5,21,0,6,10
"OG0000452",21,0.476190476190476,0.511766315719159,2,10,0.523809523809524,0,1
"OG0000453",21,1,0,1,21,0,1,1
"OG0000473",21,1,0,1,21,0,1,1
"OG0000496",21,1.9047619047619,0.300792603759119,2,21,0,1,2
"OG0000500",21,1.80952380952381,0.511766315719159,3,20,0.0476190476190476,0,2
"OG0000501",21,9.04761904761905,0.920662287496912,4,21,0,7,10
"OG0000503",21,1.9047619047619,0.300792603759119,2,21,0,1,2
"OG0000504",21,1.61904761904762,0.669043382464133,3,21,0,1,3
"OG0000510",21,2.76190476190476,0.943650459903555,4,21,0,1,4
"OG0000513",21,10.0952380952381,0.830948969838816,4,21,0,8,11
"OG0000534",21,1,0,1,21,0,1,1
"OG0000535",21,6.33333333333333,1.11055541659718,3,21,0,2,7
"OG0000546",21,4.95238095238095,1.28359613882991,4,21,0,3,7
"OG0000549",21,5.80952380952381,0.402373908081478,2,21,0,5,6
"OG0000589",21,2.66666666666667,0.966091783079296,4,21,0,1,4
"OG0000591",21,5.95238095238095,0.218217890235992,2,21,0,5,6
"OG0000594",21,9.66666666666667,3.07137319994385,11,21,0,4,17
"OG0000598",21,7.95238095238095,0.497613351528119,3,21,0,7,9
"OG0000599",21,18.2380952380952,6.59473094147716,14,21,0,10,30
"OG0000601",21,0.904761904761905,0.300792603759119,2,19,0.0952380952380952,0,1
"OG0000605",21,11.8571428571429,0.963624111659431,4,21,0,10,13
"OG0000606",21,7.76190476190476,0.436435780471985,2,21,0,7,8
"OG0000618",21,0.904761904761905,0.300792603759119,2,19,0.0952380952380952,0,1
"OG0000620",21,5.33333333333333,1.27801930084539,5,21,0,4,8
"OG0000621",21,1.66666666666667,0.577350269189626,3,20,0.0476190476190476,0,2
"OG0000639",21,6.76190476190476,0.830948969838816,4,21,0,5,9
"OG0000679",21,1.57142857142857,0.50709255283711,2,21,0,1,2
"OG0000692",21,4.71428571428571,0.462910049886276,2,21,0,4,5
"OG0000712",21,6.95238095238095,0.218217890235992,2,21,0,6,7
"OG0000720",21,19.8571428571429,11.5164478650568,12,21,0,10,46
"OG0000724",21,5.66666666666667,1.6532795690183,6,21,0,3,8
"OG0000725",21,4.76190476190476,1.51343192462568,6,21,0,3,9
"OG0000728",21,2.28571428571429,0.560611910581388,3,21,0,1,3
"OG0000731",21,4.57142857142857,0.50709255283711,2,21,0,4,5
"OG0000736",21,0.952380952380952,0.218217890235992,2,20,0.0476190476190476,0,1
"OG0000739",21,6.9047619047619,0.300792603759119,2,21,0,6,7
"OG0000761",21,5.38095238095238,1.11696868694653,4,21,0,4,7
"OG0000792",21,2,0,1,21,0,2,2
"OG0000817",21,8.28571428571429,1.58564993434418,5,21,0,6,10
"OG0000822",21,8.0952380952381,0.538958431120797,3,21,0,7,9
"OG0000846",21,4.0952380952381,0.300792603759119,2,21,0,4,5
"OG0000857",21,2,0,1,21,0,2,2
"OG0000865",21,20.6190476190476,7.10264873463548,15,21,0,11,34
"OG0000887",21,3.28571428571429,1.61687529336239,5,21,0,1,7
"OG0000893",21,8.42857142857143,1.56752762563945,6,21,0,6,11
"OG0000907",21,5.85714285714286,1.1084094137869,5,21,0,4,9
"OG0000913",21,6.04761904761905,1.02353263143832,5,21,0,4,8
"OG0000929",21,6.76190476190476,1.37494588638106,5,21,0,5,9
"OG0000949",21,8.14285714285714,0.72702917999997,4,21,0,7,10
"OG0000962",21,3.95238095238095,0.218217890235992,2,21,0,3,4
"OG0001007",21,7,3.30151480384384,11,21,0,2,13
"OG0001019",21,2,0,1,21,0,2,2
"OG0001038",21,0.761904761904762,0.436435780471985,2,16,0.238095238095238,0,1
"OG0001079",21,1.42857142857143,0.925820099772552,4,18,0.142857142857143,0,3
"OG0001115",21,7.14285714285714,0.358568582800318,2,21,0,7,8
"OG0001127",21,8.61904761904762,2.57829770345068,8,21,0,1,11
"OG0001132",21,12.047619047619,4.1530252885841,14,21,0,5,19
"OG0001135",21,5.52380952380952,1.03048763306736,6,21,0,3,8
"OG0001136",21,5.23809523809524,1.04425867986634,4,21,0,2,6
"OG0001139",21,5.85714285714286,1.27615493909299,6,21,0,3,8
"OG0001188",21,4.71428571428571,0.783763812819726,4,21,0,3,6
"OG0001196",21,1.66666666666667,0.483045891539648,2,21,0,1,2
"OG0001202",21,4,0,1,21,0,4,4
"OG0001262",21,6.9047619047619,0.300792603759119,2,21,0,6,7
"OG0001318",21,11.2857142857143,3.84893306180891,11,21,0,4,16
"OG0001336",21,4.52380952380952,0.87287156094397,3,21,0,4,6
"OG0001349",21,2.80952380952381,0.402373908081478,2,21,0,2,3
"OG0001363",21,1.33333333333333,0.483045891539648,2,21,0,1,2
"OG0001392",21,7.71428571428571,0.462910049886276,2,21,0,7,8
"OG0001395",21,3,0,1,21,0,3,3
"OG0001398",21,0.857142857142857,0.72702917999997,3,14,0.333333333333333,0,2
"OG0001400",21,3.28571428571429,1.30930734141595,5,20,0.0476190476190476,0,6
"OG0001401",21,4.85714285714286,0.358568582800318,2,21,0,4,5
"OG0001408",21,4.47619047619048,1.72101852456758,6,21,0,2,7
"OG0001411",21,4.9047619047619,1.78619041271534,8,21,0,2,9
"OG0001412",21,7.42857142857143,1.56752762563945,6,21,0,5,10
"OG0001688",21,1.61904761904762,0.497613351528119,2,21,0,1,2
"OG0001769",21,2.76190476190476,0.830948969838816,3,21,0,2,4
"OG0001813",21,5.76190476190476,0.538958431120797,3,21,0,4,6
"OG0001820",21,1,0,1,21,0,1,1
"OG0001841",21,6.57142857142857,1.36277028773849,6,21,0,4,9
"OG0001885",21,1,0,1,21,0,1,1
"OG0001893",21,0.80952380952381,0.402373908081478,2,17,0.19047619047619,0,1
"OG0001901",21,6.04761904761905,0.669043382464133,3,21,0,5,7
"OG0001911",21,10,2.66458251889485,6,21,0,2,16
"OG0001918",21,6.04761904761905,0.740012869900955,3,21,0,5,7
"OG0001923",21,6,0.547722557505166,3,21,0,5,7
"OG0001927",21,4.14285714285714,1.55838744494796,7,21,0,2,8
"OG0001928",21,5,0,1,21,0,5,5
"OG0001929",21,9.57142857142857,3.52946778667023,12,20,0.0476190476190476,0,15
"OG0002178",21,5.04761904761905,0.740012869900955,4,21,0,3,6
"OG0002370",21,5.14285714285714,1.2363540870525,5,21,0,3,7
"OG0002564",21,0.523809523809524,0.511766315719159,2,11,0.476190476190476,0,1
"OG0002742",21,2.71428571428571,0.462910049886276,2,21,0,2,3
"OG0002810",21,4.95238095238095,1.07126982951031,4,21,0,3,6
"OG0002829",21,1,0,1,21,0,1,1
"OG0002867",21,5.42857142857143,0.870139561876632,4,21,0,3,6
"OG0002883",21,0.904761904761905,0.300792603759119,2,19,0.0952380952380952,0,1
"OG0002891",21,3.9047619047619,1.60949563232591,7,21,0,1,8
"OG0002892",21,4.04761904761905,0.218217890235992,2,21,0,4,5
"OG0002893",21,5.0952380952381,1.09108945117996,4,21,0,3,6
"OG0002919",21,5.04761904761905,0.973457265430305,5,21,0,3,7
"OG0003409",21,6,2.14476105895272,6,21,0,4,12
"OG0003680",21,1,0,1,21,0,1,1
"OG0003687",21,5.33333333333333,1.01653004546513,4,21,0,3,6
"OG0003691",21,4.28571428571429,0.783763812819726,4,21,0,3,6
"OG0003730",21,1,0,1,21,0,1,1
"OG0003767",21,4.33333333333333,0.795822425754221,3,21,0,3,5
"OG0003807",21,5,0,1,21,0,5,5
"OG0003808",21,4.57142857142857,0.978336781043653,4,21,0,3,6
"OG0003820",21,3.23809523809524,1.51343192462568,6,21,0,1,6
"OG0004081",21,4.95238095238095,0.589592272353571,3,21,0,4,6
"OG0004132",21,4.85714285714286,0.358568582800318,2,21,0,4,5
"OG0004303",21,3.95238095238095,0.218217890235992,2,21,0,3,4
"OG0004694",21,5.14285714285714,0.358568582800318,2,21,0,5,6
"OG0004872",21,3.28571428571429,1.8205179796656,5,18,0.142857142857143,0,5
"OG0005764",21,3.9047619047619,0.300792603759119,2,21,0,3,4
