"family_id","mean_copy","sd_copy","n_states"
"OG0000186",1.76190476190476,0.436435780471985,2
"OG0000188",17.6190476190476,1.59612626305661,6
"OG0000192",1.9047619047619,0.300792603759119,2
"OG0000196",3.9047619047619,0.300792603759119,2
"OG0000199",17.6666666666667,2.00831604418561,8
"OG0000200",17.1904761904762,2.60036627456687,8
"OG0000202",2.76190476190476,0.624880941040924,3
"OG0000206",5.95238095238095,0.669043382464133,4
"OG0000207",11.2857142857143,2.75939952059968,8
"OG0000210",2.76190476190476,0.436435780471985,2
"OG0000213",7.38095238095238,0.740012869900955,3
"OG0000217",10.7142857142857,1.27054543967767,5
"OG0000220",10.7142857142857,0.643650304346789,3
"OG0000224",2.14285714285714,1.06234242529018,4
"OG0000228",2.33333333333333,0.730296743340222,3
"OG0000242",10.5714285714286,1.32557265253281,6
"OG0000253",7.95238095238095,0.804747816162956,4
"OG0000255",49.9047619047619,27.6077973802778,18
"OG0000258",12.952380952381,1.5644868320376,6
"OG0000261",5.47619047619048,0.511766315719159,2
"OG0000264",9.71428571428571,1.41925533794512,6
"OG0000266",4.80952380952381,1.40068010691405,6
"OG0000269",1.47619047619048,0.511766315719159,2
"OG0000271",3.0952380952381,0.300792603759119,2
"OG0000276",7.28571428571429,2.79540439190571,8
"OG0000297",2.47619047619048,0.511766315719159,2
"OG0000299",12.6666666666667,1.06458129484475,5
"OG0000319",1.52380952380952,0.511766315719159,2
"OG0000320",1.66666666666667,0.483045891539648,2
"OG0000325",3.76190476190476,0.538958431120797,3
"OG0000329",0.476190476190476,0.511766315719159,2
"OG0000338",13.6190476190476,0.497613351528119,2
"OG0000339",9.66666666666667,1.06458129484475,4
"OG0000343",6.66666666666667,2.00831604418561,7
"OG0000347",32.952380952381,6.20061440888071,12
"OG0000348",4.52380952380952,0.679635756787974,3
"OG0000360",6.95238095238095,0.669043382464133,4
"OG0000361",11.1904761904762,1.12334534400814,5
"OG0000367",4.38095238095238,0.589592272353571,3
"OG0000372",4.9047619047619,0.300792603759119,2
"OG0000382",7.61904761904762,0.589592272353571,3
"OG0000384",30.4761904761905,12.379899222607,18
"OG0000385",0.952380952380952,0.218217890235992,2
"OG0000386",10.4761904761905,0.980767435177556,5
"OG0000388",9.33333333333333,2.00831604418561,8
"OG0000402",4.52380952380952,3.24990842361824,5
"OG0000418",3.04761904761905,0.669043382464133,4
"OG0000422",6.76190476190476,1.67047184665776,5
"OG0000432",1.04761904761905,0.218217890235992,2
"OG0000434",7.42857142857143,0.925820099772552,4
"OG0000440",10.0952380952381,1.78619041271534,7
"OG0000445",1.80952380952381,0.511766315719159,3
"OG0000448",8.76190476190476,1.22085060121056,5
"OG0000452",0.476190476190476,0.511766315719159,2
"OG0000496",1.9047619047619,0.300792603759119,2
"OG0000500",1.80952380952381,0.511766315719159,3
"OG0000501",9.04761904761905,0.920662287496912,4
"OG0000503",1.9047619047619,0.300792603759119,2
"OG0000504",1.61904761904762,0.669043382464133,3
"OG0000510",2.76190476190476,0.943650459903555,4
"OG0000513",10.0952380952381,0.830948969838816,4
"OG0000535",6.33333333333333,1.11055541659718,3
"OG0000546",4.95238095238095,1.28359613882991,4
"OG0000549",5.80952380952381,0.402373908081478,2
"OG0000589",2.66666666666667,0.966091783079296,4
"OG0000591",5.95238095238095,0.218217890235992,2
"OG0000594",9.66666666666667,3.07137319994385,11
"OG0000598",7.95238095238095,0.497613351528119,3
"OG0000599",18.2380952380952,6.59473094147716,14
"OG0000601",0.904761904761905,0.300792603759119,2
"OG0000605",11.8571428571429,0.963624111659431,4
"OG0000606",7.76190476190476,0.436435780471985,2
"OG0000618",0.904761904761905,0.300792603759119,2
"OG0000620",5.33333333333333,1.27801930084539,5
"OG0000621",1.66666666666667,0.577350269189626,3
"OG0000639",6.76190476190476,0.830948969838816,4
"OG0000679",1.57142857142857,0.50709255283711,2
"OG0000692",4.71428571428571,0.462910049886276,2
"OG0000712",6.95238095238095,0.218217890235992,2
"OG0000720",19.8571428571429,11.5164478650568,12
"OG0000724",5.66666666666667,1.6532795690183,6
"OG0000725",4.76190476190476,1.51343192462568,6
"OG0000728",2.28571428571429,0.560611910581388,3
"OG0000731",4.57142857142857,0.50709255283711,2
"OG0000736",0.952380952380952,0.218217890235992,2
"OG0000739",6.9047619047619,0.300792603759119,2
"OG0000761",5.38095238095238,1.11696868694653,4
"OG0000817",8.28571428571429,1.58564993434418,5
"OG0000822",8.0952380952381,0.538958431120797,3
"OG0000846",4.0952380952381,0.300792603759119,2
"OG0000865",20.6190476190476,7.10264873463548,15
"OG0000887",3.28571428571429,1.61687529336239,5
"OG0000893",8.42857142857143,1.56752762563945,6
"OG0000907",5.85714285714286,1.1084094137869,5
"OG0000913",6.04761904761905,1.02353263143832,5
"OG0000929",6.76190476190476,1.37494588638106,5
"OG0000949",8.14285714285714,0.72702917999997,4
"OG0000962",3.95238095238095,0.218217890235992,2
"OG0001007",7,3.30151480384384,11
"OG0001038",0.761904761904762,0.436435780471985,2
"OG0001079",1.42857142857143,0.925820099772552,4
"OG0001115",7.14285714285714,0.358568582800318,2
"OG0001127",8.61904761904762,2.57829770345068,8
"OG0001132",12.047619047619,4.1530252885841,14
"OG0001135",5.52380952380952,1.03048763306736,6
"OG0001136",5.23809523809524,1.04425867986634,4
"OG0001139",5.85714285714286,1.27615493909299,6
"OG0001188",4.71428571428571,0.783763812819726,4
"OG0001196",1.66666666666667,0.483045891539648,2
"OG0001262",6.9047619047619,0.300792603759119,2
"OG0001318",11.2857142857143,3.84893306180891,11
"OG0001336",4.52380952380952,0.87287156094397,3
"OG0001349",2.80952380952381,0.402373908081478,2
"OG0001363",1.33333333333333,0.483045891539648,2
"OG0001392",7.71428571428571,0.462910049886276,2
"OG0001398",0.857142857142857,0.72702917999997,3
"OG0001400",3.28571428571429,1.30930734141595,5
"OG0001401",4.85714285714286,0.358568582800318,2
"OG0001408",4.47619047619048,1.72101852456758,6
"OG0001411",4.9047619047619,1.78619041271534,8
"OG0001412",7.42857142857143,1.56752762563945,6
"OG0001688",1.61904761904762,0.497613351528119,2
"OG0001769",2.76190476190476,0.830948969838816,3
"OG0001813",5.76190476190476,0.538958431120797,3
"OG0001841",6.57142857142857,1.36277028773849,6
"OG0001893",0.80952380952381,0.402373908081478,2
"OG0001901",6.04761904761905,0.669043382464133,3
"OG0001911",10,2.66458251889485,6
"OG0001918",6.04761904761905,0.740012869900955,3
"OG0001923",6,0.547722557505166,3
"OG0001927",4.14285714285714,1.55838744494796,7
"OG0001929",9.57142857142857,3.52946778667023,12
"OG0002178",5.04761904761905,0.740012869900955,4
"OG0002370",5.14285714285714,1.2363540870525,5
"OG0002564",0.523809523809524,0.511766315719159,2
"OG0002742",2.71428571428571,0.462910049886276,2
"OG0002810",4.95238095238095,1.07126982951031,4
"OG0002867",5.42857142857143,0.870139561876632,4
"OG0002883",0.904761904761905,0.300792603759119,2
"OG0002891",3.9047619047619,1.60949563232591,7
"OG0002892",4.04761904761905,0.218217890235992,2
"OG0002893",5.0952380952381,1.09108945117996,4
"OG0002919",5.04761904761905,0.973457265430305,5
"OG0003409",6,2.14476105895272,6
"OG0003687",5.33333333333333,1.01653004546513,4
"OG0003691",4.28571428571429,0.783763812819726,4
"OG0003767",4.33333333333333,0.795822425754221,3
"OG0003808",4.57142857142857,0.978336781043653,4
"OG0003820",3.23809523809524,1.51343192462568,6
"OG0004081",4.95238095238095,0.589592272353571,3
"OG0004132",4.85714285714286,0.358568582800318,2
"OG0004303",3.95238095238095,0.218217890235992,2
"OG0004694",5.14285714285714,0.358568582800318,2
"OG0004872",3.28571428571429,1.8205179796656,5
"OG0005764",3.9047619047619,0.300792603759119,2
