family_id	assembly	assembly_short	scaffold	gene	copy	copy_rank	copy_id	copy_header	step2_status	step2_strand	step2_alignment_score	exo_score	exo_frameshift_ops	exo_strand	exon_count	predicted_cds_len	predicted_protein_len	ref_cds_len	ref_protein_len	protein_len_ratio	internal_stop_count	has_terminal_stop	starts_with_M	frameshift_like_gap_runs	prot_matches	prot_mismatches	prot_gap_columns	prot_percent_identity	prot_ref_coverage	prot_qry_coverage	prot_aligned_columns	structural_status	structural_reason	final_status	final_reason	protein_divergence	divergence_robust_z
OG0000009	73_3a	73_3a	scaffold_7_RagTag	AL7G52020	1		1	AL7G52020_73_3a_scaffold_7_copy_1	ok	-	2850.0	1955.0	0.0	-	3.0	1176.0	392.0	1176	392	1.0	1.0	False	False	0.0	266.0	9.0	234.0	96.727	100.0	100.0	509.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G17190	1		1	AL8G17190_73_3a_scaffold_8_copy_1	ok	+	3739.0	1374.0	0.0	-	1.0	843.0	281.0	1140	380	0.7395	26.0	False	False	0.0	279.0	2.0	99.0	99.288	100.0	100.0	380.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G32200	1		1	AL8G32200_73_3a_scaffold_8_copy_1	ok	+	3167.0	903.0	0.0	-	1.0	630.0	210.0	1227	409	0.5134	20.0	False	False	2.0	197.0	13.0	199.0	93.81	100.0	100.0	409.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G32500	1		1	AL8G32500_73_3a_scaffold_8_copy_1	ok	+	9255.0	2946.0	0.0	+	10.0	2013.0	671.0	2163	721	0.9307	1.0	True	False	2.0	627.0	41.0	56.0	93.862	100.0	100.0	724.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G32520	1		1	AL8G32520_73_3a_scaffold_8_copy_1	ok	+	3397.0	1470.0	0.0	+	7.0	1497.0	499.0	1506	502	0.994	2.0	False	True	7.0	344.0	153.0	7.0	69.215	100.0	100.0	504.0	P	internal_stop	P	internal_stop		
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G40480	1		1	AL8G40480_73_3a_scaffold_8_copy_1	ok	+	2517.0	827.0	0.0	-	1.0	735.0	245.0	1035	345	0.7101	0.0	False	True	10.0	181.0	58.0	112.0	75.732	100.0	100.0	351.0	P	frameshift_like_indel	P	frameshift_like_indel		
OG0000009	73_3a	73_3a	scaffold_8_RagTag	AL8G41770	1		1	AL8G41770_73_3a_scaffold_8_copy_1	ok	+	3089.0	2143.0	0.0	-	1.0	1233.0	411.0	1233	411	1.0	0.0	True	True	0.0	407.0	4.0	0.0	99.027	100.0	100.0	411.0	U0	structurally_intact	U	reference_like_intact	0.972999999999999	1.3489999999999607
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_2_RagTag	AL1G65610	1		1	AL1G65610_AL08_v2_f_scaffold_2_copy_1	ok	-	3477.0	1646.0	0.0	+	1.0	987.0	329.0	1275	425	0.7741	0.0	False	True	0.0	325.0	4.0	96.0	98.784	100.0	100.0	425.0	U0	structurally_intact	F	protein_length_shift	1.215999999999994	0.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_4_RagTag	AL4G20070	1		1	AL4G20070_AL08_v2_f_scaffold_4_copy_1	ok	+	3235.0	1186.0	0.0	-	1.0	864.0	288.0	1215	405	0.7111	0.0	False	False	0.0	239.0	47.0	121.0	83.566	100.0	100.0	407.0	P	severely_truncated	P	severely_truncated		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G15910	1		1	AL5G15910_AL08_v2_f_scaffold_5_copy_1	ok	+	3044.0	1893.0	0.0	+	3.0	1308.0	436.0	1335	445	0.9798	0.0	False	False	0.0	379.0	56.0	11.0	87.126	100.0	100.0	446.0	U0	structurally_intact	F	protein_identity_below_90.0	12.873999999999995	0.0
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G28540	1		1	AL5G28540_AL08_v2_f_scaffold_5_copy_1	ok	+	2992.0	1933.0	0.0	+	3.0	1308.0	436.0	1338	446	0.9776	0.0	True	False	0.0	381.0	55.0	10.0	87.385	100.0	100.0	446.0	U0	structurally_intact	F	protein_identity_below_90.0	12.614999999999995	0.6744999999999999
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G28950	1		1	AL5G28950_AL08_v2_f_scaffold_5_copy_1	ok	+	3793.0	2239.0	0.0	+	3.0	1332.0	444.0	1347	449	0.9889	0.0	True	False	0.0	437.0	7.0	5.0	98.423	100.0	100.0	449.0	U0	structurally_intact	U	reference_like_intact	1.5769999999999982	-0.7145288655631788
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G30872	1		1	AL5G30872_AL08_v2_f_scaffold_5_copy_1	ok	+	2855.0	1471.0	0.0	-	1.0	909.0	303.0	1281	427	0.7096	1.0	False	False	7.0	292.0	11.0	124.0	96.37	100.0	100.0	427.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G31970	1		1	AL5G31970_AL08_v2_f_scaffold_5_copy_1	ok	+	3656.0	1388.0	0.0	-	1.0	867.0	289.0	1341	447	0.6465	35.0	False	False	0.0	287.0	2.0	158.0	99.308	100.0	100.0	447.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_5_RagTag	AL5G36020	1		1	AL5G36020_AL08_v2_f_scaffold_5_copy_1	ok	+	3701.0	853.0	1.0	-	1.0	554.0	184.0	1113	371	0.496	7.0	False	False	1.0	124.0	56.0	195.0	68.889	100.0	100.0	375.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_6_RagTag	AL6G44330	1		1	AL6G44330_AL08_v2_f_scaffold_6_copy_1	ok	+	2453.0	460.0	0.0	-	1.0	303.0	101.0	723	241	0.4191	9.0	False	False	0.0	99.0	2.0	140.0	98.02	100.0	100.0	241.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_6_RagTag	AL6G44360	1		1	AL6G44360_AL08_v2_f_scaffold_6_copy_1	ok	+	6404.0	898.0	0.0	-	1.0	543.0	181.0	1641	547	0.3309	0.0	False	True	0.0	178.0	3.0	366.0	98.343	100.0	100.0	547.0	P	severely_truncated	P	severely_truncated		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL7G26600	1		1	AL7G26600_AL08_v2_f_scaffold_7_copy_1	ok	+	3216.0	1147.0	0.0	-	1.0	837.0	279.0	1257	419	0.6659	0.0	False	True	0.0	232.0	46.0	142.0	83.453	100.0	100.0	420.0	P	severely_truncated	P	severely_truncated		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL7G51940	1		1	AL7G51940_AL08_v2_f_scaffold_7_copy_1	ok	-	3359.0	1812.0	0.0	-	3.0	1257.0	419.0	1254	418	1.0024	1.0	False	False	0.0	235.0	35.0	297.0	87.037	100.0	100.0	567.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_1_RagTag	AL7G51960	1		1	AL7G51960_AL08_v2_f_scaffold_1_copy_1	ok	+	4099.0							1503	501													A	no_cds_recovered	A	no_cds_recovered		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL7G52000	1		1	AL7G52000_AL08_v2_f_scaffold_7_copy_1	ok	-	4419.0	1985.0	0.0	-	4.0	1197.0	399.0	1200	400	0.9975	1.0	False	False	0.0	272.0	4.0	247.0	98.551	100.0	100.0	523.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL7G52020	1		1	AL7G52020_AL08_v2_f_scaffold_7_copy_1	ok	-	2844.0	1960.0	0.0	-	3.0	1173.0	391.0	1176	392	0.9974	1.0	False	False	0.0	267.0	7.0	235.0	97.445	100.0	100.0	509.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G17190	1		1	AL8G17190_AL08_v2_f_scaffold_8_copy_1	ok	+	5737.0	1381.0	0.0	-	1.0	843.0	281.0	1140	380	0.7395	25.0	False	False	0.0	279.0	2.0	99.0	99.288	100.0	100.0	380.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G32200	1		1	AL8G32200_AL08_v2_f_scaffold_8_copy_1	ok	+	3287.0	851.0	1.0	-	1.0	637.0	212.0	1227	409	0.5183	16.0	False	False	3.0	96.0	116.0	197.0	45.283	100.0	100.0	409.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G32500	1		1	AL8G32500_AL08_v2_f_scaffold_8_copy_1	ok	+	8248.0	3262.0	1.0	+	11.0	2125.0	708.0	2163	721	0.982	39.0	False	False	3.0	370.0	318.0	53.0	53.779	100.0	100.0	741.0	P	internal_stop	P	internal_stop		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_7_RagTag	AL8G32520	1		1	AL8G32520_AL08_v2_f_scaffold_7_copy_1	ok	+	1932.0	809.0	0.0	+	4.0	885.0	295.0	1506	502	0.5876	0.0	False	False	2.0	198.0	92.0	217.0	68.276	100.0	100.0	507.0	P	frameshift_like_indel	P	frameshift_like_indel		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G40480	1		1	AL8G40480_AL08_v2_f_scaffold_8_copy_1	ok	+	2545.0	819.0	0.0	-	1.0	735.0	245.0	1035	345	0.7101	0.0	False	True	10.0	180.0	59.0	112.0	75.314	100.0	100.0	351.0	P	frameshift_like_indel	P	frameshift_like_indel		
OG0000009	AL08_v2_f	AL08_v2_f	scaffold_8_RagTag	AL8G41770	1		1	AL8G41770_AL08_v2_f_scaffold_8_copy_1	ok	+	3104.0	2153.0	0.0	-	1.0	1233.0	411.0	1233	411	1.0	0.0	True	True	0.0	409.0	2.0	0.0	99.513	100.0	100.0	411.0	U0	structurally_intact	U	reference_like_intact	0.48699999999999477	0.0
OG0000009	al1_v2_s	al1_v2_s	scaffold_2_RagTag	AL1G65610	1		1	AL1G65610_al1_v2_s_scaffold_2_copy_1	ok	-	3057.0	1631.0	0.0	+	1.0	987.0	329.0	1275	425	0.7741	0.0	False	True	0.0	323.0	6.0	96.0	98.176	100.0	100.0	425.0	U0	structurally_intact	F	protein_length_shift	1.823999999999998	0.6745000000000158
OG0000009	al1_v2_s	al1_v2_s	scaffold_4_RagTag	AL4G20070	1		1	AL4G20070_al1_v2_s_scaffold_4_copy_1	ok	+	3565.0	1450.0	0.0	-	1.0	861.0	287.0	1215	405	0.7086	0.0	False	False	0.0	280.0	7.0	118.0	97.561	100.0	100.0	405.0	P	severely_truncated	P	severely_truncated		
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G15900	1		1	AL5G15900_al1_v2_s_scaffold_5_copy_1	ok	+	2289.0	1258.0	1.0	+	2.0	827.0	275.0	1440	480	0.5729	14.0	False	True	9.0	185.0	90.0	205.0	67.273	100.0	100.0	480.0	P	internal_stop	P	internal_stop		
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G15910	1		1	AL5G15910_al1_v2_s_scaffold_5_copy_1	ok	+	3037.0	1869.0	0.0	+	3.0	1308.0	436.0	1335	445	0.9798	0.0	False	False	0.0	376.0	59.0	11.0	86.437	100.0	100.0	446.0	U0	structurally_intact	F	protein_identity_below_90.0	13.563000000000002	0.2481209289909256
OG0000009	al1_v2_s	al1_v2_s	scaffold_6_RagTag	AL5G28540	1		1	AL5G28540_al1_v2_s_scaffold_6_copy_1	ok	-	2874.0	1908.0	0.0	-	3.0	1314.0	438.0	1338	446	0.9821	2.0	False	False	3.0	246.0	48.0	296.0	83.673	100.0	100.0	590.0	P	internal_stop	P	internal_stop		
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G28550	1		1	AL5G28550_al1_v2_s_scaffold_5_copy_1	ok	+	2896.0	1944.0	0.0	+	3.0	1302.0	434.0	1353	451	0.9623	0.0	False	False	0.0	381.0	52.0	19.0	87.991	100.0	100.0	452.0	U0	structurally_intact	F	protein_identity_below_90.0	12.009	-0.04520147954743164
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G28950	1		1	AL5G28950_al1_v2_s_scaffold_5_copy_1	ok	+	3727.0	2208.0	0.0	+	3.0	1332.0	444.0	1347	449	0.9889	0.0	True	False	0.0	431.0	13.0	5.0	97.072	100.0	100.0	449.0	U0	structurally_intact	U	reference_like_intact	2.9279999999999973	0.021239806217198995
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G30872	1		1	AL5G30872_al1_v2_s_scaffold_5_copy_1	ok	+	2751.0	1431.0	0.0	-	1.0	909.0	303.0	1281	427	0.7096	1.0	False	False	7.0	284.0	19.0	124.0	93.729	100.0	100.0	427.0	P	internal_stop	P	internal_stop		
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G31970	1		1	AL5G31970_al1_v2_s_scaffold_5_copy_1	ok	+	3658.0	1386.0	0.0	-	1.0	867.0	289.0	1341	447	0.6465	35.0	False	False	0.0	286.0	3.0	158.0	98.962	100.0	100.0	447.0	P	internal_stop	P	internal_stop		
OG0000009	al1_v2_s	al1_v2_s	scaffold_5_RagTag	AL5G36020	1		1	AL5G36020_al1_v2_s_scaffold_5_copy_1	ok	+	3805.0	1362.0	0.0	-	1.0	813.0	271.0	1113	371	0.7305	0.0	False	False	2.0	265.0	6.0	100.0	97.786	100.0	100.0	371.0	P	frameshift_like_indel	P	frameshift_like_indel		
OG0000009	al1_v2_s	al1_v2_s	scaffold_6_RagTag	AL6G44330	1		1	AL6G44330_al1_v2_s_scaffold_6_copy_1	ok	+	3104.0	462.0	0.0	-	1.0	303.0	101.0	723	241	0.4191	8.0	False	False	0.0	99.0	2.0	140.0	98.02	100.0	100.0	241.0	P	internal_stop	P	internal_stop		
OG0000009	al1_v2_s	al1_v2_s	scaffold_6_RagTag	AL6G44370	1		1	AL6G44370_al1_v2_s_scaffold_6_copy_1	ok	+	2833.0	816.0	0.0	-	1.0	576.0	192.0	1119	373	0.5147	0.0	False	False	2.0	159.0	33.0	181.0	82.812	100.0	100.0	373.0	P	frameshift_like_indel	P	frameshift_like_indel		
OG0000009	al1_v2_s	al1_v2_s	scaffold_7_RagTag	AL7G26600	1		1	AL7G26600_al1_v2_s_scaffold_7_copy_1	ok	+	3696.0	1424.0	0.0	-	1.0	837.0	279.0	1257	419	0.6659	0.0	False	True	0.0	278.0	1.0	140.0	99.642	100.0	100.0	419.0	P	severely_truncated	P	severely_truncated		
OG0000009	al1_v2_s	al1_v2_s	scaffold_7_RagTag	AL7G51940	1		1	AL7G51940_al1_v2_s_scaffold_7_copy_1	ok	-	3715.0	1948.0	2.0	-	3.0	1262.0	420.0	1254	418	1.0048	25.0	False	False	2.0	76.0	322.0	42.0	19.095	100.0	100.0	440.0	P	internal_stop	P	internal_stop		
